"PK_ApplianceID","CK_SiteID","CK_RoomID","Row Type","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Washer-Dryer Matched Pair","Washer Depth","Washer Depth_notes","Washer Diameter","Washer Diameter_notes","Washer Size","Washer Size_notes","Washer Primary","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00021417","SITE_01675","Room_00020760","Washer","Vertical Axis (with agitator)","No",1998,,"CH4118408","Kenmore","110.26294692","No","No",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021273","SITE_01676","Room_00020770","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Sears","Unknown","Unknown","No",,"Unknown",,"Unknown",,"Unknown","Yes","No","In use - cant access nameplate","Hall_1","Hall"
"Appliance_00021326","SITE_01677","Room_00020776","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown","Yes","No","Unknown","Laundry_1","Laundry"
"Appliance_00021454","SITE_01678","Room_00020791","Washer","Vertical Axis (without agitator)","No",,"Unknown","Unknown","LG","Unknown","Yes","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","No","No name plate and customer using it","Laundry_1","Laundry"
"Appliance_00021476","SITE_01679","Room_00020802","Washer","Vertical Axis (with agitator)","No",1986,,"C63203821","Whirlpool","La5599xpn4","No","No",18.0000,,21.0000,,3.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021460","SITE_01680","Room_00020808","Washer","Vertical Axis (with agitator)","No",2007,,"CU1740030","Maytag","Mtw5830tw0","No","Unknown",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022483","SITE_01681","Room_00020832","Washer","Horizontal Axis","No",2015,,"C51853825","Whirlpool","WFW72HEDW0","Yes","Yes",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021455","SITE_01682","Room_00020836","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Kenmore","Unknown","Unknown","Unknown",21.0000,,18.0000,,3.1000,,"Yes","No","Nameplate missing","Laundry_1","Laundry"
"Appliance_00021358","SITE_01683","Room_00020844","Washer","Vertical Axis (with agitator)","No",2010,,"DT123915G","General Electric","WLSR3000G5WW","No","Yes",21.0000,,19.0000,,3.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021293","SITE_01684","Room_00020857","Washer","Vertical Axis (with agitator)","No",2013,,"C31720766","Kenmore","110.5072011","No","Yes",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021351","SITE_01685","Room_00020865","Washer","Vertical Axis (without agitator)","No",2014,,"C44935241","Maytag","Mvwc425bw1","Yes","Unknown",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021348","SITE_01686","Room_00020874","Washer","Vertical Axis (with agitator)","No",1995,,"CE3507342","Whirlpool","Lsc8244dz0","No","Yes",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00023180","SITE_01687","Room_00025835","Washer","Vertical Axis (with agitator)","Yes",2007,,"N/A","Kenmore","110.28332700","No","Yes",17.0000,,22.0000,,3.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021373","SITE_01688","Room_00020888","Washer","Vertical Axis (with agitator)","No",1996,,"CF0839500","Whirlpool","Llr9245dq0","No","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021331","SITE_01689","Room_00020905","Washer","Vertical Axis (with agitator)","No",2014,,"C40531378","Kenmore","110.20022013","No","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021330","SITE_01690","Room_00020920","Washer","Vertical Axis (with agitator)","No",2005,,"0605018298","Alliance Laundry","AWS45NW","No","Yes",19.0000,,19.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021347","SITE_01691","Room_00020926","Washer","Horizontal Axis","No",2010,,"C04752113","Whirlpool","Wfw94hexw0","Yes","Yes",19.0000,,22.0000,,4.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021982","SITE_01692","Room_00020935","Washer","Vertical Axis (with agitator)","No",,"Unknown","CK3102701","Kirkland","Sawb600jq0","No","Yes",20.0000,,18.0000,,2.9000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021976","SITE_01693","Room_00020943","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Kenmore","Unknown","Yes","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","Cannot locate nameplate","Hall_1","Hall"
"Appliance_00021243","SITE_01694","Room_00020957","Washer","Vertical Axis (with agitator)","No",2008,,"CW4970792","Whirlpool","WTW6200VW0","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021984","SITE_01695","Room_00020972","Washer","Vertical Axis (with agitator)","No",2009,,"CY1748541","Whirlpool","Wtw57esvwd","Yes","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021839","SITE_01696","Room_00020983","Washer","Vertical Axis (with agitator)","No",2009,,"CY0844952","Kenmore","110.29522690","No","Yes",21.0000,,21.0000,,4.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021840","SITE_01697","Room_00020993","Washer","Horizontal Axis","No",2012,,"205KWHX3V649","Kenmore","796.41272210","Yes","Yes",22.0000,,18.0000,,3.2000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021343","SITE_01698","Room_00020997","Washer","Horizontal Axis","No",2012,,"205KWUC0S318","Kenmore","79641472210","Yes","Yes",19.0000,,22.0000,,4.2000,,"Yes","Yes","N/A","Laundry_1","Laundry"
"Appliance_00021841","SITE_01699","Room_00021015","Washer","Vertical Axis (with agitator)","No",2000,,"CK0309606","Kenmore","110.20702990","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022484","SITE_01700","Room_00021022","Washer","Horizontal Axis","Yes",2012,,"N/A","Frigidaire","Fafw3001lw1","Yes","Yes",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021716","SITE_01701","Room_00021033","Washer","Vertical Axis (with agitator)","No",1996,,"CF1604236","Whirlpool","LAR5233EQ0","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021990","SITE_01703","Room_00021060","Washer","Horizontal Axis","No",2010,,"LT207204T","General Electric","Wcvh880002ww","Yes","No",,"Unknown",,"Unknown",,"Unknown","Yes","No","Clothes in drum","Laundry_2","Laundry"
"Appliance_00021360","SITE_01704","Room_00021070","Washer","Vertical Axis (with agitator)","No",2004,,"CR4479883","Kenmore","110.24632300","No","Yes",20.0000,,18.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021244","SITE_01705","Room_00021073","Washer","Vertical Axis (with agitator)","No",2006,,"CT3040012","Whirlpool","LSW9750PW3","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021376","SITE_01707","Room_00021097","Washer","Vertical Axis (with agitator)","No",2011,,"Unknown","Maytag","MVWC300XW0","Yes","No",16.0000,,20.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021375","SITE_01708","Room_00021109","Washer","Horizontal Axis","No",2015,,"C53254299","Whirlpool","WFW72HEDW0","Yes","No",14.0000,,22.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021359","SITE_01715","Room_00021163","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Whirlpool","Unknown","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021356","SITE_01716","Room_00021171","Washer","Vertical Axis (with agitator)","No",2013,,"MA156170G","General Electric","GCWP1800D1WW","No","No",20.0000,,20.0000,,3.6000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021500","SITE_01719","Room_00021199","Washer","Vertical Axis (with agitator)","No",,"Unknown","CK 3856823","Kenmore","20832990","No","No",16.0000,,21.0000,,3.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021345","SITE_01720","Room_00021210","Washer","Horizontal Axis","Yes",2010,,"N/A","Frigidaire","Atf8000fe2","Yes","Yes",15.0000,,21.0000,,3.0000,,"Yes","No","N/A","Office_2","Office"
"Appliance_00021333","SITE_01721","Room_00021224","Washer","Vertical Axis (with agitator)","No",1990,,"CX4341006","Kenmore","110. 82891810","No","Yes",18.0000,,19.0000,,3.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021392","SITE_01722","Room_00021232","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Whirlpool","Unknown","No","No",17.0000,,21.0000,,3.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021383","SITE_01724","Room_00021254","Washer","Vertical Axis (with agitator)","No",2016,,"C60430272","Amana","Ntw4605ew0","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021393","SITE_01726","Room_00021266","Washer","Horizontal Axis","No",2014,,"LD201302G","General Electric","Wcvh4800k2ww","Yes","Yes",15.0000,,19.0000,,2.5000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021245","SITE_01727","Room_00021269","Washer","Vertical Axis (with agitator)","No",2000,,"CK 1677149","Kenmore","110.20702990","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Hall_8","Hall"
"Appliance_00021352","SITE_01728","Room_00021277","Washer","Vertical Axis (with agitator)","No",1993,,"CC0938165","Whirlpool","LA5558XTN2","No","No",19.0000,,18.0000,,2.8000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021232","SITE_01729","Room_00021297","Washer","Vertical Axis (with agitator)","No",2008,,"SR175707G","Hotpoint","WCSR209035WW","No","No",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021567","SITE_01730","Room_00021307","Washer","Vertical Axis (with agitator)","No",2011,,"ZV163060G","General Electric","Gcwp1000m1ww","No","Yes",19.0000,,20.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021324","SITE_01731","Room_00021313","Washer","Vertical Axis (with agitator)","No",2011,,"C11140129","Kenmore","110.5062110","No","Yes",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021444","SITE_01732","Room_00021328","Washer","Vertical Axis (with agitator)","Yes",2005,,"N/A","Kenmore","417.94702300","No","Yes",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021317","SITE_01734","Room_00021346","Washer","Vertical Axis (with agitator)","No",1995,,"CE3024735","Whirlpool","Llr7144d00","No","Yes",15.0000,,19.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021242","SITE_01735","Room_00021356","Washer","Vertical Axis (with agitator)","Yes",1999,,"N/A","General Electric","WSM2700WAWWW","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021284","SITE_01736","Room_00021369","Washer","Vertical Axis (with agitator)","No",1989,,"C91909417","Kenmore","110.81821110","No","Yes",18.0000,,16.0000,,2.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021338","SITE_01738","Room_00021390","Washer","Horizontal Axis","Yes",2007,,"N/A","General Electric","WSXH208H1WW","Yes","Yes",14.0000,,21.0000,,2.8000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021516","SITE_01740","Room_00021403","Washer","Vertical Axis (with agitator)","No",2000,,"CK3271197","Kenmore","110.20722990","No","Yes",20.0000,,21.0000,,4.0000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021229","SITE_01741","Room_00021413","Washer","Vertical Axis (with agitator)","No",2014,,"TD130875H","Hotpoint","Hswp1000m3ww","No","Yes",18.0000,,24.0000,,4.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021278","SITE_01742","Room_00021419","Washer","Vertical Axis (with agitator)","No",2013,,"VA654145E","General Electric","Wsm2400laewh","No","Yes",14.0000,,18.0000,,2.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021564","SITE_01743","Room_00021429","Washer","Vertical Axis (without agitator)","No",2010,,"C11131343","Maytag","MVWC400XW0","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021379","SITE_01745","Room_00021447","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","No",14.0000,,16.0000,,1.6000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021246","SITE_01746","Room_00021456","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Amana","Unknown","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Closet_1","Closet"
"Appliance_00021396","SITE_01751","Room_00021498","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00021382","SITE_01752","Room_00021503","Washer","Vertical Axis (with agitator)","No",2003,,"CP2866613","Whirlpool","Lxr7244jt1","No","No",18.0000,,19.0000,,3.0000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021471","SITE_01753","Room_00021514","Washer","Horizontal Axis","No",2012,,"CD23209401","Maytag","MHWC7500YW 0","Yes","Yes",13.0000,,18.0000,,1.9000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021329","SITE_01756","Room_00021541","Washer","Horizontal Axis","No",2015,,"511KWJU1Y076","Kenmore","796.41072310","No","No",19.0000,,22.0000,,4.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021355","SITE_01757","Room_00021553","Washer","Stacked Washer/Dryer","No",2014,,"DD600180Z","General Electric","WSM2420TAACC","No","No",14.0000,,14.0000,,1.2000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021380","SITE_01758","Room_00021562","Washer","Stacked Washer/Dryer","No",2007,,"MU2112156","Whirlpool","Wet3300sq0","No","Yes",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021250","SITE_01759","Room_00021566","Washer","Stacked Washer/Dryer","Yes",2008,,"N/A","General Electric","WSM2700HBWWW","No","No",19.0000,,19.0000,,3.1000,,"No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00021295","SITE_01761","Room_00021589","Washer","Horizontal Axis","No",2015,,"C51051219","Whirlpool","WFW72HEDW0","Yes","No",21.0000,,22.0000,,4.6000,,"Yes","No","N/A","Office_1","Office"
"Appliance_00021378","SITE_01762","Room_00021595","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","No","No",17.0000,,15.0000,,1.7000,,"Yes","No","No available label","Hall_1","Hall"
"Appliance_00021328","SITE_01763","Room_00021605","Washer","Vertical Axis (with agitator)","No",2006,,"CT2530669","Whirlpool","ITW4300SQ0","No","No",19.0000,,19.0000,,3.1000,,"Yes","No","N/A","Bathroom_2","Bathroom"
"Appliance_00021377","SITE_01764","Room_00021614","Washer","Vertical Axis (with agitator)","No",1991,,"CA1002703","KitchenAid","KAWE560WALO","No","No",20.0000,,20.0000,,3.6000,,"Yes","No","N/A","Hall_2","Hall"
"Appliance_00021361","SITE_01765","Room_00021621","Washer","Vertical Axis (with agitator)","No",2000,,"RZ601599W","General Electric","WSM2700WAWWW","No","Unknown",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Closet_1","Closet"
"Appliance_00021277","SITE_01767","Room_00021641","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Unknown",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00021842","SITE_01773","Room_00021675","Washer","Stacked Washer/Dryer","No",2011,,"MV600897Z","General Electric","WSM2420TAAWW","No","No",14.0000,,22.0000,,3.1000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021843","SITE_01774","Room_00021682","Washer","Stacked Washer/Dryer","No",2011,,"RV600472Z","General Electric","WSM2420TAAWW","No","No",15.0000,,18.0000,,2.2000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021394","SITE_01777","Room_00021700","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","Yes","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021395","SITE_01781","Room_00021726","Washer","Horizontal Axis","No",,"Unknown","Unknown","Bosch","Wfl2060 uc","No","Yes",14.0000,,17.0000,,1.8000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021844","SITE_01782","Room_00021736","Washer","Vertical Axis (with agitator)","No",2013,,"C40221129","Admiral","ATW4675YQ1","No","Yes",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021845","SITE_01786","Room_00021772","Washer","Horizontal Axis","Yes",2004,,"N/A","General Electric","Wsxh208a1ww","Yes","Yes",14.0000,,18.0000,,2.1000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021846","SITE_01788","Room_00021782","Washer","Horizontal Axis","Yes",2012,,"N/A","Frigidaire","Fafw3801lw3","Yes","Yes",14.0000,,22.0000,,3.1000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021847","SITE_01789","Room_00021793","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Kenmore","Unknown","Unknown","Yes",19.0000,,20.0000,,3.5000,,"Yes","No","Could not locate nameplate","Hall_1","Hall"
"Appliance_00021848","SITE_01790","Room_00021805","Washer","Horizontal Axis","Yes",2013,,"N/A","Samsung","Wf363btbeuf/a2 01","Yes","No",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021849","SITE_01791","Room_00021819","Washer","Horizontal Axis","No",2011,,"HL21321364","Whirlpool","WFW9151YW00","Yes","Yes",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021850","SITE_01793","Room_00021839","Washer","Vertical Axis (with agitator)","No",2002,,"CM3665417","Kenmore","110.23032100","No","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021231","SITE_01795","Room_00021860","Washer","Vertical Axis (with agitator)","No",2006,,"AL175794H","Hotpoint","VBXR1090DBWW","No","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021300","SITE_01796","Room_00021870","Washer","Vertical Axis (with agitator)","No",1997,,"CG4737852","Whirlpool","LSQ9244EQ0","No","No",20.0000,,19.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021253","SITE_01798","Room_00021897","Washer","Stacked Washer/Dryer","No",1994,,"MD3708508","Whirlpool","LTE5243BW0","No","No",13.0000,,14.0000,,1.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021228","SITE_01799","Room_00021902","Washer","Stacked Washer/Dryer","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes",14.0000,,21.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023986","SITE_01799","Room_00021902","Washer","Stacked Washer/Dryer","Yes",2006,,"N/A","General Electric","Wsm2700dawww","No","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021264","SITE_01800","Room_00021912","Washer","Horizontal Axis","No",2014,,"402PNNA00439","Kenmore","796.41182.311","No","Yes",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021256","SITE_01801","Room_00021923","Washer","Stacked Washer/Dryer","No",2015,,"SF00444C","General Electric","GUD24ESSJoWW","No","No",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021314","SITE_01802","Room_00021933","Washer","Vertical Axis (with agitator)","No",2015,,"C54649895","Whirlpool","Wtw5000dw1","No","No",21.0000,,23.0000,,5.0000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021272","SITE_01803","Room_00021942","Washer","Vertical Axis (with agitator)","No",2007,,"GM601330Z","General Electric","WSM2420D3WW","No","Yes",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021462","SITE_01804","Room_00021945","Washer","Horizontal Axis","No",2014,,"C41950281","Whirlpool","Wfw70hebw2","Yes","Yes",17.0000,,21.0000,,3.4000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021224","SITE_01805","Room_00021957","Washer","Horizontal Axis","No",2008,,"14557340NX","Maytag","Mah2400aww","Yes","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021309","SITE_01809","Room_00021988","Washer","Horizontal Axis","No",2003,,"XC33915124","Frigidaire","Gltf1040as0","Yes","Yes",20.0000,,16.0000,,2.3000,,"Yes","No","N/A","Hall_8","Hall"
"Appliance_00021321","SITE_01810","Room_00021998","Washer","Stacked Washer/Dryer","No",2015,,"4E51602947","Kenmore","417.61722510","No","No",24.0000,,21.0000,,4.8000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021572","SITE_01812","Room_00022009","Washer","Horizontal Axis","No",2017,,"710KWQW00444","LG","Wm3431hw / 01","Yes","No",14.0000,,17.0000,,1.8000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021310","SITE_01817","Room_00022053","Washer","Vertical Axis (with agitator)","No",2009,,"MS186015G","General Electric","Wcsr2070t8ww","No","Yes",23.0000,,17.0000,,3.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023781","SITE_01818",,"Washer","Unknown","Yes",1997,,"Unknown","Whirlpool","Unknown","No","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","N/A","N/A","Unknown","Unknown"
"Appliance_00021234","SITE_01819","Room_00022071","Washer","Vertical Axis (without agitator)","No",2013,,"C33830394","Amana","NTW4750BQ0","Yes","Yes",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021851","SITE_01820","Room_00022080","Washer","Vertical Axis (with agitator)","No",1997,,"CG3030691","Kenmore","110.28812790","No","No",21.0000,,21.0000,,4.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021852","SITE_01821","Room_00022093","Washer","Vertical Axis (without agitator)","No",2011,,"C12073474","Whirlpool","Wtw7300xw2","Yes","Yes",20.0000,,18.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021853","SITE_01822","Room_00022108","Washer","Vertical Axis (with agitator)","No",,"Unknown","CL5109885","Kenmore","23832100","No","No",15.0000,,19.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021854","SITE_01823","Room_00022116","Washer","Vertical Axis (without agitator)","No",2015,,"C53144264","Kenmore","110.25132410","No","No",22.0000,,20.0000,,4.0000,,"Yes","No","N/A","Kitchen_2","Kitchen"
"Appliance_00021855","SITE_01824","Room_00022132","Washer","Vertical Axis (with agitator)","No",1997,,"CG2518073","Whirlpool","Lsr7233eq0","No","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021856","SITE_01825","Room_00022140","Washer","Horizontal Axis","No",1999,,"CJ3229402","Whirlpool","Lsr8133hq0","No","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021857","SITE_01826","Room_00022157","Washer","Vertical Axis (without agitator)","No",2015,,"0E6E5AUGB03302K","Samsung","WA48J7700AW/A2","Yes","Yes",24.0000,,22.0000,,5.3000,,"Yes","Yes","N/A","Laundry_1","Laundry"
"Appliance_00021858","SITE_01827","Room_00022165","Washer","Vertical Axis (with agitator)","No",2004,,"CR3936486","Whirlpool","LSR9434PQ0","No","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021859","SITE_01828","Room_00022184","Washer","Horizontal Axis","No",2015,,"0BZU5AEG502743T","Samsung","Wf4h5600ap/a2","No","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021860","SITE_01829","Room_00022189","Washer","Vertical Axis (with agitator)","No",1992,,"CB4018500","Whirlpool","A5525xtwo","No","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","No","Clothes in drum","Laundry_1","Laundry"
"Appliance_00021861","SITE_01830","Room_00022201","Washer","Vertical Axis (with agitator)","No",2004,,"CR1915940","Estate","TAWX700JQ3","Yes","Yes",20.0000,,20.0000,,3.6000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021862","SITE_01831","Room_00022206","Washer","Horizontal Axis","No",2007,,"CSU0315165","Kenmore","110.47087600","Yes","Yes",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021863","SITE_01832","Room_00022232","Washer","Vertical Axis (with agitator)","No",2015,,"C51320307","Kenmore","110.20222510","No","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021864","SITE_01833","Room_00022237","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Amana","Unknown","Unknown","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021865","SITE_01834","Room_00022258","Washer","Horizontal Axis","No",,"Unknown","WM3050CW","LG","509pnwk1s001","Yes","Yes",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021866","SITE_01835","Room_00022260","Washer","Vertical Axis (without agitator)","No",2014,,"N/A","LG","7401LWG","Yes","Yes",21.0000,,20.0000,,3.8000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021867","SITE_01836","Room_00022274","Washer","Vertical Axis (with agitator)","No",2014,,"C43920280","Amana","Ntw4601bq1","No","No",23.0000,,17.0000,,3.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021868","SITE_01837","Room_00022293","Washer","Horizontal Axis","No",2005,,"CS5216372","Kenmore","110.26752502","No","Yes",20.0000,,18.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021869","SITE_01838","Room_00022308","Washer","Horizontal Axis","No",2005,,"CSS2005503","Kenmore","110.45091 400","No","No",14.0000,,20.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021870","SITE_01839","Room_00022327","Washer","Vertical Axis (with agitator)","No",2003,,"CP4548874","Kenmore","110.24872300","No","Yes",18.0000,,15.0000,,1.8000,,"Yes","No","N/A","Other_2","Other"
"Appliance_00021871","SITE_01840","Room_00022336","Washer","Horizontal Axis","Yes",2014,,"N/A","Electrolux","EIFLS60JIW1","Yes","Yes",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Laundry_1","Laundry"
