"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Grade","Ventilation Working","Ventilation Controls","Ventilation Use","Ventilation Use_notes","Ventilation Use Units","Notes"
"Mechanical_00000394","SITE_00341","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000395","SITE_00341","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Laundry Room"
"Mechanical_00000396","SITE_00341","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000397","SITE_00344","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000403","SITE_00345","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000406","SITE_00346","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000407","SITE_00347","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000255","SITE_00185","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Laundry room vent"
"Mechanical_00000256","SITE_00185","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000258","SITE_00185","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000263","SITE_00233","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000264","SITE_00234","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000265","SITE_00234","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00000266","SITE_00235","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000271","SITE_00236","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000282","SITE_00242","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000283","SITE_00243","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day","Has light can't access"
"Mechanical_00000284","SITE_00244","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000285","SITE_00244","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000291","SITE_00247","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000300","SITE_00252","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000301","SITE_00252","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000314","SITE_00260","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000315","SITE_00260","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000316","SITE_00260","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day","Guest bath"
"Mechanical_00000318","SITE_00261","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000320","SITE_00261","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000321","SITE_00262","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000337","SITE_00268","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",2.0000,,"Hours per day","Turns on with light"
"Mechanical_00000345","SITE_00273","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000346","SITE_00274","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000348","SITE_00275","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000353","SITE_00278","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000368","SITE_00285","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000369","SITE_00285","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000382","SITE_00333","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.5000,,"Hours per day",
"Mechanical_00000384","SITE_00334","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000385","SITE_00336","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00000387","SITE_00336","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000400","SITE_00344","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000401","SITE_00344","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000411","SITE_00349","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000415","SITE_00350","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00000416","SITE_00351","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000418","SITE_00351","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000421","SITE_00352","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.5000,,"Hours per day",
"Mechanical_00000423","SITE_00354","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Owner says maybe an hour a month for the ventilation fans."
"Mechanical_00000428","SITE_00358","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000431","SITE_00359","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00000436","SITE_00362","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000438","SITE_00364","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000444","SITE_00367","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000446","SITE_00368","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Rarely used"
"Mechanical_00000456","SITE_00373","Bathroom Vent","Unknown","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000458","SITE_00375","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000466","SITE_00380","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.2000,,"Hours per day",
"Mechanical_00000468","SITE_00381","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000473","SITE_00383","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Laundry Nook Vent"
"Mechanical_00000476","SITE_00386","Bathroom Vent","Unknown","Yes","Manual Switch",,"Unknown","Hours per day",
"Mechanical_00000478","SITE_00386","Bathroom Vent","Unknown","Yes","Manual Switch",,"Unknown","Hours per day",
"Mechanical_00000485","SITE_00864","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000487","SITE_00865","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000488","SITE_00865","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000491","SITE_00867","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000493","SITE_00868","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000498","SITE_00871","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000501","SITE_00872","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000502","SITE_00873","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Very seldom."
"Mechanical_00000508","SITE_00878","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00000510","SITE_00879","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000513","SITE_00887","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000515","SITE_00888","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000523","SITE_00899","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00000525","SITE_00901","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000528","SITE_00903","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day","Switch is blocked"
"Mechanical_00000530","SITE_00906","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000408","SITE_00349","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.5000,,"Hours per day",
"Mechanical_00000409","SITE_00349","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000424","SITE_00356","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000425","SITE_00357","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000426","SITE_00358","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00000427","SITE_00358","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00000441","SITE_00365","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000442","SITE_00366","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000459","SITE_00375","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000462","SITE_00377","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000463","SITE_00377","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000464","SITE_00378","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000470","SITE_00382","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000479","SITE_00388","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000506","SITE_00877","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000516","SITE_00888","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0100,,"Hours per day",
"Mechanical_00000517","SITE_00891","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Not used."
"Mechanical_00000519","SITE_00897","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000521","SITE_00898","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000547","SITE_00922","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000548","SITE_00922","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000561","SITE_00933","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00000562","SITE_00936","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000564","SITE_00937","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000567","SITE_00942","Bathroom Vent","Builder Grade","Yes","Continuous",0.5000,,"Hours per day",
"Mechanical_00000568","SITE_00947","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000571","SITE_00951","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000576","SITE_00959","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000577","SITE_00963","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000578","SITE_00963","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000579","SITE_00963","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000584","SITE_00967","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000585","SITE_00969","Bathroom Vent","Builder Grade","Yes","Timer",0.2500,,"Hours per day","Vent has a lite can't access , but light isn't working"
"Mechanical_00000586","SITE_00969","Bathroom Vent","Builder Grade","Yes","Timer",0.2500,,"Hours per day","Has lights can't access"
"Mechanical_00000587","SITE_00970","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000412","SITE_00349","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000413","SITE_00349","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000414","SITE_00350","Bathroom Vent","Unknown","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000419","SITE_00352","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000430","SITE_00359","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000432","SITE_00359","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000433","SITE_00361","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00000434","SITE_00362","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000435","SITE_00362","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000447","SITE_00368","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000448","SITE_00369","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000449","SITE_00369","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000451","SITE_00369","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Kids seldom use it"
"Mechanical_00000452","SITE_00369","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Laundry room"
"Mechanical_00000453","SITE_00372","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000454","SITE_00372","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00000465","SITE_00379","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000469","SITE_00382","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00000471","SITE_00382","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00000472","SITE_00382","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000474","SITE_00383","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000477","SITE_00386","Bathroom Vent","Unknown","Yes","Manual Switch",,"Unknown","Hours per day",
"Mechanical_00000480","SITE_00388","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000481","SITE_00389","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Working poorly"
"Mechanical_00000482","SITE_00389","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Fan is a heater"
"Mechanical_00000483","SITE_00863","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000486","SITE_00864","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000494","SITE_00869","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000495","SITE_00869","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000496","SITE_00870","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000497","SITE_00870","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000503","SITE_00874","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000504","SITE_00874","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000505","SITE_00877","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00000511","SITE_00886","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000532","SITE_00908","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000537","SITE_00911","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000539","SITE_00915","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00000542","SITE_00917","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000544","SITE_00919","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000546","SITE_00921","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00000549","SITE_00922","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000550","SITE_00927","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000553","SITE_00928","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000555","SITE_00929","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000557","SITE_00932","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000559","SITE_00933","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0100,,"Hours per day",
"Mechanical_00000560","SITE_00933","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0100,,"Hours per day",
"Mechanical_00000565","SITE_00937","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000573","SITE_00958","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000580","SITE_00965","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000582","SITE_00965","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000589","SITE_00973","Bathroom Vent","Builder Grade","Yes","Timer",,"Unknown","Hours per day","Unknown usage - guest room"
"Mechanical_00000590","SITE_00973","Bathroom Vent","Builder Grade","Yes","Timer",,"Unknown","Hours per day","Unknown"
"Mechanical_00000596","SITE_00976","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000599","SITE_00977","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Bathroom 3"
"Mechanical_00000601","SITE_00979","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000603","SITE_00979","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00000611","SITE_00987","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000613","SITE_00990","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Has light can't access"
"Mechanical_00000615","SITE_00990","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day","Has light can't access. Refer to previous pics."
"Mechanical_00000623","SITE_00999","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00000625","SITE_01002","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000630","SITE_01011","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000637","SITE_01021","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000639","SITE_01021","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00000640","SITE_01023","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000649","SITE_01031","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000653","SITE_01037","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0010,,"Hours per day",
"Mechanical_00000659","SITE_01040","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00000514","SITE_00887","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000524","SITE_00899","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000526","SITE_00902","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00000527","SITE_00903","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000529","SITE_00906","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000533","SITE_00909","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000534","SITE_00909","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000535","SITE_00910","Bathroom Vent","Builder Grade","Yes","Variable Speed",0.0000,,"Hours per day",
"Mechanical_00000536","SITE_00910","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000540","SITE_00916","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000541","SITE_00917","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000551","SITE_00927","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00000552","SITE_00928","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0500,,"Hours per day",
"Mechanical_00000554","SITE_00929","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00000569","SITE_00948","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000570","SITE_00950","Bathroom Vent","Builder Grade","No","Unknown",0.0000,,"Hours per day",
"Mechanical_00000594","SITE_00975","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00000595","SITE_00976","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000597","SITE_00977","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bathroom 1 (half bath)"
"Mechanical_00000605","SITE_00983","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000606","SITE_00984","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000607","SITE_00985","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000608","SITE_00985","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000610","SITE_00987","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00000612","SITE_00990","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day","15 minutes every other day. Mainly use Windows . Can't access light"
"Mechanical_00000626","SITE_01002","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000627","SITE_01010","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000628","SITE_01010","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000629","SITE_01011","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000632","SITE_01012","Bathroom Vent","Panasonic or equivalent","Unknown","Unknown",0.5000,,"Hours per day",
"Mechanical_00000633","SITE_01012","Bathroom Vent","Panasonic or equivalent","Unknown","Timer",2.0000,,"Hours per day",
"Mechanical_00000634","SITE_01013","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000635","SITE_01014","Bathroom Vent","Builder Grade","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00000636","SITE_01019","Bathroom Vent","Builder Grade","Yes","Manual Switch",6.0000,,"Hours per day",
"Mechanical_00000641","SITE_01023","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000592","SITE_00973","Bathroom Vent","Builder Grade","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00000600","SITE_00979","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000617","SITE_00993","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000618","SITE_00993","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000619","SITE_00995","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000621","SITE_00996","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000642","SITE_01024","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000644","SITE_01024","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day","Stealthy light fixture fan"
"Mechanical_00000645","SITE_01026","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000647","SITE_01029","Bathroom Vent","Builder Grade","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00000650","SITE_01031","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000657","SITE_01038","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00000662","SITE_01046","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
