"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Type","Ventilation Controls"
"Mechanical_00007959","SITE_02026","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007960","SITE_02030","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007961","SITE_02031","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007962","SITE_02033","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007963","SITE_02036","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007964","SITE_02038","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007965","SITE_00140","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007966","SITE_01136","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007967","SITE_00162","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007968","SITE_00167","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007969","SITE_02017","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007970","SITE_02020","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007971","SITE_02002","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007972","SITE_02000","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007973","SITE_00141","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007974","SITE_01167","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007975","SITE_01196","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007976","SITE_00173","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007977","SITE_01172","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007978","SITE_01703","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007979","SITE_00591","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007980","SITE_00642","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007981","SITE_00641","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007982","SITE_00637","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007983","SITE_01236","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007984","SITE_00628","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007985","SITE_00623","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007986","SITE_00599","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00015608","SITE_00017","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00015609","SITE_00017","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008190","SITE_00096","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008191","SITE_00083","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008192","SITE_00074","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008193","SITE_00123","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008194","SITE_00021","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008195","SITE_00101","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008196","SITE_00025","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008197","SITE_00089","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008198","SITE_00035","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008199","SITE_00091","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008200","SITE_01225","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008201","SITE_01244","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008202","SITE_01314","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008203","SITE_01311","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008204","SITE_01311","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008205","SITE_01862","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008206","SITE_00121","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008207","SITE_00105","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008208","SITE_01243","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008209","SITE_00110","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008210","SITE_00087","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008211","SITE_01277","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008212","SITE_01866","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008213","SITE_01316","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00008214","SITE_01345","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008215","SITE_01340","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008216","SITE_01228","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008217","SITE_01267","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008218","SITE_01871","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007524","SITE_00885","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007525","SITE_01561","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007526","SITE_01794","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007527","SITE_01731","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007528","SITE_01652","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007529","SITE_01677","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007530","SITE_01569","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007531","SITE_01690","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007532","SITE_01721","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007533","SITE_01744","Kitchen Vent","Unknown","Unknown"
"Mechanical_00007534","SITE_01921","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007535","SITE_01738","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007536","SITE_01746","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007537","SITE_01725","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007538","SITE_01691","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007539","SITE_01900","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007540","SITE_01908","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007541","SITE_01757","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007542","SITE_01716","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007543","SITE_01893","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007544","SITE_01683","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007545","SITE_01765","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007546","SITE_01780","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007547","SITE_00924","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007548","SITE_00954","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007549","SITE_01044","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007550","SITE_00953","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007551","SITE_01033","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007552","SITE_01892","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007755","SITE_01107","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007756","SITE_01118","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007757","SITE_01121","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007758","SITE_00005","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007759","SITE_01201","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007760","SITE_00058","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007761","SITE_00062","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007762","SITE_00053","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007763","SITE_00063","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007764","SITE_00047","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007765","SITE_00061","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007766","SITE_00066","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007767","SITE_01132","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007768","SITE_01106","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007769","SITE_01108","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007770","SITE_00158","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007771","SITE_00156","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007772","SITE_00164","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007773","SITE_01183","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007774","SITE_00071","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007775","SITE_00803","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007776","SITE_01205","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007777","SITE_01203","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007778","SITE_00813","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007779","SITE_00815","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007780","SITE_00802","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007781","SITE_00070","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007782","SITE_01168","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007783","SITE_01199","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007293","SITE_00899","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007294","SITE_00903","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007295","SITE_00906","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007296","SITE_00908","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007297","SITE_00909","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007298","SITE_00910","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007299","SITE_00911","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007300","SITE_00912","Kitchen Vent","Small Capacity Exhaust","Unknown"
"Mechanical_00007301","SITE_00915","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007302","SITE_00916","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007303","SITE_00917","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007304","SITE_00918","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007305","SITE_00919","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007306","SITE_00921","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007307","SITE_00922","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007308","SITE_00922","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007309","SITE_00927","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007310","SITE_00928","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007311","SITE_00929","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007312","SITE_00930","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007313","SITE_00932","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007314","SITE_00933","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007315","SITE_00936","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007316","SITE_00937","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007317","SITE_00940","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007318","SITE_00947","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007319","SITE_00948","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007320","SITE_00950","Kitchen Vent","Small Capacity Exhaust","Unknown"
"Mechanical_00007321","SITE_00951","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007987","SITE_01238","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007988","SITE_01295","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007989","SITE_01234","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007990","SITE_00620","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007991","SITE_00576","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007992","SITE_00570","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007993","SITE_00585","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007994","SITE_00561","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007995","SITE_00626","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007996","SITE_00616","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007997","SITE_00632","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007998","SITE_00588","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007999","SITE_00584","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008000","SITE_00583","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008001","SITE_01235","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008002","SITE_00581","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008003","SITE_01296","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008004","SITE_01233","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008005","SITE_01218","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008006","SITE_01220","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008007","SITE_01221","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008008","SITE_00562","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008009","SITE_00631","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008010","SITE_01231","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008011","SITE_00619","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008012","SITE_00627","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008013","SITE_00768","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008014","SITE_00651","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008015","SITE_00650","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008219","SITE_01861","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008220","SITE_01863","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00008221","SITE_01867","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008222","SITE_01341","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008223","SITE_01321","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008224","SITE_01222","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008225","SITE_01330","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008226","SITE_01335","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008227","SITE_01332","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008228","SITE_01304","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008229","SITE_01265","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008230","SITE_01302","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008231","SITE_01263","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008232","SITE_01342","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008233","SITE_01259","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008234","SITE_00608","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008235","SITE_01317","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008236","SITE_01313","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008237","SITE_01318","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008238","SITE_01309","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008239","SITE_01272","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008240","SITE_01347","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008241","SITE_01253","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008242","SITE_00607","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008243","SITE_00606","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008244","SITE_00605","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008245","SITE_00528","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008246","SITE_01237","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008247","SITE_00470","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007553","SITE_01897","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007554","SITE_01710","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007555","SITE_01711","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007556","SITE_01008","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007557","SITE_01617","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007558","SITE_00989","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007559","SITE_01057","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007560","SITE_00955","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007561","SITE_00955","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007562","SITE_01720","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007563","SITE_01927","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007564","SITE_01688","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007565","SITE_01918","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007566","SITE_01686","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007567","SITE_01916","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007568","SITE_01714","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007569","SITE_01745","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007570","SITE_01760","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007571","SITE_01768","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007572","SITE_01766","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007573","SITE_01758","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007574","SITE_01681","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007575","SITE_01752","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007576","SITE_01919","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007577","SITE_01065","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007578","SITE_01050","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007579","SITE_00931","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007580","SITE_01603","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007581","SITE_01604","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007322","SITE_00958","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007323","SITE_00959","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007324","SITE_00963","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007325","SITE_00965","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007326","SITE_00966","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007327","SITE_00968","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007328","SITE_00969","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007329","SITE_00970","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007330","SITE_00973","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007331","SITE_00975","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007332","SITE_00976","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007333","SITE_00979","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007334","SITE_00981","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007335","SITE_00990","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007336","SITE_00992","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007337","SITE_00993","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007338","SITE_00995","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007339","SITE_00996","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007340","SITE_00998","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007341","SITE_00999","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007342","SITE_01000","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007343","SITE_01001","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007344","SITE_01002","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007345","SITE_01004","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007346","SITE_01010","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007347","SITE_01011","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007348","SITE_01013","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007349","SITE_01024","Kitchen Vent","Small Capacity Exhaust","Unknown"
"Mechanical_00007350","SITE_01026","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007784","SITE_01200","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007785","SITE_01190","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007786","SITE_00811","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007787","SITE_00051","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007788","SITE_01169","Kitchen Vent","Unknown","Manual Switch"
"Mechanical_00007789","SITE_00166","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007790","SITE_01103","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007791","SITE_01115","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007792","SITE_01138","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007793","SITE_01146","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007794","SITE_01175","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007795","SITE_01769","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007796","SITE_01771","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007797","SITE_01772","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007798","SITE_01929","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007799","SITE_01946","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007800","SITE_01979","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007801","SITE_01982","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007802","SITE_01995","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007803","SITE_01999","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007804","SITE_02028","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007805","SITE_02032","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007806","SITE_02040","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007807","SITE_00805","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007808","SITE_01131","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007809","SITE_00002","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007810","SITE_00004","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007811","SITE_00009","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007812","SITE_00014","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008016","SITE_00691","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008017","SITE_00747","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008018","SITE_00659","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008019","SITE_00769","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008020","SITE_00709","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008021","SITE_00746","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00008022","SITE_00652","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008023","SITE_00671","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008024","SITE_00664","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008025","SITE_00735","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008026","SITE_00697","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008027","SITE_00660","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008028","SITE_00742","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008029","SITE_00648","Kitchen Vent","Recirculating Only","Variable Speed"
