"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","TV Screen Type","TV Screen Surface","TV Resolution","Primary","Size (Diagonal Inches)","Size (Diagonal Inches)_notes","Wattage","Wattage_notes","Set Top Box Present","Set Top Box Provider","Set Top Box Year","Set Top Box Year_notes","Set Top Box Size","Set Top Box Records","STB Wifi","TV Wifi","TV Qty of Streaming Devices","TV Qty of Streaming Devices_notes","TV Qty of External Media Devices","TV Qty of External Media Devices_notes","TV Auxiliary Devices Plugged into Single Strip","Notes","Room Name","Room Type"
"Appliance_00023022","SITE_00016","Room_00006549","Television","No",,"Unknown","Unknown","Vizio","Unknown","No","LED","Flat","FHD (1080P)","Primary",60.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Tv wall mounted, no access to nameplate or plug","Living Room_1","Living Room"
"Appliance_00023024","SITE_00017","Room_00006561","Television","No",,"Unknown","4872M0434X00049","Seiki","Se48fy25","Yes","LCD","Flat","FHD (1080P)","Primary",43.0000,,,"Could not meter","Yes","Comcast",2013,,"Full","Yes","No","No",1,,2,,"Unknown","Plug behind furniture, could not access","Living Room_1","Living Room"
"Appliance_00023025","SITE_00017","Room_00006567","Television","Yes",2009,,"N/A","Emerson","Ld195em8 2","No","LCD","Flat","FHD (1080P)","No",19.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Plug behind furniture, could not access","Bedroom_1","Bedroom"
"Appliance_00023026","SITE_00017","Room_00006568","Television","Yes",2006,,"N/A","Symphonic","Wf32l6","No","LCD","Flat","FHD (1080P)","No",32.0000,,,"Could not meter","Yes","Comcast",2013,,"Small","No","No","No",0,,1,,"No","Plug behind furniture, could not access","Bedroom_2","Bedroom"
"Appliance_00023027","SITE_00017","Room_00006570","Television","No",,"Unknown","R48750089","Sylvania","Lc370ss8","Yes","LCD","Flat","FHD (1080P)","Secondary",37.0000,,,"Could not meter","Yes","Comcast",2013,,"Small","No","No","No",0,,0,,"No","No access to plug, behind furniture","Bedroom_3","Bedroom"
"Appliance_00019044","SITE_00018","Room_00006572","Television","Yes",2012,,"N/A","Sanyo","dp39842","No","LCD","Flat","FHD (1080P)","Primary",44.0000,,,"Could not meter","Yes","Dish Network",2016,,"Full","Yes","Yes","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019045","SITE_00018","Room_00006574","Television","No",,"Unknown","LATKHJKN2801595","Vizio","E371vl","Yes","LCD","Flat","FHD (1080P)","Secondary",37.0000,,,"Could not meter","Yes","Dish Network",2014,,"Small","Yes","Yes","No",0,,0,,"Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00019046","SITE_00018","Room_00006577","Television","Yes",2010,,"N/A","Sanyo","Dp26649","Yes","LCD","Flat","High Definition (720P)","Tertiary",26.0000,,63.8000,,"Yes","Dish Network",2014,,"Small","Yes","Yes","No",0,,0,,"Yes","N/A","Office_1","Office"
"Appliance_00019047","SITE_00019","Room_00006584","Television","Yes",2005,,"N/A","Panasonic","Th-42pd50u","No","Plasma","Flat","Standard Definition","Secondary",42.0000,,,"Could not meter","Yes","Frontier",2014,,"Full","Yes","Yes","No",0,,1,,"Yes","Could not access power cord","Living Room_1","Living Room"
"Appliance_00019048","SITE_00019","Room_00006590","Television","No",,"Unknown","Unknown","Seiki","Unknown","Unknown","LCD","Flat","Standard Definition","Secondary",38.0000,,38.0000,,"Yes","Frontier",,"Unknown","Full","Yes","No","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00019049","SITE_00019","Room_00006591","Television","No",,"Unknown","Unknown","Dynex","Unknown","Unknown","LCD","Flat","Standard Definition","All used about the same",48.0000,,,"Could not meter","Yes","Frontier",,"Unknown","Full","Yes","No","No",0,,0,,"Unknown","Cant access","Bedroom_7","Bedroom"
"Appliance_00019050","SITE_00020","Room_00006597","Television","Yes",2008,,"N/A","Samsung","HP-T4254","Yes","Plasma","Flat","FHD (1080P)","Unknown",42.0000,,355.0000,,"Yes","Comcast",2016,,"Small","Yes","Yes","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00019051","SITE_00020","Room_00006600","Television","No",,"Unknown","LTYPMLEN3750889","Vizio","M3D550KD","Yes","LED","Flat","FHD (1080P)","Primary",55.0000,,,"Could not meter","Yes","Comcast",2016,,"Full","Yes","Yes","Yes",0,,1,,"No","No access to power","Living Room_1","Living Room"
"Appliance_00019052","SITE_00020","Room_00006603","Television","Yes",2016,,"N/A","Samsung","UN32J4000AF","Yes","LED","Flat","FHD (1080P)","Unknown",32.0000,,26.0000,,"Yes","Comcast",2016,,"Small","Yes","Yes","No",0,,0,,"No","N/A","Bedroom_3","Bedroom"
"Appliance_00020325","SITE_00023","Room_00006635","Television","No",,"Unknown","LTTXMSAN1002","Vizio","E191VA","No","LCD","Flat","High Definition (720P)","Secondary",19.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Faulty power","Bedroom_6","Bedroom"
"Appliance_00020335","SITE_00023","Room_00006639","Television","No",,"Unknown","LATKMBBN2905680","Vizio","M470sl","Yes","LED","Flat","High Definition (720P)","Primary",47.0000,,92.0000,,"Yes","Wave",2017,,"Small","No","Yes","Yes",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00020285","SITE_00024","Room_00006648","Television","No",,"Unknown","Z1N43CDZC01744L","Samsung","UN40C5000","No","LED","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Can't access plug","Living Room_3","Living Room"
"Appliance_00020327","SITE_00025","Room_00006656","Television","Yes",2013,,"N/A","Element","ELEFW401A","No","LCD","Flat","FHD (1080P)","Primary",40.0000,,55.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00020295","SITE_00026","Room_00006665","Television","Yes",2010,,"N/A","Toshiba","46g300u3","Yes","LCD","Flat","FHD (1080P)","Secondary",46.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Bedroom_6","Bedroom"
"Appliance_00020302","SITE_00026","Room_00006669","Television","No",,"Unknown","LAUKHLAL4626964","Vizio","E320vl","Yes","LCD","Flat","High Definition (720P)","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Unable to collect wattage","Bedroom_2","Bedroom"
"Appliance_00020303","SITE_00026","Room_00006671","Television","No",,"Unknown","611RMDZ1G066","LG","70uh6350-ub","Yes","LED","Flat","UHD (4080P)","Primary",70.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"Unknown","Unable to collect wattage","Living Room_1","Living Room"
"Appliance_00020301","SITE_00027","Room_00006677","Television","Yes",2012,,"N/A","Sanyo","Dp26640","Yes","LCD","Flat","High Definition (720P)","Primary",26.0000,,,"Could not meter","Yes","Comcast",2017,,"Full","No","Unknown","No",0,,0,,"Unknown","N/A","Living Room_1","Living Room"
"Appliance_00020297","SITE_00028","Room_00006685","Television","Yes",2010,,"N/A","Insignia","N8-42p650a11","No","Plasma","Flat","High Definition (720P)","Primary",42.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Yes","Do not have watt meter","Living Room_1","Living Room"
"Appliance_00020329","SITE_00029","Room_00006696","Television","Yes",2015,,"N/A","Emerson","LF501EM6F","Yes","LED","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Dish Network",,"Unknown","Full","Unknown","Unknown","No",0,,1,,"Yes","Inaccessible cables","Living Room_1","Living Room"
"Appliance_00020330","SITE_00029","Room_00006695","Television","Yes",2016,,"N/A","Samsung","Un24h4000bf","No","LED","Flat","High Definition (720P)","Secondary",24.0000,,20.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00020331","SITE_00029","Room_00006700","Television","No",,"Unknown","B53X425BRC1577","Sceptre","X425bvfhd8h2l0","No","LCD","Flat","High Definition (720P)","Primary",42.0000,,88.0000,,"Yes","Dish Network",,"Unknown","Full","Unknown","Unknown","No",0,,1,,"Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00020300","SITE_00030","Room_00006705","Television","No",,"Unknown","A1408120900000157","Proscan","Pled5529a-c","Yes","LED","Flat","FHD (1080P)","Primary",55.0000,,121.0000,,"Yes","Comcast",2017,,"Full","Yes","Yes","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00020298","SITE_00031","Room_00006713","Television","Yes",2013,,"N/A","LG","60la7400-ua","Yes","LED","Flat","FHD (1080P)","Primary",60.0000,,,"Could not meter","Yes","Comcast",2014,,"Small","No","Unknown","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00020299","SITE_00031","Room_00006718","Television","Yes",2015,,"N/A","TCL","32s3750","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Comcast",2014,,"Small","No","Unknown","Yes",0,,1,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00020318","SITE_00032","Room_00006731","Television","No",,"Unknown","112827706","Sharp","Lc-60le832u","No","LCD","Flat","FHD (1080P)","Primary",60.0000,,108.0000,,"Yes","Dish Network",2015,,"Full","Yes","Yes","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00020319","SITE_00032","Room_00006735","Television","No",,"Unknown","LAUAHJJM3300522","Vizio","E371vl","Yes","LCD","Flat","FHD (1080P)","Secondary",37.0000,,42.0000,,"Yes","Dish Network",2015,,"Small","Yes","Yes","No",0,,0,,"Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00020269","SITE_00034","Room_00006754","Television","No",,"Unknown","Unknown","TCL","32s305","Yes","LED","Flat","FHD (1080P)","Secondary",32.0000,,40.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","Power strip not accessible","Bedroom_2","Bedroom"
"Appliance_00020270","SITE_00034","Room_00006759","Television","No",,"Unknown","Unknown","TCL","28s305","Yes","LED","Flat","FHD (1080P)","Tertiary",32.0000,,40.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"No","N/A","Bedroom_3","Bedroom"
"Appliance_00020271","SITE_00034","Room_00006762","Television","No",,"Unknown","03MD3CXG901541L","Samsung","Un55ju6500fxza","No","LED","Flat","FHD (1080P)","Primary",60.0000,,39.0000,,"Yes","Directv",2015,,"Full","Yes","Yes","Yes",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00020333","SITE_00035","Room_00006774","Television","No",,"Unknown","6041Y92900611","White-Westinghouse","TW-60411-C026H","No","LCD","Flat","High Definition (720P)","Primary",26.0000,,65.0000,,"Yes","Dish Network",2016,,"Full","No","No","No",0,,0,,"Yes","N/A","Living Room_2","Living Room"
"Appliance_00020332","SITE_00036","Room_00006781","Television","No",,"Unknown","10K129905999","Dynex","DX-22LD150A11","No","LCD","Flat","High Definition (720P)","Secondary",22.0000,,97.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_7","Bedroom"
"Appliance_00020340","SITE_00036","Room_00006782","Television","Yes",2014,,"N/A","HiSense","40h5","Yes","LED LCD","Flat","FHD (1080P)","Primary",40.0000,,70.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00020283","SITE_00037","Room_00006785","Television","Yes",2015,,"N/A","Emerson","LF320EM4","No","LED","Flat","High Definition (720P)","Primary",32.0000,,26.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00023028","SITE_00038","Room_00006791","Television","No",,"Unknown","LTMWTQGS4558362","Vizio","D50u-D1","Unknown","LED","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Directv",2016,,"Full","No","Yes","Yes",1,,2,,"Yes","Plug for television behind entertainment center and not compete wattage testSmart TV with Apple TV, PlayStation 4, and wii attached","Living Room_1","Living Room"
"Appliance_00020320","SITE_00039","Room_00006811","Television","No",,"Unknown","Unknown","Samsung","Unknown","No","LCD","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Unknown","Nameplate covered by wall mount, no access to plug","Living Room_1","Living Room"
"Appliance_00023029","SITE_00040","Room_00006812","Television","No",,"Unknown","ALOT3CFQ714570J","Samsung","LN52A650A1FXZA","Unknown","LCD","Flat","FHD (1080P)","Primary",52.0000,,243.0000,,"Yes","Comcast",2015,,"Full","Yes","Yes","No",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00023030","SITE_00040","Room_00006815","Television","Yes",2008,,"N/A","Toshiba","42XV540U","Unknown","LCD","Flat","FHD (1080P)","Quarternary",42.0000,,,"Could not meter","Yes","Comcast",2015,,"Small","Yes","Yes","No",1,,0,,"Unknown","Power cord not accessible for wattage test. Between end of bed and entertainment center.Roku device used with this tv","Bedroom_1","Bedroom"
"Appliance_00023031","SITE_00040","Room_00006818","Television","Yes",2013,,"N/A","Samsung","Un40fh6030f","No","LCD","Flat","FHD (1080P)","No",40.0000,,66.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00020292","SITE_00041","Room_00006830","Television","No",,"Unknown","Unknown","Hitachi","Unknown","No","Tube (CRT and internal or rear projector)","Flat","High Definition (720P)","Primary",50.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018765","SITE_00042","Room_00006837","Television","No",,"Unknown","Unknown","Unknown","Unknown","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",15.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Old black and white tv. Not used but functional","Dining Room_2","Dining Room"
"Appliance_00018773","SITE_00042","Room_00006842","Television","Yes",2014,,"N/A","LG","42lb5600-uz","Yes","LCD","Flat","FHD (1080P)","Primary",42.0000,,38.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,2,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018749","SITE_00043","Room_00006845","Television","Yes",1999,,"N/A","JVC","AV-27D200","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",27.0000,,70.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018775","SITE_00044","Room_00006850","Television","Yes",2015,,"N/A","Samsung","UN40J5200AF","Yes","LED","Flat","High Definition (720P)","Primary",40.0000,,,"Could not meter","Yes","Comcast",2015,,"Small","No","No","Yes",0,,1,,"Yes","Could not access plug","Living Room_1","Living Room"
"Appliance_00018786","SITE_00045","Room_00006863","Television","Yes",2005,,"N/A","Philips","20PT6245/37","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",20.0000,,70.0000,,"Yes","Comcast",2016,,"Full","No","No","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018825","SITE_00046","Room_00006864","Television","Yes",2012,,"N/A","Toshiba","40e220u","Yes","LCD","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","Yes","Comcast",2015,,"Full","Yes","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018892","SITE_00047","Room_00006869","Television","Yes",2014,,"N/A","Sony","XBR-65X900A","Yes","LCD","Flat","UHD (4080P)","Secondary",65.0000,,192.0000,,"Yes","Comcast",2016,,"Full","Yes","Yes","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018893","SITE_00047","Room_00006876","Television","Yes",2008,,"N/A","Vizio","VS42L FHDTV10A","Yes","LCD","Flat","FHD (1080P)","Unknown",42.0000,,195.0000,,"Yes","Comcast",2016,,"Small","Yes","Unknown","No",0,,0,,"Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00018895","SITE_00047","Room_00006877","Television","No",,"Unknown","Unknown","Sony","Unknown","Yes","LCD","Flat","FHD (1080P)","No",48.0000,,157.0000,,"Yes","Comcast",2016,,"Full","Yes","Unknown","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018896","SITE_00047","Room_00006880","Television","Yes",2015,,"N/A","Samsung","UN32J4000AF","Yes","LED","Flat","High Definition (720P)","Primary",32.0000,,23.8000,,"Yes","Comcast",2016,,"Full","Yes","No","No",0,,0,,"No","N/A","Bedroom_7","Bedroom"
"Appliance_00018849","SITE_00049","Room_00006890","Television","No",,"Unknown","Unknown","Samsung","Unknown","No","LCD","Flat","Unknown","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018894","SITE_00050","Room_00006902","Television","Yes",2015,,"N/A","LG","49LF5500-UA","Yes","LED","Flat","FHD (1080P)","Primary",9.0000,,64.0000,,"Yes","Comcast",2016,,"Full","No","Unknown","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018954","SITE_00051","Room_00006914","Television","Yes",2012,,"N/A","Sony","Kdl-40bx450","Yes","LCD","Flat","FHD (1080P)","Primary",42.0000,,,"Could not meter","Yes","Xfinity",,"Unknown","Small","Unknown","Unknown","No",0,,0,,"Yes","Couldnt reach power strip","Bathroom_1","Bathroom"
"Appliance_00023032","SITE_00052","Room_00006931","Television","Yes",2011,,"N/A","Samsung","Pn51d450a2d","No","Plasma","Flat","FHD (1080P)","Primary",51.0000,,232.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018890","SITE_00053","Room_00006935","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","LED","Flat","FHD (1080P)","All used about the same",55.0000,,,"Could not meter","Yes","Comcast",2015,,"Full","Yes","Yes","Yes",2,,0,,"Unknown","Tv mounted to wall, cant access back at all","Bedroom_1","Bedroom"
"Appliance_00018771","SITE_00054","Room_00006951","Television","Yes",1990,,"N/A","Sony","Kv-19ts20","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",20.5000,,65.0000,,"Yes","Comcast",2013,,"Small","Yes","No","No",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018831","SITE_00055","Room_00006958","Television","Yes",2009,,"N/A","Samsung","Pn58b550t2fxza","Yes","Plasma","Flat","FHD (1080P)","Primary",58.0000,,390.0000,,"Yes","Directv",2010,,"Full","Yes","No","No",0,,2,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018818","SITE_00055","Room_00006953","Television","Yes",2015,,"N/A","Samsung","UN50J520DAFXZA","Yes","LED","Flat","FHD (1080P)","Secondary",50.0000,,120.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018816","SITE_00056","Room_00006963","Television","No",,"Unknown","Z7F73CXF104144K","Samsung","Un46fh6030fxza","Yes","LCD","Flat","FHD (1080P)","Secondary",46.0000,,35.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018817","SITE_00056","Room_00006964","Television","No",,"Unknown","Z7F73CXF104102H","Samsung","Un46fh6030fxza","Yes","LCD","Flat","FHD (1080P)","Primary",46.0000,,70.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018902","SITE_00057","Room_00006965","Television","Yes",2005,,"N/A","Toshiba","Mw14f51","No","Projector (Non-CRT)","None (Projector)","Standard Definition","Primary",14.0000,,48.4000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018888","SITE_00058","Room_00006973","Television","Yes",2010,,"N/A","LG","42PJ350","No","Plasma","Flat","High Definition (720P)","Primary",42.0000,,200.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",2,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00020282","SITE_00059","Room_00006978","Television","No",,"Unknown","Unknown","Samsung","Unknown","No","Unknown","Flat","FHD (1080P)","Primary",55.0000,,131.0000,,"Yes","Comcast",2015,,"Small","No","No","Yes",0,,2,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018820","SITE_00060","Room_00006997","Television","Yes",2010,,"N/A","LG","37le5300","Yes","LED","Flat","High Definition (720P)","Primary",32.0000,,70.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00018898","SITE_00061","Room_00007002","Television","No",,"Unknown","AQD83CLQA00645R","Samsung","LN40A630M1FXZA","No","LCD","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00018899","SITE_00061","Room_00007004","Television","No",,"Unknown","Unknown","LG","Unknown","No","LCD","Flat","High Definition (720P)","Primary",26.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","No access","Bedroom_2","Bedroom"
"Appliance_00018889","SITE_00062","Room_00007012","Television","Yes",2016,,"N/A","Intertek","40fs38000","Unknown","LCD","Flat","FHD (1080P)","Primary",40.0000,,42.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",2,,0,,"Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00020071","SITE_00064","Room_00007028","Television","No",,"Unknown","239LE32MY83AH031022","Insignia","32d201na14","Yes","LCD","Flat","FHD (1080P)","Primary",32.0000,,122.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018772","SITE_00065","Room_00007035","Television","Yes",2016,,"N/A","Sharp","Lc-32lb480u","No","LCD","Flat","High Definition (720P)","Primary",32.0000,,38.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018900","SITE_00067","Room_00007046","Television","No",,"Unknown","Unknown","Vizio","E70-C3","No","LED","Flat","FHD (1080P)","Primary",70.0000,,153.0000,,"Yes","Comcast",2015,,"Full","Yes","No","No",0,,1,,"Unknown","N/A","Living Room_1","Living Room"
"Appliance_00020288","SITE_00068","Room_00007058","Television","No",,"Unknown","5A24635762","Insignia","Ns-39l240a13","Yes","LCD","Flat","FHD (1080P)","Primary",39.0000,,125.0000,,"Yes","Comcast",2015,,"Full","Yes","No","No",1,,0,,"No","N/A","Kitchen_1","Kitchen"
"Appliance_00020289","SITE_00068","Room_00007061","Television","No",,"Unknown","Unknown","Magnavox","Unknown","Yes","LED","Flat","Unknown","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,1,,"Yes","Cannot access nameplate","Bedroom_1","Bedroom"
"Appliance_00018940","SITE_00070","Room_00007079","Television","No",,"Unknown","LATKMBBN4408352","Vizio","M470sl","Yes","LCD","Flat","FHD (1080P)","Primary",47.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"No","No access to plug","Family Room_1","Family Room"
"Appliance_00018941","SITE_00070","Room_00007083","Television","Yes",2015,,"N/A","Element","Eleft426","No","LED","Flat","FHD (1080P)","Primary",42.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","No access to plug","Family Room_2","Family Room"
"Appliance_00018922","SITE_00071","Room_00007088","Television","Yes",2007,,"N/A","Samsung","Lnt3253hx/xaa","Yes","LCD","Flat","FHD (1080P)","Secondary",32.0000,,162.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","N/A","Living Room_1","Living Room"
"Appliance_00018876","SITE_00072","Room_00007095","Television","No",,"Unknown","50441186","Toshiba","Tw56x81","No","Projector (Non-CRT)","Flat","High Definition (720P)","Secondary",55.0000,,194.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018877","SITE_00072","Room_00007095","Television","Yes",2015,,"N/A","Samsung","Un55h6203af","No","LCD","Flat","FHD (1080P)","Primary",55.0000,,125.0000,,"Yes","Comcast",2016,,"Full","No","No","Yes",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018752","SITE_00073","Room_00007108","Television","No",,"Unknown","Unknown","Panasonic","Unknown","Yes","Unknown","Flat","Unknown","Primary",41.0000,,330.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"No","Could not read nameplate not accessible","Family Room_1","Family Room"
"Appliance_00018753","SITE_00073","Room_00007112","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","Unknown","Flat","High Definition (720P)","Secondary",74.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,0,,"Unknown","Could not access plug or nameplate","Basement_1","Basement"
"Appliance_00020307","SITE_00074","Room_00007120","Television","No",,"Unknown","B32H3CAP602375L","Samsung","Txt2793hx/xaa","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",27.0000,,90.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018741","SITE_00075","Room_00007124","Television","No",,"Unknown","Unknown","RCA","Unknown","Unknown","Tube (CRT and internal or rear projector)","Flat","Unknown","Secondary",52.0000,,,"Could not meter","Yes","Comcast",2014,,"Full","No","No","No",0,,0,,"Yes","Could not access","Family Room_1","Family Room"
"Appliance_00018742","SITE_00075","Room_00007128","Television","No",,"Unknown","Unknown","Dynex","DX-LCDTV19","Yes","LCD","Flat","Standard Definition","Secondary",19.0000,,43.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018801","SITE_00075","Room_00007129","Television","Yes",2007,,"N/A","LG","29lc7d-lr","Yes","LCD","Flat","FHD (1080P)","Secondary",32.0000,,92.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","Access to rear of television limited, difficult to acquire better image of nameplate","Bedroom_6","Bedroom"
"Appliance_00018907","SITE_00076","Room_00007131","Television","Yes",2013,,"N/A","RCA","LED24C45RQ","Yes","LED","Flat","High Definition (720P)","Primary",24.0000,,30.0000,,"Yes","Comcast",2016,,"Small","Unknown","No","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018908","SITE_00076","Room_00007135","Television","No",2014,,"N/A","Element","ELEFW195","No","LCD","Flat","High Definition (720P)","Secondary",20.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Can't access plug","Bedroom_1","Bedroom"
"Appliance_00018667","SITE_00077","Room_00007147","Television","Yes",2015,,"N/A","Magnavox","40ME325V/F7","Yes","LED","Flat","FHD (1080P)","Primary",40.0000,,47.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
