"PK_Envelope_ID","CK_SiteID","Construction Type","Framing Type","Foundation Type","Total Building Levels","Building Level","Building Level_notes","Area","Area_notes","Average Height","Average Height_notes","Volume","Volume_notes"
"Envelope_00003471","SITE_00150","Frame","Wood","> 90% Conditioned Basement","1",2,,1016.0000,,8.1600,,8291.0000,
"Envelope_00002689","SITE_00151","Frame","Wood","> 90% Crawlspace","1",1,,900.0000,,7.5000,,6750.0000,
"Envelope_00003092","SITE_00152","Frame","Wood","> 90% Crawlspace","1.5",1,,914.0000,,8.0000,,7312.0000,
"Envelope_00003093","SITE_00152","Frame","Wood","> 90% Crawlspace","1.5",2,,560.0000,,6.3300,,3744.0000,
"Envelope_00002759","SITE_00153","Frame","Wood","> 90% Slab","2",1,,1858.0000,,7.0000,,13006.0000,
"Envelope_00002760","SITE_00153","Frame","Wood","> 90% Slab","2",2,,1878.0000,,8.1100,,14896.0000,
"Envelope_00002668","SITE_00154","Frame","Wood","> 90% Conditioned Basement","1.5",1,,806.0000,,7.5000,,6045.0000,
"Envelope_00002669","SITE_00154","Frame","Wood","> 90% Conditioned Basement","1.5",2,,806.0000,,7.5000,,6045.0000,
"Envelope_00002966","SITE_00155","Frame","Wood","> 90% Crawlspace","1",1,,1587.0000,,7.7500,,12299.0000,
"Envelope_00002699","SITE_00156","Frame","Wood","> 90% Crawlspace","2",1,,1575.0000,,7.8300,,12332.0000,
"Envelope_00002700","SITE_00156","Frame","Wood","> 90% Crawlspace","2",2,,255.0000,,6.0000,,1530.0000,
"Envelope_00002705","SITE_00158","Frame","Wood","> 90% Crawlspace","2",1,,860.0000,,10.0000,,8032.0000,
"Envelope_00002706","SITE_00158","Frame","Wood","> 90% Crawlspace","2",2,,1083.0000,,8.1700,,8927.0000,
"Envelope_00002683","SITE_00159","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1269.0000,,7.5000,,9518.0000,
"Envelope_00002684","SITE_00159","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1269.0000,,7.5000,,9518.0000,
"Envelope_00002731","SITE_00160","Frame","Wood","> 90% Unconditioned Basement","1.5",1,,1125.0000,,6.7500,,7594.0000,
"Envelope_00002732","SITE_00160","Frame","Wood","> 90% Unconditioned Basement","1.5",2,,1125.0000,,7.7500,,8719.0000,
"Envelope_00002726","SITE_00162","Frame","Wood","> 90% Crawlspace","1.5",1,,1579.0000,,8.6600,,13674.0000,
"Envelope_00002727","SITE_00162","Frame","Wood","> 90% Crawlspace","1.5",2,,1075.0000,,6.8000,,7310.0000,
"Envelope_00002743","SITE_00163","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1.5",1,,1320.0000,,6.4500,,9268.0000,
"Envelope_00002744","SITE_00163","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1.5",2,,1270.0000,,9.0000,,12000.0000,
"Envelope_00002701","SITE_00164","Frame","Wood","> 90% Conditioned Basement","1",1,,1370.0000,,7.6700,,10507.0000,
"Envelope_00002702","SITE_00164","Frame","Wood","> 90% Conditioned Basement","1",2,,1370.0000,,8.0400,,11161.0000,
"Envelope_00002989","SITE_00165","Solid masonry","Masonry","> 90% Slab","1",1,,1043.7000,,5.6600,,8239.0000,
"Envelope_00002729","SITE_00166","Frame","Wood","> 90% Conditioned Basement","2",1,,924.5000,,7.5000,,6934.0000,
"Envelope_00002730","SITE_00166","Frame","Wood","> 90% Conditioned Basement","2",2,,1388.0000,,8.2500,,11829.0000,
"Envelope_00002004","SITE_00167","Frame","Wood","> 90% Crawlspace","1",1,,602.8600,,7.6000,,4582.0000,
"Envelope_00002720","SITE_00168","Frame","Wood","Mixed Crawlspace and Slab","1",1,,350.0000,,7.0000,,2450.0000,
"Envelope_00002721","SITE_00168","Frame","Wood","Mixed Crawlspace and Slab","1",2,,999.0000,,8.0000,,7992.0000,
"Envelope_00002651","SITE_00169","Frame","Wood","> 90% Conditioned Basement","1.5",1,,815.6000,,7.0500,,5750.0000,
"Envelope_00002652","SITE_00169","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1237.5000,,8.0500,,10151.0000,
"Envelope_00002680","SITE_00170","Frame","Wood","> 90% Crawlspace","1",1,,1796.0000,,7.5000,,13470.0000,
"Envelope_00002741","SITE_00171","Frame","Wood","> 90% Conditioned Basement","1.5",1,,892.0000,,7.0000,,6244.0000,
"Envelope_00002742","SITE_00171","Frame","Wood","> 90% Conditioned Basement","1.5",2,,911.0000,,9.0000,,8199.0000,
"Envelope_00002678","SITE_00172","Frame","Wood","> 90% Crawlspace","1.5",1,,2313.0000,,11.1700,,26556.0000,
"Envelope_00002679","SITE_00172","Frame","Wood","> 90% Crawlspace","1.5",2,,450.0000,,7.0000,,3150.0000,
"Envelope_00002761","SITE_00173","Frame","Wood","> 90% Conditioned Basement","1.5",1,,676.3000,,7.0000,,4734.0000,
"Envelope_00002762","SITE_00173","Frame","Wood","> 90% Conditioned Basement","1.5",2,,982.3000,,7.5000,,7367.0000,
"Envelope_00002658","SITE_00174","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2.5",1,,595.0000,,7.7500,,4611.0000,
"Envelope_00002659","SITE_00174","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2.5",2,,1018.0000,,10.8000,,11564.0000,
"Envelope_00002660","SITE_00174","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2.5",3,,848.0000,,8.5000,,7208.0000,
"Envelope_00002646","SITE_00176","Frame","Wood","> 90% Conditioned Basement","1",1,,1556.0000,,7.1700,,11508.0000,
"Envelope_00002647","SITE_00176","Frame","Wood","> 90% Conditioned Basement","1",2,,1363.5000,,7.5000,,10227.0000,
"Envelope_00002766","SITE_00177","Frame","Wood","> 90% Crawlspace","1",1,,1348.0000,,7.5000,,10110.0000,
"Envelope_00003095","SITE_00178","Frame","Wood","> 90% Crawlspace","1",1,,1344.0000,,8.5000,,11424.0000,
"Envelope_00002459","SITE_00185","Frame","Wood","> 90% Crawlspace","2",1,,1228.0000,,12.0000,,12578.0000,
"Envelope_00002460","SITE_00185","Frame","Wood","> 90% Crawlspace","2",2,,1232.5000,,9.0000,,11093.0000,
"Envelope_00003422","SITE_00190","Unknown","Unknown","> 90% Unconditioned Basement","1",1,,1160.0000,,8.0000,,9280.0000,
"Envelope_00003423","SITE_00190","Unknown","Unknown","> 90% Unconditioned Basement","1",1,,1160.0000,,8.0000,,9280.0000,
"Envelope_00002461","SITE_00191","Frame","Wood","> 90% Crawlspace","1",1,,1230.0000,,8.1000,,10053.0000,
"Envelope_00003455","SITE_00193","Frame","Wood","> 90% Crawlspace","1",1,,728.0000,,7.4600,,5599.0000,
"Envelope_00003001","SITE_00196","Frame","Wood","> 90% Slab","1",1,,1060.0000,,8.0000,,8480.0000,
"Envelope_00003006","SITE_00198","Frame","Wood","> 90% Conditioned Basement","1",1,,1064.0000,,7.5000,,7980.0000,
"Envelope_00002999","SITE_00200","Frame","Wood","> 90% Conditioned Basement","1.5",1,,713.0000,,7.5000,,5347.5000,
"Envelope_00003000","SITE_00200","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1213.0000,,7.5000,,9098.0000,
"Envelope_00003218","SITE_00202","Frame","Wood","Mixed Crawlspace and Slab","1.5",1,,272.0000,,6.7000,,1822.0000,
"Envelope_00003219","SITE_00202","Frame","Wood","Mixed Crawlspace and Slab","1.5",2,,1315.0000,,7.0000,,9205.0000,
"Envelope_00003220","SITE_00202","Frame","Wood","Mixed Crawlspace and Slab","1.5",3,,272.0000,,7.0000,,1904.0000,
"Envelope_00011585","SITE_00204","Frame","Wood","> 90% Crawlspace","1",1,,,,,,,
"Envelope_00003661","SITE_00204","Frame","Wood","> 90% Crawlspace","1",1,,715.0000,,8.0000,,5720.0000,
"Envelope_00003055","SITE_00205","Frame","Wood","> 90% Slab","1",1,,852.0000,,8.0000,,6816.0000,
"Envelope_00003187","SITE_00211","Frame","Wood","> 90% Crawlspace","1",1,,516.0000,,8.0000,,4128.0000,
"Envelope_00003223","SITE_00216","Frame","Wood","> 90% Crawlspace","2",1,,576.0000,,9.3800,,4860.0000,
"Envelope_00003224","SITE_00216","Frame","Wood","> 90% Crawlspace","2",2,,576.0000,,9.3800,,4860.0000,
"Envelope_00003225","SITE_00216","Frame","Wood","> 90% Crawlspace","2",3,,288.0000,,3.7500,,1080.0000,
"Envelope_00003007","SITE_00218","Frame","Wood","> 90% Conditioned Basement","1",1,,2604.0000,,7.0800,,22134.0000,
"Envelope_00003008","SITE_00218","Frame","Wood","> 90% Conditioned Basement","1",2,,2748.0000,,9.5700,,25740.0000,
"Envelope_00003069","SITE_00219","Frame","Wood","> 90% Crawlspace","2",1,,2700.0000,,9.6500,,27448.0000,
"Envelope_00003070","SITE_00219","Frame","Wood","> 90% Crawlspace","2",2,,2440.0000,,8.0000,,19520.0000,
"Envelope_00003061","SITE_00220","Frame","Wood","Mixed Crawlspace and Slab","2",1,,2849.0000,,9.5600,,27035.0000,
"Envelope_00003062","SITE_00220","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1406.0000,,9.5800,,13662.0000,
"Envelope_00003058","SITE_00221","Frame","Wood","> 90% Crawlspace","1",1,,1064.0000,,8.2500,,8778.0000,
"Envelope_00003052","SITE_00222","Frame","Wood","> 90% Crawlspace","1",1,,845.0000,,7.7000,,6507.0000,
"Envelope_00003456","SITE_00223","Frame","Wood","> 90% Crawlspace","1",1,,1350.0000,,8.6500,,11678.0000,
"Envelope_00003458","SITE_00224","Frame","Wood","> 90% Crawlspace","1",1,,1298.0000,,8.5000,,11037.0000,
"Envelope_00003459","SITE_00225","Frame","Wood","> 90% Crawlspace","1",1,,1008.0000,,7.5000,,7560.0000,
"Envelope_00003185","SITE_00226","Frame","Wood","> 90% Conditioned Basement","1",1,,1291.5000,,7.5000,,9686.0000,
"Envelope_00003186","SITE_00226","Frame","Wood","> 90% Conditioned Basement","1",2,,1291.5000,,8.0000,,10332.0000,
"Envelope_00003194","SITE_00227","Frame","Wood","> 90% Crawlspace","2",1,,1822.0000,,8.0000,,14576.0000,
"Envelope_00003195","SITE_00227","Frame","Wood","> 90% Crawlspace","2",2,,625.0000,,9.5000,,5938.0000,
"Envelope_00003457","SITE_00228","Frame","Wood","> 90% Crawlspace","1",1,,1362.0000,,8.2900,,11588.0000,
"Envelope_00003454","SITE_00229","Frame","Wood","> 90% Conditioned Basement","2",3,,340.0000,,8.0000,,2720.0000,
"Envelope_00003653","SITE_00229","Frame","Wood","> 90% Conditioned Basement","1",1,,2000.0000,,9.0000,,18000.0000,
"Envelope_00003654","SITE_00229","Frame","Wood","> 90% Conditioned Basement","1",2,,2000.0000,,9.0000,,18000.0000,
"Envelope_00003157","SITE_00230","Frame","Wood","> 90% Slab","2",1,,1206.0000,,8.0000,,9648.0000,
"Envelope_00003158","SITE_00230","Frame","Wood","> 90% Slab","2",2,,1232.0000,,8.1400,,10080.0000,
"Envelope_00003174","SITE_00231","Frame","Wood","> 90% Slab","1",1,,1204.0000,,8.6900,,10325.0000,
"Envelope_00003176","SITE_00232","Frame","Wood","> 90% Crawlspace","1",1,,2204.0000,,8.7500,,19458.0000,
"Envelope_00002462","SITE_00233","Frame","Wood","> 90% Crawlspace","1",1,,1242.0000,,8.5000,,10557.0000,
"Envelope_00002463","SITE_00234","Frame","Wood","> 90% Crawlspace","1",1,,1125.0000,,9.0000,,10125.0000,
"Envelope_00002464","SITE_00235","Frame","Wood","> 90% Conditioned Basement","1",1,,1718.0000,,7.5000,,12885.0000,
"Envelope_00002465","SITE_00235","Frame","Wood","> 90% Conditioned Basement","1",2,,1490.0000,,9.7143,,13574.0000,
"Envelope_00002466","SITE_00236","Frame","Wood","> 90% Crawlspace","1",1,,1794.0000,,8.5000,,15249.0000,
"Envelope_00002467","SITE_00237","Frame","Wood","> 90% Crawlspace","1",1,,1058.3000,,8.0000,,8466.0000,
"Envelope_00002468","SITE_00238","Frame","Wood","> 90% Crawlspace","1",1,,1326.0000,,8.5000,,11271.0000,
"Envelope_00002469","SITE_00239","Frame","Wood","> 90% Crawlspace","1",1,,1618.8000,,7.7500,,12554.0000,
"Envelope_00002470","SITE_00240","Frame","Wood","> 90% Crawlspace","1",1,,1716.0000,,7.8000,,13512.0000,
"Envelope_00002471","SITE_00241","Frame","Wood","> 90% Crawlspace","1",1,,1650.0000,,8.0000,,13200.0000,
"Envelope_00002472","SITE_00242","Frame","Wood","> 90% Crawlspace","1",1,,1681.5000,,7.6667,,13425.0000,
"Envelope_00002473","SITE_00243","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1044.0000,,7.7500,,8091.0000,
"Envelope_00002474","SITE_00243","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1044.0000,,8.0000,,8352.0000,
"Envelope_00002475","SITE_00243","Frame","Wood","> 90% Conditioned Basement","1.5",3,,1044.0000,,9.2700,,9683.0000,
"Envelope_00002476","SITE_00244","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1927.5000,,7.7500,,15678.0000,
"Envelope_00002477","SITE_00245","Frame","Wood","> 90% Crawlspace","1",1,,1098.0000,,7.3600,,8433.0000,
"Envelope_00002478","SITE_00246","Frame","Wood","> 90% Crawlspace","1",1,,2126.0000,,8.3333,,17861.0000,
"Envelope_00002479","SITE_00247","Frame","Wood","> 90% Crawlspace","1",1,,2027.3000,,8.4000,,17029.0000,
"Envelope_00002480","SITE_00248","Frame","Wood","> 90% Crawlspace","1",1,,2280.0000,,8.5000,,19380.0000,
"Envelope_00002481","SITE_00249","Frame","Wood","> 90% Crawlspace","1",1,,1620.0000,,8.2500,,13365.0000,
"Envelope_00002482","SITE_00250","Frame","Wood","> 90% Crawlspace","1",1,,1080.0000,,10.8000,,11664.0000,
"Envelope_00002483","SITE_00251","Frame","Wood","> 90% Crawlspace","1",1,,1368.0000,,7.8000,,10670.0000,
"Envelope_00002484","SITE_00252","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.7000,,7115.0000,
"Envelope_00002485","SITE_00253","Frame","Wood","> 90% Crawlspace","1",1,,1320.0000,,10.0000,,13200.0000,
"Envelope_00002486","SITE_00254","Frame","Wood","> 90% Crawlspace","1",1,,915.3000,,7.2500,,6619.0000,
"Envelope_00002487","SITE_00255","Frame","Wood","> 90% Crawlspace","1",1,,1270.5000,,6.7333,,9581.0000,
"Envelope_00002488","SITE_00256","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1322.0000,,7.2500,,9830.0000,
"Envelope_00002489","SITE_00257","Frame","Wood","> 90% Crawlspace","1",1,,1836.2000,,7.8300,,14766.0000,
"Envelope_00002490","SITE_00258","Frame","Wood","> 90% Crawlspace","1",1,,1512.0000,,7.0000,,11172.0000,
"Envelope_00002491","SITE_00259","Frame","Wood","> 90% Crawlspace","1",1,,1966.3000,,8.0000,,15730.0000,
"Envelope_00002492","SITE_00260","Frame","Wood","> 90% Crawlspace","1",1,,1890.0000,,8.1250,,15863.0000,
"Envelope_00002493","SITE_00261","Frame","Wood","> 90% Crawlspace","1",1,,1836.0000,,9.5000,,17442.0000,
"Envelope_00002494","SITE_00262","Frame","Wood","> 90% Crawlspace","1",1,,1096.5000,,8.5000,,9320.0000,
"Envelope_00002495","SITE_00263","Frame","Concrete","> 90% Conditioned Basement","2",1,,1218.0000,,7.9500,,9634.0000,
"Envelope_00002496","SITE_00263","Frame","Concrete","> 90% Conditioned Basement","2",2,,1269.3000,,11.3743,,15957.0000,
"Envelope_00002497","SITE_00263","Frame","Concrete","> 90% Conditioned Basement","2",3,,822.0000,,8.0000,,6576.0000,
"Envelope_00002498","SITE_00264","Frame","Wood","> 90% Crawlspace","1",1,,1716.0000,,7.5000,,12870.0000,
"Envelope_00002499","SITE_00265","Frame","Wood","> 90% Crawlspace","1",2,,1775.5000,,7.6000,,13494.0000,
"Envelope_00002500","SITE_00266","Frame","Wood","> 90% Crawlspace","1",1,,1188.0000,,8.5000,,10098.0000,
"Envelope_00002501","SITE_00267","Frame","Wood","> 90% Crawlspace","1",2,,1417.5000,,9.0000,,12758.0000,
"Envelope_00002502","SITE_00268","Frame","Wood","> 90% Crawlspace","1",1,,1324.5000,,7.5000,,9934.0000,
"Envelope_00002503","SITE_00269","Frame","Wood","> 90% Crawlspace","1",1,,1310.8000,,10.0000,,13108.0000,
"Envelope_00002504","SITE_00270","Frame","Wood","> 90% Crawlspace","1",1,,1040.0000,,7.5000,,7800.0000,
"Envelope_00002505","SITE_00271","Frame","Wood","> 90% Crawlspace","1",1,,2226.8000,,7.2644,,17526.0000,
"Envelope_00002506","SITE_00272","Frame","Wood","> 90% Crawlspace","1",1,,669.3000,,8.0000,,5354.0000,
"Envelope_00002507","SITE_00273","Frame","Wood","> 90% Crawlspace","1",1,,784.0000,,7.4000,,5802.0000,
"Envelope_00002508","SITE_00274","Frame","Wood","> 90% Crawlspace","1",1,,1265.0000,,8.0000,,10120.0000,
"Envelope_00002509","SITE_00275","Frame","Wood","> 90% Crawlspace","1",1,,1809.0000,,8.0000,,14472.0000,
"Envelope_00002510","SITE_00276","Frame","Wood","> 90% Crawlspace","1",1,,1215.0000,,7.4500,,8918.0000,
"Envelope_00002511","SITE_00277","Frame","Wood","> 90% Crawlspace","1",1,,1512.5000,,7.5000,,12073.0000,
"Envelope_00003034","SITE_00295","Frame","Wood","> 90% Crawlspace","1",1,,1128.0000,,7.4000,,8347.0000,
"Envelope_00003036","SITE_00296","Frame","Wood","> 90% Crawlspace","1",1,,1144.0000,,8.5000,,9724.0000,
"Envelope_00003059","SITE_00297","Frame","Wood","> 90% Unconditioned Basement","1",1,,760.0000,,7.5000,,5700.0000,
"Envelope_00003060","SITE_00297","Frame","Wood","> 90% Unconditioned Basement","1",2,,760.0000,,8.0000,,6080.0000,
"Envelope_00003023","SITE_00298","Frame","Wood","> 90% Crawlspace","1.5",1,,2056.0000,,8.0000,,16448.0000,
"Envelope_00003040","SITE_00299","Frame","Wood","> 90% Crawlspace","1",1,,1335.0000,,8.4000,,11214.0000,
"Envelope_00003056","SITE_00300","Frame","Wood","> 90% Crawlspace","1",1,,1600.0000,,8.5000,,13600.0000,
"Envelope_00003063","SITE_00301","Frame","Wood","> 90% Crawlspace","1",1,,1612.0000,,8.5000,,13702.0000,
"Envelope_00002996","SITE_00302","Frame","Wood","> 90% Crawlspace","1",1,,1960.0000,,8.2500,,16170.0000,
"Envelope_00003163","SITE_00303","Frame","Wood","> 90% Crawlspace","1",1,,672.0000,,7.7500,,5208.0000,
"Envelope_00003227","SITE_00304","Frame","Wood","> 90% Crawlspace","1",1,,877.6000,,7.7500,,6851.0000,
"Envelope_00003228","SITE_00305","Frame","Wood","> 90% Crawlspace","1",1,,1092.0000,,7.7500,,8607.0000,
"Envelope_00003167","SITE_00306","Frame","Wood","> 90% Crawlspace","1",1,,1134.0000,,8.0200,,8980.0000,
"Envelope_00003160","SITE_00307","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.7400,,7121.0000,
"Envelope_00003436","SITE_00308","Frame","Wood","> 90% Crawlspace","1",1,,503.5000,,7.0000,,3525.0000,
"Envelope_00003161","SITE_00309","Frame","Wood","> 90% Crawlspace","1",1,,1352.0000,,7.9800,,11113.0000,
"Envelope_00003437","SITE_00310","Frame","Wood","> 90% Crawlspace","1",1,,400.0000,,7.5000,,3000.0000,
"Envelope_00003166","SITE_00311","Frame","Wood","> 90% Crawlspace","1",1,,1152.0000,,7.4400,,8571.0000,
"Envelope_00003177","SITE_00312","Frame","Wood","> 90% Crawlspace","1",1,,1664.0000,,8.3500,,13603.0000,
"Envelope_00003438","SITE_00313","Frame","Wood","> 90% Crawlspace","1",1,,1282.0000,,7.7500,,10277.0000,
"Envelope_00003169","SITE_00314","Frame","Wood","> 90% Crawlspace","1",1,,1225.0000,,7.3600,,9016.0000,
"Envelope_00003191","SITE_00315","Frame","Wood","> 90% Crawlspace","1",1,,780.0000,,7.0000,,5460.0000,
"Envelope_00003172","SITE_00316","Frame","Wood","> 90% Crawlspace","1",1,,938.0000,,7.4100,,6951.0000,
"Envelope_00003164","SITE_00317","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.3900,,6828.0000,
"Envelope_00003196","SITE_00318","Frame","Wood","> 90% Crawlspace","1",1,,627.0000,,7.4000,,4640.0000,
"Envelope_00003170","SITE_00319","Frame","Wood","> 90% Crawlspace","1",1,,938.0000,,7.4000,,6941.0000,
"Envelope_00003168","SITE_00320","Frame","Wood","> 90% Slab","1",1,,944.0000,,7.5900,,7080.0000,
"Envelope_00003173","SITE_00321","Frame","Wood","> 90% Crawlspace","1",1,,768.0000,,7.2900,,5599.0000,
"Envelope_00003460","SITE_00322","Frame","Wood","> 90% Crawlspace","1",1,,676.0000,,8.0000,,5408.0000,
"Envelope_00003179","SITE_00323","Frame","Wood","> 90% Crawlspace","1",1,,968.0000,,7.3300,,6918.0000,
"Envelope_00003229","SITE_00324","Frame","Wood","> 90% Crawlspace","1",1,,624.0000,,7.3800,,4512.0000,
"Envelope_00003178","SITE_00325","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.5000,,6930.0000,
"Envelope_00003162","SITE_00326","Frame","Wood","> 90% Crawlspace","1",1,,1000.0000,,7.3800,,7380.0000,
"Envelope_00003180","SITE_00327","Frame","Wood","> 90% Crawlspace","1",1,,1070.0000,,7.0000,,7692.0000,
"Envelope_00003230","SITE_00328","Frame","Wood","> 90% Crawlspace","1",1,,728.0000,,7.4000,,5387.0000,
"Envelope_00003231","SITE_00329","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.0000,,6468.0000,
"Envelope_00003165","SITE_00330","Frame","Wood","> 90% Crawlspace","1",1,,1485.0000,,8.4700,,12578.0000,
"Envelope_00002530","SITE_00331","Frame","Wood","> 90% Slab","2",1,,377.0000,,8.0000,,3016.0000,
"Envelope_00002531","SITE_00331","Frame","Wood","> 90% Slab","2",2,,920.0000,,7.3300,,6744.0000,
"Envelope_00002532","SITE_00332","Frame","Wood","> 90% Crawlspace","1",1,,1351.5000,,9.0000,,12164.0000,
"Envelope_00002533","SITE_00333","Frame","Wood","> 90% Crawlspace","2",1,,1915.3000,,10.2000,,19492.0000,
"Envelope_00002534","SITE_00333","Frame","Wood","> 90% Crawlspace","2",2,,950.0000,,9.0000,,8550.0000,
"Envelope_00002535","SITE_00334","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1871.5000,,8.5000,,16672.0000,
"Envelope_00002536","SITE_00335","Frame","Wood","> 90% Conditioned Basement","2.5",1,,902.0000,,7.5000,,6765.0000,
"Envelope_00002537","SITE_00335","Frame","Wood","> 90% Conditioned Basement","2.5",2,,1437.0000,,8.0000,,11496.0000,
"Envelope_00002538","SITE_00335","Frame","Wood","> 90% Conditioned Basement","2.5",3,,832.0000,,8.0000,,6656.0000,
"Envelope_00002539","SITE_00336","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1288.0000,,7.3000,,9402.0000,
"Envelope_00002540","SITE_00336","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1164.0000,,7.9400,,9073.0000,
"Envelope_00002541","SITE_00337","Frame","Wood","> 90% Crawlspace","1",1,,1794.1000,,8.2000,,14823.0000,
"Envelope_00002542","SITE_00338","Frame","Wood","> 90% Conditioned Basement","1",1,,1316.0000,,7.2800,,9580.0000,
"Envelope_00002543","SITE_00338","Frame","Wood","> 90% Conditioned Basement","1",2,,1316.0000,,7.9800,,10502.0000,
"Envelope_00002544","SITE_00339","Frame","Wood","Mixed Crawlspace and Slab","2",1,,1196.0000,,8.0000,,9308.0000,
"Envelope_00002545","SITE_00339","Frame","Wood","Mixed Crawlspace and Slab","2",2,,396.0000,,7.5000,,2970.0000,
"Envelope_00002546","SITE_00340","Frame","Wood","> 90% Crawlspace","1",1,,1568.0000,,8.2500,,12870.0000,
"Envelope_00002547","SITE_00341","Frame","Wood","Mixed Crawlspace and Slab","1",1,,2195.0000,,9.0000,,19755.0000,
"Envelope_00002548","SITE_00342","Frame","Concrete","> 90% Conditioned Basement","1",1,,961.0000,,6.6800,,6419.0000,
"Envelope_00002549","SITE_00342","Frame","Concrete","> 90% Conditioned Basement","1",2,,961.0000,,7.7600,,7457.0000,
"Envelope_00002550","SITE_00343","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",1,,299.0000,,8.0000,,2392.0000,
"Envelope_00002551","SITE_00343","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",2,,1156.0000,,9.5000,,10982.0000,
"Envelope_00002552","SITE_00344","Frame","Wood","Mixed Conditioned Basement and Slab","2.5",1,,979.0000,,7.5000,,7343.0000,
"Envelope_00002553","SITE_00344","Frame","Wood","Mixed Conditioned Basement and Slab","2.5",2,,2066.0000,,9.8750,,21423.0000,
"Envelope_00002554","SITE_00344","Frame","Wood","Mixed Conditioned Basement and Slab","2.5",3,,1147.0000,,10.0000,,11470.0000,
"Envelope_00002555","SITE_00345","Frame","Wood","Mixed Crawlspace and Slab","1",1,,2100.0000,,9.6250,,20156.0000,
"Envelope_00002556","SITE_00346","Frame","Wood","> 90% Slab","1",1,,1554.0000,,7.5000,,11655.0000,
"Envelope_00002557","SITE_00347","Frame","Wood","> 90% Crawlspace","1",1,,986.5000,,7.7267,,7458.0000,
"Envelope_00002558","SITE_00348","Frame","Wood","> 90% Crawlspace","1",1,,587.5000,,7.5000,,4406.0000,
"Envelope_00003640","SITE_00349","Frame","Wood","> 90% Conditioned Basement","1.5",1,,2037.3000,,7.7200,,15729.0000,
"Envelope_00003641","SITE_00349","Frame","Wood","> 90% Conditioned Basement","1.5",2,,540.0000,,12.0000,,6480.0000,
"Envelope_00002559","SITE_00350","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1336.0000,,7.5000,,10020.0000,
"Envelope_00002560","SITE_00350","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1336.0000,,8.0000,,10688.0000,
"Envelope_00002561","SITE_00351","Frame","Wood","> 90% Crawlspace","1",1,,2622.0000,,8.5000,,23208.0000,
"Envelope_00002562","SITE_00352","Solid masonry","Masonry","Mixed Crawlspace and Conditioned Basement","1",1,,737.6000,,7.2000,,5311.0000,
"Envelope_00002563","SITE_00352","Solid masonry","Masonry","Mixed Crawlspace and Conditioned Basement","1",2,,1288.6000,,8.0000,,10309.0000,
"Envelope_00003232","SITE_00353","Frame","Wood","Mixed Crawlspace and Slab","1",1,,2100.0000,,7.5000,,15750.0000,
"Envelope_00002564","SITE_00354","Frame","Wood","> 90% Crawlspace","1",1,,2400.7000,,9.4556,,22944.0000,
"Envelope_00002565","SITE_00355","Frame","Wood","> 90% Unconditioned Basement","1",1,,805.0000,,7.0000,,5635.0000,
"Envelope_00002566","SITE_00355","Frame","Wood","> 90% Unconditioned Basement","1",2,,805.0000,,8.0000,,6440.0000,
"Envelope_00002567","SITE_00356","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",1,,566.0000,,6.5000,,3679.0000,
"Envelope_00002568","SITE_00356","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",2,,1242.0000,,8.0000,,9936.0000,
"Envelope_00002569","SITE_00357","Frame","Wood","> 90% Crawlspace","1",1,,1387.0000,,7.5000,,10403.0000,
"Envelope_00002570","SITE_00358","Frame","Wood","> 90% Crawlspace","2",1,,1002.7000,,9.0000,,9024.0000,
"Envelope_00002571","SITE_00358","Frame","Wood","> 90% Crawlspace","2",2,,400.0000,,6.2000,,2480.0000,
"Envelope_00002572","SITE_00358","Frame","Wood","> 90% Crawlspace","2",2,,888.0000,,8.0000,,7104.0000,
"Envelope_00002573","SITE_00359","Frame","Wood","Mixed Crawlspace and Slab","2.5",1,,693.0000,,8.0000,,5544.0000,
"Envelope_00002574","SITE_00359","Frame","Wood","Mixed Crawlspace and Slab","2.5",2,,478.0000,,9.5000,,4541.0000,
