"PK_Envelope_ID","CK_SiteID","Construction Type","Framing Type","Foundation Type","Total Building Levels","Building Level","Building Level_notes","Area","Area_notes","Average Height","Average Height_notes","Volume","Volume_notes"
"Envelope_00011081","SITE_01073","Frame","Wood","> 90% Crawlspace","1.5",2,,546.0000,,7.0000,,3822.0000,
"Envelope_00011046","SITE_01074","Frame","Wood","> 90% Unconditioned Basement","2",,,1360.0000,,7.0000,,9520.0000,
"Envelope_00011047","SITE_01074","Frame","Wood","> 90% Unconditioned Basement","2",1,,1360.0000,,8.7500,,11900.0000,
"Envelope_00011048","SITE_01074","Frame","Wood","> 90% Unconditioned Basement","2",2,,693.6000,,7.2500,,5071.0000,
"Envelope_00011157","SITE_01075","Frame","Wood","> 90% Slab","2.5",1,,120.0000,,7.8000,,936.0000,
"Envelope_00011158","SITE_01075","Frame","Wood","> 90% Slab","2.5",2,,1430.0000,,9.0000,,12870.0000,
"Envelope_00011159","SITE_01075","Frame","Wood","> 90% Slab","2.5",3,,1367.0000,,8.5000,,11620.0000,
"Envelope_00011094","SITE_01076","Frame","Wood","> 90% Crawlspace","2",1,,550.0000,,9.0000,,4950.0000,
"Envelope_00011095","SITE_01076","Frame","Wood","> 90% Crawlspace","2",2,,600.0000,,8.2000,,4920.0000,
"Envelope_00011163","SITE_01077","Frame","Wood","> 90% Crawlspace","2",1,,814.0000,,8.0000,,6512.0000,
"Envelope_00011164","SITE_01077","Frame","Wood","> 90% Crawlspace","2",2,,1712.0000,,8.2100,,15102.0000,
"Envelope_00011098","SITE_01078","Frame","Wood","> 90% Crawlspace","2",1,,774.5000,,8.6000,,6660.7000,
"Envelope_00011099","SITE_01078","Frame","Wood","> 90% Crawlspace","2",2,,1340.5000,,8.0000,,10724.0000,
"Envelope_00011084","SITE_01079","Frame","Wood","> 90% Crawlspace","1",1,,1218.0000,,7.7500,,9720.0000,
"Envelope_00011044","SITE_01080","Frame","Wood","> 90% Crawlspace","1",1,,2280.0000,,8.0000,,18500.0000,
"Envelope_00011138","SITE_01081","Frame","Wood","Mixed Crawlspace and Slab","2",1,,1676.0000,,7.8500,,13574.0000,
"Envelope_00011139","SITE_01081","Frame","Wood","Mixed Crawlspace and Slab","2",2,,784.0000,,8.0000,,6272.0000,
"Envelope_00011093","SITE_01082","Frame","Wood","> 90% Slab","1",1,,1900.0000,,7.2500,,13642.0000,
"Envelope_00011155","SITE_01083","Frame","Wood","> 90% Slab","1.5",1,,1176.0000,,7.7000,,9055.0000,
"Envelope_00011156","SITE_01083","Frame","Wood","> 90% Slab","1.5",2,,1238.3000,,7.7000,,9536.0000,
"Envelope_00011082","SITE_01084","Frame","Wood","> 90% Crawlspace","1.5",1,,1348.0000,,9.0000,,13184.0000,
"Envelope_00011083","SITE_01084","Frame","Wood","> 90% Crawlspace","1.5",2,,770.0000,,8.0000,,6160.0000,
"Envelope_00011096","SITE_01085","Frame","Wood","> 90% Crawlspace","2",1,,980.5000,,8.5000,,8429.0000,
"Envelope_00011097","SITE_01085","Frame","Wood","> 90% Crawlspace","2",2,,743.0000,,8.5000,,6256.0000,
"Envelope_00011150","SITE_01086","Frame","Wood","Mixed Crawlspace and Slab","2",1,,898.0000,,9.6000,,7762.0000,
"Envelope_00011151","SITE_01086","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1107.0000,,8.5000,,9464.0000,
"Envelope_00011078","SITE_01087","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1.5",1,,790.0000,,8.0000,,6320.0000,
"Envelope_00011079","SITE_01087","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1.5",2,,1596.0000,,7.7500,,13044.0000,
"Envelope_00011165","SITE_01088","Frame","Wood","> 90% Slab","1",1,,1786.0000,,9.1700,,17522.0000,
"Envelope_00011160","SITE_01089","Frame","Wood","> 90% Conditioned Basement","2.5",1,,1076.0000,,7.5000,,8070.0000,
"Envelope_00011161","SITE_01089","Frame","Wood","> 90% Conditioned Basement","2.5",2,,1110.0000,,9.0800,,13797.0000,
"Envelope_00011162","SITE_01089","Frame","Wood","> 90% Conditioned Basement","2.5",3,,988.0000,,9.3000,,9142.0000,
"Envelope_00011087","SITE_01090","Frame","Wood","> 90% Crawlspace","2",1,,1393.0000,,9.6300,,13287.0000,
"Envelope_00011088","SITE_01090","Frame","Wood","> 90% Crawlspace","2",2,,932.0000,,7.7500,,7225.0000,
"Envelope_00011091","SITE_01091","Frame","Wood","Mixed Crawlspace and Slab","2",1,,1090.0000,,8.4300,,8825.0000,
"Envelope_00011092","SITE_01091","Frame","Wood","Mixed Crawlspace and Slab","2",2,,744.0000,,7.5000,,5580.0000,
"Envelope_00011152","SITE_01092","Frame","Wood","> 90% Crawlspace","1",1,,1941.5000,,9.0200,,16763.0000,
"Envelope_00011085","SITE_01093","Solid masonry","Wood","> 90% Conditioned Basement","1",1,,1066.0000,,6.5000,,6929.0000,
"Envelope_00011086","SITE_01093","Solid masonry","Wood","> 90% Conditioned Basement","1",2,,1554.0000,,7.5000,,11655.0000,
"Envelope_00011076","SITE_01094","Frame","Wood","> 90% Crawlspace","2",1,,1345.0000,,10.8100,,13270.0000,
"Envelope_00011077","SITE_01094","Frame","Wood","> 90% Crawlspace","2",2,,832.0000,,8.0000,,6656.0000,
"Envelope_00011042","SITE_01095","Frame","Wood","> 90% Conditioned Basement","1",1,,1377.0000,,7.5000,,10328.0000,
"Envelope_00011043","SITE_01095","Frame","Wood","> 90% Conditioned Basement","1",2,,1553.0000,,7.7000,,11958.0000,
"Envelope_00011100","SITE_01096","Frame","Wood","> 90% Crawlspace","1",1,,2158.0000,,9.4200,,20328.0000,
"Envelope_00011040","SITE_01097","Frame","Wood","> 90% Crawlspace","1",1,,1637.0000,,8.0000,,13096.0000,
"Envelope_00011049","SITE_01098","Frame","Wood","> 90% Crawlspace","1",1,,1205.2000,,7.8900,,9679.0000,
"Envelope_00011050","SITE_01099","Frame","Wood","> 90% Crawlspace","2",1,,686.0000,,11.0000,,6424.0000,
"Envelope_00011051","SITE_01099","Frame","Wood","> 90% Crawlspace","2",2,,982.0000,,8.1500,,8014.0000,
"Envelope_00011041","SITE_01100","Solid masonry","Masonry","> 90% Slab","1",1,,1332.0000,,7.3000,,9723.0000,
"Envelope_00011089","SITE_01101","Frame","Wood","> 90% Crawlspace","2",1,,1640.0000,,11.2500,,19218.0000,
"Envelope_00011090","SITE_01101","Frame","Wood","> 90% Crawlspace","2",2,,1370.0000,,8.0000,,10960.0000,
"Envelope_00011153","SITE_01102","Frame","Wood","> 90% Crawlspace","2",1,,792.0000,,9.0000,,7128.0000,
"Envelope_00011154","SITE_01102","Frame","Wood","> 90% Crawlspace","2",2,,960.0000,,8.0000,,7680.0000,
"Envelope_00011207","SITE_01137","Frame","Wood","> 90% Crawlspace","2",1,,832.0000,,8.6300,,7276.0000,
"Envelope_00011208","SITE_01137","Frame","Wood","> 90% Crawlspace","2",2,,764.0000,,8.1000,,6196.0000,
"Envelope_00011211","SITE_01151","Frame","Wood","> 90% Conditioned Basement","2.5",1,,874.0000,,7.5000,,6555.0000,
"Envelope_00011212","SITE_01151","Frame","Wood","> 90% Conditioned Basement","2.5",2,,729.0000,,8.0000,,5832.0000,
"Envelope_00011213","SITE_01151","Frame","Wood","> 90% Conditioned Basement","2.5",3,,713.0000,,7.0000,,4991.0000,
"Envelope_00011283","SITE_01152","Frame","Wood","> 90% Slab","3+",1,,254.0000,,7.7000,,1956.0000,
"Envelope_00011284","SITE_01152","Frame","Wood","> 90% Slab","3+",2,,544.0000,,8.0000,,4352.0000,
"Envelope_00011285","SITE_01152","Frame","Wood","> 90% Slab","3+",3,,560.0000,,9.1700,,5526.0000,
"Envelope_00011216","SITE_01162","Frame","Wood","> 90% Slab","2.5",1,,159.0000,,8.0000,,1272.0000,
"Envelope_00011217","SITE_01162","Frame","Wood","> 90% Slab","2.5",2,,550.0000,,7.6700,,4217.0000,
"Envelope_00011218","SITE_01162","Frame","Wood","> 90% Slab","2.5",3,,550.0000,,8.5000,,4675.0000,
"Envelope_00011263","SITE_01177","Solid masonry","Masonry","> 90% Slab","1",1,,600.0000,,7.5000,,4500.0000,
"Envelope_00011196","SITE_01180","Frame","Wood","> 90% Slab","2",1,,442.0000,,8.0000,,3536.0000,
"Envelope_00011197","SITE_01180","Frame","Wood","> 90% Slab","2",2,,872.0000,,8.0000,,6976.0000,
"Envelope_00011956","SITE_01192","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1662.0000,,7.3000,,12133.0000,
"Envelope_00011957","SITE_01192","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1778.0000,,7.8000,,13868.0000,
"Envelope_00011200","SITE_01193","Frame","Wood","> 90% Crawlspace","2",1,,0.0000,,0.0000,,0.0000,
"Envelope_00011201","SITE_01193","Frame","Wood","> 90% Crawlspace","2",2,,1468.0000,,11.2500,,16000.0000,
"Envelope_00011202","SITE_01193","Frame","Wood","> 90% Crawlspace","2",3,,984.0000,,9.0000,,8856.0000,
"Envelope_00011279","SITE_01194","Frame","Wood","> 90% Slab","2",1,,912.0000,,7.9000,,7205.0000,
"Envelope_00011280","SITE_01194","Frame","Wood","> 90% Slab","2",2,,912.0000,,7.7000,,7022.0000,
"Envelope_00011181","SITE_01195","Frame","Wood","Mixed Crawlspace and Slab","2",1,,,,,,,
"Envelope_00011182","SITE_01195","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1368.0000,,7.0000,,9864.0000,
"Envelope_00011183","SITE_01195","Frame","Wood","Mixed Crawlspace and Slab","2",3,,396.0000,,7.5000,,2970.0000,
"Envelope_00011322","SITE_01196","Frame","Wood","Mixed Crawlspace and Slab","2",1,,2158.0000,,8.1300,,17070.0000,
"Envelope_00011323","SITE_01196","Frame","Wood","Mixed Crawlspace and Slab","2",2,,816.0000,,9.7500,,7956.0000,
"Envelope_00011290","SITE_01197","Frame","Wood","> 90% Crawlspace","1.5",1,,1456.0000,,9.3800,,15608.0000,
"Envelope_00011291","SITE_01197","Frame","Wood","> 90% Crawlspace","1.5",2,,320.0000,,6.0000,,1920.0000,
"Envelope_00011253","SITE_01198","Frame","Wood","> 90% Conditioned Basement","2",1,,666.0000,,7.0000,,4662.0000,
"Envelope_00011254","SITE_01198","Frame","Wood","> 90% Conditioned Basement","2",2,,1008.0000,,8.0000,,8064.0000,
"Envelope_00011255","SITE_01198","Frame","Wood","> 90% Conditioned Basement","2",3,,490.0000,,7.0000,,3430.0000,
"Envelope_00011295","SITE_01199","Frame","Wood","> 90% Slab","1",1,,1152.0000,,7.5000,,8640.0000,
"Envelope_00011296","SITE_01200","Frame","Wood","> 90% Crawlspace","1",1,,1462.0000,,8.2500,,12225.0000,
"Envelope_00011281","SITE_01201","Frame","Wood","> 90% Crawlspace","1",1,,1008.0000,,9.0000,,9072.0000,
"Envelope_00011544","SITE_01202","Frame","Wood","Mixed Crawlspace and Slab","2",1,,1193.0000,,8.7000,,10379.0000,
"Envelope_00011545","SITE_01202","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1716.0000,,7.6700,,13698.0000,
"Envelope_00011304","SITE_01203","Frame","Wood","> 90% Crawlspace","1",1,,765.0000,,8.0000,,6120.0000,
"Envelope_00011277","SITE_01204","Frame","Wood","> 90% Crawlspace","2",2,,756.0000,,8.1500,,5947.0000,
"Envelope_00011276","SITE_01204","Frame","Wood","> 90% Crawlspace","2",1,,1140.0000,,8.0000,,9120.0000,
"Envelope_00011303","SITE_01205","Frame","Wood","> 90% Crawlspace","1",1,,3000.0000,,12.3800,,37200.0000,
"Envelope_00011236","SITE_01206","Frame","Wood","> 90% Crawlspace","2",1,,728.0000,,9.2500,,6552.0000,
"Envelope_00011237","SITE_01206","Frame","Wood","> 90% Crawlspace","2",2,,572.0000,,7.5000,,4290.0000,
"Envelope_00011172","SITE_01207","Frame","Wood","> 90% Crawlspace","1",1,,863.0000,,8.0000,,6904.0000,
"Envelope_00011517","SITE_01208","Frame","Wood","> 90% Slab","1.5",1,,928.0000,,8.0000,,7424.0000,
"Envelope_00011518","SITE_01208","Frame","Wood","> 90% Slab","1.5",2,,1218.0000,,8.5000,,10411.0000,
"Envelope_00011745","SITE_01209","Frame","Wood","Mixed Crawlspace and Slab","2",1,,1544.0000,,9.3300,,13924.0000,
"Envelope_00011746","SITE_01209","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1165.0000,,8.0000,,9320.0000,
"Envelope_00011203","SITE_01210","Frame","Wood","> 90% Slab","3+",1,,84.0000,,8.0000,,672.0000,
"Envelope_00011204","SITE_01210","Frame","Wood","> 90% Slab","3+",2,,604.0000,,9.0000,,5436.0000,
"Envelope_00011205","SITE_01210","Frame","Wood","> 90% Slab","3+",3,,608.8000,,8.4100,,5064.0000,
"Envelope_00011246","SITE_01211","Frame","Wood","Mixed Crawlspace and Slab","2",1,,649.3000,,7.5000,,4870.0000,
"Envelope_00011247","SITE_01211","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1284.3000,,8.5000,,10917.0000,
"Envelope_00011248","SITE_01211","Frame","Wood","Mixed Crawlspace and Slab","2",3,,993.8000,,8.0000,,7950.0000,
"Envelope_00011223","SITE_01212","Frame","Wood","> 90% Conditioned Basement","2",1,,600.0000,,7.3700,,4422.0000,
"Envelope_00011224","SITE_01212","Frame","Wood","> 90% Conditioned Basement","2",2,,680.0000,,7.4400,,5059.0000,
"Envelope_00011225","SITE_01212","Frame","Wood","> 90% Conditioned Basement","2",3,,820.0000,,8.3800,,6868.0000,
"Envelope_00011226","SITE_01212","Frame","Wood","> 90% Conditioned Basement","2",4,,680.0000,,8.7900,,5974.0000,
"Envelope_00011269","SITE_01213","Frame","Wood","> 90% Crawlspace","1",1,,1641.0000,,9.0000,,14697.0000,
"Envelope_00011244","SITE_01214","Frame","Wood","> 90% Conditioned Basement","1",1,,944.5000,,6.7500,,6375.0000,
"Envelope_00011245","SITE_01214","Frame","Wood","> 90% Conditioned Basement","1",2,,944.5000,,7.5000,,7084.0000,
"Envelope_00011219","SITE_01215","Frame","Wood","> 90% Slab","2",1,,700.0000,,8.0000,,5600.0000,
"Envelope_00011220","SITE_01215","Frame","Wood","> 90% Slab","2",2,,1330.0000,,7.9000,,10693.0000,
"Envelope_00011242","SITE_01216","Frame","Wood","> 90% Crawlspace","2",1,,1076.5000,,9.0000,,9689.0000,
"Envelope_00011243","SITE_01216","Frame","Wood","> 90% Crawlspace","2",2,,1336.5000,,8.0000,,10692.0000,
"Envelope_00011543","SITE_01217","Frame","Wood","> 90% Crawlspace","1",1,,1688.0000,,7.2500,,13273.0000,
"Envelope_00011363","SITE_01218","Frame","Wood","> 90% Crawlspace","1",1,,1620.0000,,7.7000,,13017.0000,
"Envelope_00011362","SITE_01219","Frame","Wood","> 90% Crawlspace","1",1,,1908.0000,,7.8400,,15675.0000,
"Envelope_00011364","SITE_01220","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.2400,,6786.0000,
"Envelope_00011360","SITE_01221","Frame","Wood","> 90% Crawlspace","1",1,,880.0000,,8.5000,,7480.0000,
"Envelope_00011631","SITE_01222","Frame","Wood","> 90% Crawlspace","1",1,,1064.0000,,8.0000,,8512.0000,
"Envelope_00011699","SITE_01223","Frame","Wood","> 90% Crawlspace","1",1,,1566.0000,,8.6900,,13609.0000,
"Envelope_00011703","SITE_01224","Frame","Wood","> 90% Crawlspace","1",1,,2419.0000,,10.5000,,24309.0000,
"Envelope_00011591","SITE_01225","Frame","Wood","> 90% Crawlspace","1",1,,845.0000,,7.7000,,6507.0000,
"Envelope_00011588","SITE_01226","Frame","Wood","> 90% Crawlspace","1",1,,,,,,,
"Envelope_00011589","SITE_01226","Frame","Wood","> 90% Crawlspace","1",2,,1836.0000,,7.4000,,13586.0000,
"Envelope_00011673","SITE_01227","Frame","Wood","> 90% Crawlspace","1",1,,824.0000,,7.5000,,5960.0000,
"Envelope_00011628","SITE_01228","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.5000,,6930.0000,
"Envelope_00011634","SITE_01229","Frame","Wood","> 90% Crawlspace","1",1,,1296.0000,,7.8800,,10206.0000,
"Envelope_00011345","SITE_01238","Frame","Wood","> 90% Slab","1",1,,984.0000,,7.7400,,7617.0000,
"Envelope_00002792","SITE_01240","Frame","Wood","> 90% Slab","1",1,,270.0000,,6.7700,,1828.0000,
"Envelope_00011592","SITE_01244","Frame","Wood","> 90% Crawlspace","1",1,,1296.0000,,7.6000,,9850.0000,
"Envelope_00003144","SITE_01247","Frame","Wood","> 90% Slab","1",1,,964.0000,,8.0000,,7712.0000,
"Envelope_00011749","SITE_01254","Frame","Wood","> 90% Crawlspace","1",1,,969.0000,,7.4000,,7170.0000,
"Envelope_00011667","SITE_01259","Frame","Wood","> 90% Crawlspace","1",1,,702.0000,,8.0000,,5616.0000,
"Envelope_00011672","SITE_01272","Frame","Wood","> 90% Crawlspace","1",1,,1370.0000,,7.6000,,10412.0000,
"Envelope_00011700","SITE_01278","Frame","Wood","> 90% Crawlspace","1",1,,1472.0000,,7.3300,,11040.0000,
"Envelope_00011693","SITE_01289","Frame","Wood","> 90% Crawlspace","1",1,,556.0000,,7.7500,,4309.0000,
"Envelope_00011674","SITE_01293","Frame","Wood","> 90% Conditioned Basement","1",1,,1320.0000,,7.9000,,10428.0000,
"Envelope_00011675","SITE_01293","Frame","Wood","> 90% Conditioned Basement","1",2,,1379.0000,,8.5500,,12077.0000,
"Envelope_00011676","SITE_01294","Frame","Wood","> 90% Crawlspace","1",1,,1295.0000,,8.8200,,12228.0000,
"Envelope_00011346","SITE_01295","Frame","Wood","> 90% Crawlspace","1",1,,1332.0000,,8.4400,,10868.0000,
"Envelope_00011359","SITE_01296","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1884.0000,,7.9300,,14860.0000,
"Envelope_00011761","SITE_01297","Frame","Wood","> 90% Crawlspace","1",1,,1599.0000,,7.5000,,11993.0000,
"Envelope_00011660","SITE_01298","Frame","Wood","> 90% Slab","1",1,,1510.0000,,8.3100,,14380.0000,
"Envelope_00011680","SITE_01299","Frame","Wood","Other","2",1,,,,,,,
"Envelope_00011681","SITE_01299","Frame","Wood","Other","2",2,,768.0000,,8.1500,,6572.0000,
"Envelope_00011645","SITE_01300","Frame","Wood","Mixed Crawlspace and Slab","2",1,,715.0000,,9.0000,,6435.0000,
"Envelope_00011646","SITE_01300","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1067.0000,,8.0000,,8536.0000,
"Envelope_00011696","SITE_01301","Frame","Wood","> 90% Crawlspace","2",1,,792.0000,,8.7500,,6930.0000,
"Envelope_00011697","SITE_01301","Frame","Wood","> 90% Crawlspace","2",2,,504.0000,,8.2500,,4158.0000,
"Envelope_00011616","SITE_01302","Frame","Wood","> 90% Crawlspace","1",1,,846.0000,,7.5600,,6396.0000,
"Envelope_00011967","SITE_01303","Frame","Wood","> 90% Crawlspace","1",1,,1326.0000,,8.0800,,10714.0000,
"Envelope_00011637","SITE_01304","Frame","Wood","> 90% Crawlspace","1",1,,796.0000,,7.5000,,5970.0000,
"Envelope_00011762","SITE_01305","Frame","Wood","> 90% Crawlspace","2",1,,1463.0000,,7.5000,,10973.0000,
"Envelope_00011763","SITE_01305","Frame","Wood","> 90% Crawlspace","2",2,,580.0000,,5.5000,,3190.0000,
"Envelope_00011638","SITE_01306","Frame","Wood","> 90% Crawlspace","2",1,,942.0000,,8.9300,,8289.0000,
"Envelope_00011639","SITE_01306","Frame","Wood","> 90% Crawlspace","2",2,,898.0000,,8.9100,,8335.0000,
"Envelope_00011623","SITE_01307","Frame","Wood","> 90% Slab","2",1,,820.0000,,7.7500,,6355.0000,
"Envelope_00011624","SITE_01307","Frame","Wood","> 90% Slab","2",2,,960.0000,,7.7500,,7440.0000,
"Envelope_00011653","SITE_01308","Frame","Wood","> 90% Crawlspace","2",1,,854.0000,,8.0000,,6471.0000,
"Envelope_00011654","SITE_01308","Frame","Wood","> 90% Crawlspace","2",2,,352.0000,,8.5000,,2952.0000,
"Envelope_00011655","SITE_01308","Frame","Wood","> 90% Crawlspace","2",3,,714.0000,,8.7500,,6289.0000,
"Envelope_00011657","SITE_01309","Frame","Wood","> 90% Crawlspace","2",1,,2148.0000,,8.2000,,18104.0000,
"Envelope_00011658","SITE_01309","Frame","Wood","> 90% Crawlspace","2",2,,220.0000,,7.0000,,1540.0000,
"Envelope_00011599","SITE_01310","Frame","Wood","Mixed Crawlspace and Slab","2",1,,732.0000,,7.0000,,5124.0000,
"Envelope_00011600","SITE_01310",,"Wood","Mixed Crawlspace and Slab","2",2,,295.0000,,6.8700,,2079.0000,
"Envelope_00011640","SITE_01311","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1600.0000,,8.0000,,12800.0000,
"Envelope_00011641","SITE_01311","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1614.0000,,10.4400,,17832.0000,
"Envelope_00011643","SITE_01312","Frame","Wood","> 90% Crawlspace","1",1,,1052.0000,,7.5000,,7890.0000,
"Envelope_00011644","SITE_01312","Frame","Wood","> 90% Crawlspace","1",2,,1457.0000,,8.6300,,12184.0000,
"Envelope_00011670","SITE_01313","Frame","Wood","> 90% Crawlspace","1",1,,1194.0000,,8.1000,,9236.0000,
"Envelope_00011593","SITE_01314","Frame","Wood","> 90% Crawlspace","2",1,,1216.0000,,8.9500,,10883.0000,
"Envelope_00011594","SITE_01314","Frame","Wood","> 90% Crawlspace","2",2,,1389.0000,,6.7000,,9845.0000,
"Envelope_00011595","SITE_01314","Frame","Wood","> 90% Crawlspace","2",3,,140.4000,,5.0000,,703.0000,
"Envelope_00011966","SITE_01315","Frame","Wood","> 90% Crawlspace","1",1,,812.0000,,7.9000,,6414.0000,
"Envelope_00011626","SITE_01316","Frame","Wood","> 90% Slab","2",1,,824.0000,,8.2500,,6660.0000,
"Envelope_00011627","SITE_01316","Frame","Wood","> 90% Slab","2",2,,1175.5000,,10.2500,,12060.0000,
"Envelope_00011650","SITE_01317","Frame","Wood","> 90% Slab","1",1,,3110.0000,,8.1400,,25440.0000,
"Envelope_00011671","SITE_01318","Frame","Wood","> 90% Crawlspace","1",1,,1286.5000,,,,11138.0000,
"Envelope_00011633","SITE_01319","Frame","Wood","> 90% Crawlspace","1",1,,1894.0000,,7.8000,,14773.0000,
"Envelope_00011702","SITE_01320","Frame","Wood","> 90% Crawlspace","1",1,,1740.0000,,8.4500,,14924.0000,
"Envelope_00011622","SITE_01321","Frame","Wood","> 90% Crawlspace","1",1,,1674.0000,,8.2500,,14144.0000,
"Envelope_00011661","SITE_01322","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",1,,1332.0000,,8.2500,,11883.0000,
"Envelope_00011662","SITE_01322","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",2,,550.0000,,7.7500,,4263.0000,
"Envelope_00011590","SITE_01323","Frame","Wood","Other","1",1,,1000.5000,,8.5800,,8584.0000,
"Envelope_00011692","SITE_01324","Frame","Wood","> 90% Crawlspace","1",1,,1320.0000,,8.0000,,10560.0000,
"Envelope_00011678","SITE_01325","Frame","Wood","> 90% Crawlspace","2",1,,1166.0000,,8.9000,,10377.0000,
"Envelope_00011679","SITE_01325","Frame","Wood","> 90% Crawlspace","2",2,,397.7000,,7.3500,,3055.0000,
"Envelope_00011609","SITE_01326","Frame","Masonry","> 90% Unconditioned Basement","3+",1,,986.0000,,7.6000,,7493.0000,
"Envelope_00011610","SITE_01326","Frame","Wood","> 90% Unconditioned Basement","3+",1,,1094.0000,,7.6000,,9553.0000,
