"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_Notes","Primary Heating System","Zones Served","Heating Fuel","High Input Heating Capacity (kW)","High Input Heating Capacity (Btuh)","High Input Heating Capacity_notes","High Output Heating Capacity","High Output Heating Capacity_notes","High Heating Capacity Units","High Heating Capacity Type","High Heating Efficiency","High Heating Efficiency_notes","Low Input Heating Capacity","Low Input Heating Capacity_notes","Low Output Heating Capacity","Low Output Heating Capacity_notes","Low Heating Capacity Units","Low Heating Efficiency","Low Heating Efficiency_notes","COP","COP_notes","COP Type","HSPF","HSPF_notes","HSPF Type","Energy Star Label Present?","Seasonal / Portable Equipment","Equipment Use","Frequency of Use","Dehumidifer or Economizer Part of System","Control Type","Heat Pump Compressor Works in Heating Mode","System on same Tstat as Heat Pump","System is Backup for Heatpump","Length (feet)","Length (feet)_notes","Ignition Type","Fuel Valve Type","Fan Type","Filter Type","Venting Type","Distribution Type","Water or Ground Loop","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Seasonal Shutdown","Seasonal availability based on time of day","Serves Common Areas","Serves Residences","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Heating Capacity @47 2","DMSHP Heating Capacity @47 2_notes","DMSHP Heating Capacity @47 2 Type","DMSHP HSPF 2","DMSHP HSPF 2_notes","DMSHP HSPF 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP Heating Capacity @47 3","DMSHP Heating Capacity @47 3_notes","DMSHP Heating Capacity @47 3 Type","DMSHP HSPF 3","DMSHP HSPF 3_notes","DMSHP HSPF 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP Heating Capacity @47 4","DMSHP Heating Capacity @47 4_notes","DMSHP Heating Capacity @47 4 Type","DMSHP HSPF 4","DMSHP HSPF 4_notes","DMSHP HSPF 4 Type","Equipment Notes"
"Mechanical_00006384","SITE_00980","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",0.8000,,,"Unknown",,"Unknown","Btuh",0.80000,,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Dual Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Luxaire","G8d10012uhb11b","No",2001,,"S EAKM001845","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","No input or output listed"
"Mechanical_00006385","SITE_00981","Furnace","N/A",,"N/A","Yes","1St Floor","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Dehumidifier","Smart/Wi-Fi Thermostat","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","Unknown","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Tempstar","Chpf1824a6cb","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Size not seen."
"Mechanical_00006386","SITE_00982","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,100000.0000,,80100.0000,,"Btuh","Unknown",0.8010,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Lennox","G24m3/4-100a-6","No",1997,,"6397E 13049","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Humidifier incorporated"
"Mechanical_00006387","SITE_00984","Furnace","N/A",,"N/A","No","Whole Home","Electric",16.9200,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","3400-818","No",2007,,"078376267","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006388","SITE_00985","Furnace","N/A",,"N/A","Yes","Whole Home","Propane",,100000.0000,,93000.0000,,"Btuh","Unknown",0.9300,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Unknown","Condensing, Sealed Combustion","N/A","N/A","Furnace","Lennox","G32q3/4-100-2","Yes",1999,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Cleanable filter"
"Mechanical_00006389","SITE_00986","Furnace","N/A",,"N/A","Yes","Other","Natural Gas",,38400.0000,,30730.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Control Panel","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Unknown","Induced Draft","N/A","N/A","Furnace","Rinnai","Ees38n","No",2012,,"DC. AB-000728","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006390","SITE_00987","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",16.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Evcon","EB17A","No",1994,,"940184791","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006391","SITE_00988","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,88000.0000,,85000.0000,,"Btuh","Unknown",0.9659,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Electrostatic air filter","Condensing, Sealed Combustion","N/A","N/A","Furnace","Lennox","SLP98UH090V48C-02","No",2011,,"5911G01877","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006392","SITE_00988","Furnace","N/A",,"N/A","No","Whole Home","Natural Gas",,44000.0000,,41000.0000,,"Btuh","Unknown",0.9318,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Electrostatic air filter","Condensing, Sealed Combustion","N/A","N/A","Furnace","Lennox","ML195UH045XP24B-01","No",2011,,"5911J10187","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006393","SITE_00990","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,110000.0000,,89000.0000,,"Btuh","Unknown",0.8091,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Carrier","58pav111-16120","Yes",1997,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006394","SITE_00992","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,,"Unknown","Btuh","N/A",0.9300,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","None","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Condensing, Sealed Combustion","N/A","N/A","Furnace","Lennox","G14Q3-80-19","No",1990,,"5890A12852","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","There is a humidifier attached"
"Mechanical_00006395","SITE_00993","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,64000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","PSC","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Heil","HUGC080AD01","No",,"Unknown","4945-94800","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006396","SITE_00994","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,60000.0000,,56000.0000,,"Btuh","Unknown",0.9333,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Condensing, Sealed Combustion","N/A","N/A","Furnace","Carrier","59sc2b060s17--16","Yes",2014,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006397","SITE_00996","Furnace","N/A",,"N/A","Yes","Whole Home","Propane",,80000.0000,,74000.0000,,"Btuh","Unknown",0.9250,,32000,,30000,,"Btuh",0.93750,,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Modulating","ECM","Disposable thick pleated","Condensing, Sealed Combustion","N/A","N/A","Furnace","Bryant","355CAV060080","Yes",2008,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","She does not program thermostat"
"Mechanical_00006398","SITE_00997","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,88000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Electronic air cleaner","Induced Draft","N/A","N/A","Furnace","Lennox","G50uh-36b-090-05","No",2003,,"5803H 11456","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006399","SITE_00998","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,72000.0000,,"Btuh","Unknown",0.9000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Electrostatic air filter","Condensing","N/A","N/A","Furnace","Trane","TDX2B080A9422AA","No",2006,,"6451WW37G","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006400","SITE_01000","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,70000.0000,,57000.0000,,"Btuh","Unknown",0.8143,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Unknown","Induced Draft","N/A","N/A","Furnace","Intertherm","M1MB070ABW","No",2010,,"M1A101102059","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006401","SITE_01002","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,46000.0000,,37000.0000,,"Btuh","Unknown",0.8043,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Bryant","373LAC024050","No",1996,,"3296A15050","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006402","SITE_01009","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,64000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","Unknown","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Coleman","7680a","No",,"Unknown","67565402","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006403","SITE_01010","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,75000.0000,,68250.0000,,"Btuh","Unknown",0.9100,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Dehumidifier","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thick pleated","Condensing","N/A","N/A","Furnace","Armstrong","G1d91bt075d12b-2a","No",2007,,"1607C04275","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006404","SITE_01013","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,60000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Disposable thick pleated","Condensing, Sealed Combustion","N/A","N/A","Furnace","Carrier","58dhx060-12","Yes",2010,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006405","SITE_01016","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,92000.0000,,88400.0000,,"Btuh","Unknown",0.9609,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Disposable thin","Condensing","N/A","N/A","Furnace","Goodman","GMH950904CXAG","No",2013,,"1312049300","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006406","SITE_01018","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,100000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Disposable thin","Induced Draft","N/A","N/A","Furnace","Trane","Tud100c948h1","No",1996,,"L115YLA1G","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006407","SITE_01020","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Unknown","PSC","Disposable thin","Condensing, Sealed Combustion","N/A","N/A","Furnace","York","Gy9s080b12dh1ih","No",2005,,"WOM5393514","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006408","SITE_01021","Furnace","N/A",,"N/A","Yes","Other","Natural Gas",,165000.0000,,132000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","None","atmospheric draft","N/A","N/A","Furnace","Lennox","G10Q5-165","No",2007,,"86071D1","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006409","SITE_01022","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Unknown","Unknown","Unknown","Unknown","N/A","N/A","Furnace","Unknown","Unknown","No",,"N/A","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Unable to open. Cover jammed onto furnace"
"Mechanical_00006410","SITE_01023","Furnace","Dual Fuel Primary",,"N/A","Yes","Whole Home","Natural Gas",,52000.0000,,50000.0000,,"Btuh","Unknown",0.9615,,80000,,78000,,"Btuh",0.97500,,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Dehumidifier","Programmable Thermostat","N/A","Yes","Yes",,"N/A","Intermittent ignition","Dual Stage","ECM","Disposable thin","Condensing, Sealed Combustion","N/A","N/A","Furnace","Bryant","925ta48080e17a-b","Yes",2014,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006411","SITE_01026","Furnace","N/A",,"N/A","No","Whole Home","Natural Gas",,70000.0000,,57000.0000,,"Btuh","Unknown",0.8143,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Evcon","DGRT070AUA","No",1993,,"930876179","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
