"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_Notes","Primary Heating System","Zones Served","Heating Fuel","High Input Heating Capacity (kW)","High Input Heating Capacity (Btuh)","High Input Heating Capacity_notes","High Output Heating Capacity","High Output Heating Capacity_notes","High Heating Capacity Units","High Heating Capacity Type","High Heating Efficiency","High Heating Efficiency_notes","Low Input Heating Capacity","Low Input Heating Capacity_notes","Low Output Heating Capacity","Low Output Heating Capacity_notes","Low Heating Capacity Units","Low Heating Efficiency","Low Heating Efficiency_notes","COP","COP_notes","COP Type","HSPF","HSPF_notes","HSPF Type","Energy Star Label Present?","Seasonal / Portable Equipment","Equipment Use","Frequency of Use","Dehumidifer or Economizer Part of System","Control Type","Heat Pump Compressor Works in Heating Mode","System on same Tstat as Heat Pump","System is Backup for Heatpump","Length (feet)","Length (feet)_notes","Ignition Type","Fuel Valve Type","Fan Type","Filter Type","Venting Type","Distribution Type","Water or Ground Loop","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Seasonal Shutdown","Seasonal availability based on time of day","Serves Common Areas","Serves Residences","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Heating Capacity @47 2","DMSHP Heating Capacity @47 2_notes","DMSHP Heating Capacity @47 2 Type","DMSHP HSPF 2","DMSHP HSPF 2_notes","DMSHP HSPF 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP Heating Capacity @47 3","DMSHP Heating Capacity @47 3_notes","DMSHP Heating Capacity @47 3 Type","DMSHP HSPF 3","DMSHP HSPF 3_notes","DMSHP HSPF 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP Heating Capacity @47 4","DMSHP Heating Capacity @47 4_notes","DMSHP Heating Capacity @47 4 Type","DMSHP HSPF 4","DMSHP HSPF 4_notes","DMSHP HSPF 4 Type","Equipment Notes"
"Mechanical_00012181","SITE_00007","Zonal Heat","Electric Plug-In Heater",1,,"No","Bedroom_6 Back Bedroom","Electric",1.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Yes","N/A","Seldom (1-2x per month)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Could not access name plate"
"Mechanical_00012182","SITE_00007","Zonal Heat","Electric Plug-In Heater",1,,"No","Bathroom_6 Bathroom","Electric",1.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Yes","N/A","Seldom (1-2x per month)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012183","SITE_00174","Zonal Heat","Other",1,,"No","Bathroom_1 Downstairs Bathroo...","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012184","SITE_00073","Zonal Heat","Unit Heater",2,,"No","Hall_2 Stairwell Hallway Clos...Bathroom_3 Basement Bathroom","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","Seldom (1-2x per month)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012185","SITE_00073","Zonal Heat","Unit Heater",1,,"No","Basement_1 Theater Room","Electric",2.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","Unknown","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012186","SITE_01166","Zonal Heat","Vertical Wall Heater",3,,"Yes","Bathroom_1Kitchen_1Living Rm_1","Electric",2.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","All the time (daily / almost daily)","N/A","Manual Thermostat - Digital","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Bed, kitchen, and living"
"Mechanical_00012187","SITE_01162","Zonal Heat","Unit Heater",1,,"Yes","Hall_8 Entry And Stairs","Electric",1.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Digital","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012188","BLDG_00296","Zonal Heat","Unknown",,"Unknown","Yes","Unknown","Unknown",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Unknown","N/A","Unknown","N/A","Unknown","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012189","BLDG_00296","Zonal Heat","Unknown",,"Unknown","Unknown","Unknown","Unknown",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Unknown","N/A","Unknown","N/A","Unknown","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012190","SITE_01163","Zonal Heat","Vertical Wall Heater",2,,"Yes","Bedroom_1Living Rm_1","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","Almost never (1-2x per year)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012191","SITE_01162","Zonal Heat","Vertical Wall Heater",4,,"Yes","Bedroom_1 WestBedroom_2 EastLiving Rm_1","Electric",1.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","All the time (daily / almost daily)","N/A","Manual Thermostat - Digital","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012192","SITE_01162","Zonal Heat","Electric Plug-In Heater",1,,"Yes","Bedroom_1 West","Electric",1.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Yes","N/A","All the time (daily / almost daily)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012193","SITE_01215","Zonal Heat","Vertical Wall Heater",1,,"No","Living Rm_1","Electric",3.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","Seldom (1-2x per month)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Cadet","ct302","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012194","SITE_01215","Zonal Heat","Vertical Wall Heater",4,,"No","Bedroom_1Family Rm_1Bedroom_2Bedroom_3","Electric",2.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","Seldom (1-2x per month)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Cadet","rm202","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012195","SITE_00042","Zonal Heat","Radiant Ceiling Heat",3,,"Yes","Bedroom_1Living Rm_1","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","All the time (daily / almost daily)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Also in bedroom 2/office - collected by tech 2"
"Mechanical_00012196","SITE_00042","Zonal Heat","Electric Plug-In Heater",1,,"Yes","Living Rm_1","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Yes","N/A","All the time (daily / almost daily)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Holmes"
"Mechanical_00012197","SITE_00169","Zonal Heat","Electric Plug-In Heater",1,,"No","Bathroom_1 Plus Wd","Electric",1.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Yes","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Digital","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012198","SITE_00169","Zonal Heat","Electric Plug-In Heater",2,,"No","Kitchen_1Bedroom_3 Right","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","Yes","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012199","SITE_00044","Zonal Heat","Electric Plug-In Heater",2,,"Yes","Living Rm_1 Living Room","Electric",1.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","All the time (daily / almost daily)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012200","SITE_01144","Zonal Heat","Unit Heater",1,,"Yes","Living Rm_1 Living Room","Electric",1.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012201","SITE_00801","Zonal Heat","Unit Heater",3,,"Yes","Living Rm_1 LivingBedroom_1 BedHall_1 Hall","Electric",1.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012202","SITE_00045","Zonal Heat","Unit Heater",2,,"Yes","Bedroom_1 BedBathroom_1 BathLiving Rm_1 Living","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012203","SITE_01148","Zonal Heat","Electric Plug-In Heater",1,,"Yes","Living Rm_1","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Size unknown. Called ""elephant heater"""
"Mechanical_00012204","SITE_01148","Zonal Heat","Electric Plug-In Heater",1,,"Yes","Bedroom_1","Electric",1.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","Almost never (1-2x per year)","N/A","Manual Thermostat - Digital","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012205","SITE_01123","Zonal Heat","Vertical Wall Heater",1,,"No","Office_1","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","Seldom (1-2x per month)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Painted to wall"
"Mechanical_00012206","SITE_01159","Zonal Heat","Unit Heater",2,,"No","Bedroom_1","Electric",1.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","A little (1-2x per week)","N/A","Manual Thermostat - Analog","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00012207","SITE_01159","Zonal Heat","Electric Plug-In Heater",1,,"Yes","Hall_2 Stairs","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","No","N/A","All the time (daily / almost daily)","N/A","Manual Thermostat - Digital","N/A","Unknown","Unknown",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Main heat source"
