"PK_Mechanical_ID","CK_SiteID","System Type","Duct Insulation Condition","Duct Insulation Condition_notes","Metal or Ductboard Duct Insulation Type 1","Metal or Ductboard Duct Insulation Thickness 1","Metal or Ductboard Duct Insulation Thickness 1_notes","Metal or Ductboard Duct Insulation Type 2","Metal or Ductboard Duct Insulation Thickness 2","Metal or Ductboard Duct Insulation Thickness 2_notes","Metal or Ductboard Duct Insulation Type 3","Metal or Ductboard Duct Insulation Thickness 3","Metal or Ductboard Duct Insulation Thickness 3_notes","Flex Run Type 1","Flex Run Type 2","Flex Run Type 3","Evidence of Duct Sealing","Duct Sealing Material","Cavity Used for Air Transport","Duct Location 1","Duct Location 1 Supply","Duct Location 1 Supply_notes","Duct Location 1 Return","Duct Location 1 Return_notes","Duct Location 1 Conditioned","Duct Location 2","Duct Location 2 Supply","Duct Location 2 Supply_notes","Duct Location 2 Return","Duct Location 2 Return_notes","Duct Location 2 Conditioned","Duct Location 3","Duct Location 3 Supply","Duct Location 3 Supply_notes","Duct Location 3 Return","Duct Location 3 Return_notes","Duct Location 3 Conditioned","Duct Location 4","Duct Location 4 Supply","Duct Location 4 Supply_notes","Duct Location 4 Return","Duct Location 4 Return_notes","Duct Location 4 Conditioned","Percentage of Supply Ducts in Conditioned Space","Percentage of Supply Ducts in Conditioned Space_notes","Percentage of Return Ducts in Conditioned Space","Percentage of Return Ducts in Conditioned Space_notes","Percent Supply Ducts in Unconditioned Inaccessible Space","Percent Supply Ducts in Unconditioned Inaccessible Space_notes"
"Mechanical_00004842","SITE_00450","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004843","SITE_00502","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004844","SITE_00690","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004845","SITE_00765","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","No","N/A","No","Attic",0.5000,,1.0000,,"Unconditioned","In Walls",0.5000,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.5000,,0.0000,,0.0000,
"Mechanical_00004846","SITE_00704","Metal Plenum, Flex Runs",1.0000,,"Foil-faced polyiscyanurate foam board",1.0000,,"N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","Yes","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004847","SITE_00787","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004528","SITE_00020","All Metal",1.0000,,"Fiberglass batts",4.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004529","SITE_00136","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004530","SITE_00138","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",1.0000,,1.0000,,"Unknown","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004531","SITE_00139","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004532","SITE_00149","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004533","SITE_00153","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004534","SITE_00155","All Metal",0.9000,,"Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","Attic",0.0000,,0.7500,,"Unknown","N/A",0.0000,,0.7500,,"N/A",0.0000,,0.2500,,0.0000,
"Mechanical_00004535","SITE_00160","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004536","SITE_00163","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004537","SITE_00168","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004538","SITE_00171","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004540","SITE_00177","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004541","SITE_00419","All Metal",1.0000,,"Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004542","SITE_00422","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004543","SITE_00429","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004544","SITE_00495","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004545","SITE_00497","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004546","SITE_00499","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",3.5000,,"N/A",,"N/A","N/A",,"N/A","R8","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","In Walls",0.0000,,0.5000,,"Conditioned","N/A",0.0000,,0.5000,,"N/A",0.0000,,0.5000,,0.0000,
"Mechanical_00004547","SITE_00500","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004548","SITE_00505","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Basement",1.0000,,0.7500,,"Conditioned","In Walls",1.0000,,0.7500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004549","SITE_00507","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","Unknown","Unknown","No","N/A","No","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004550","SITE_00508","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004551","SITE_00510","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004552","SITE_00511","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004553","SITE_00512","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004554","SITE_00513","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004555","SITE_00516","All Metal",1.0000,,"Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004556","SITE_00517","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004557","SITE_00521","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","R8","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003919","SITE_00915","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Caulking","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003920","SITE_00916","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00003921","SITE_00917","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003922","SITE_00919","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","MF Home Mechanical Closet",0.0000,,1.0000,,"Conditioned","Crawlspace",0.0000,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,0.0000,,0.0000,
"Mechanical_00003923","SITE_00920","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003924","SITE_00921","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00003925","SITE_00922","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00003926","SITE_00923","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","In Walls",1.0000,,0.0000,,"Conditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,1.0000,
"Mechanical_00003927","SITE_00925","Metal Plenum, Flex Runs",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","R4","N/A","N/A","No","N/A","No","Crawlspace",0.7500,,0.7500,,"Unconditioned","Outside",0.7500,,0.7500,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003928","SITE_00926","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00003929","SITE_00927","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Outside",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003930","SITE_00928","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00003931","SITE_00929","All Metal",0.9000,,"Fiberglass batts",,"Unknown","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00003932","SITE_00930","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00003933","SITE_00932","All Metal",1.0000,,"Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00003934","SITE_00933","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Closed Cell Foam","No","In Walls",1.0000,,0.0000,,"Conditioned","No return ducting",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00003935","SITE_00934","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown"
"Mechanical_00003936","SITE_00935","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00003937","SITE_00936","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003938","SITE_00937","All Metal",1.0000,,"Fiberglass batts",,"Unknown","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned Inaccessible","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,1.0000,
"Mechanical_00003939","SITE_00938","All Metal",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","N/A","No","N/A","No","Crawlspace",0.5000,,0.5000,,"Unconditioned","Outside",0.5000,,0.5000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003940","SITE_00939","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","Unknown","In Walls",1.0000,,0.0000,,"Conditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00003941","SITE_00941","All Metal",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Fiberglass Batts","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00003942","SITE_00942","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00003943","SITE_00957","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","No","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown"
"Mechanical_00003944","SITE_00958","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Crawlspace",1.0000,,0.7500,,"Conditioned","In Walls",1.0000,,0.7500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00003945","SITE_00959","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00003946","SITE_00960","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00003947","SITE_00963","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004238","SITE_01900","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","Unknown","No","In Living Space",0.5000,,0.5000,,"Conditioned","Attic",0.5000,,0.5000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.5000,,0.5000,,0.0000,
"Mechanical_00004239","SITE_01908","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Caulking","No","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004240","SITE_01683","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Living Space",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
