"PK_Mechanical_ID","CK_SiteID","System Type","Duct Insulation Condition","Duct Insulation Condition_notes","Metal or Ductboard Duct Insulation Type 1","Metal or Ductboard Duct Insulation Thickness 1","Metal or Ductboard Duct Insulation Thickness 1_notes","Metal or Ductboard Duct Insulation Type 2","Metal or Ductboard Duct Insulation Thickness 2","Metal or Ductboard Duct Insulation Thickness 2_notes","Metal or Ductboard Duct Insulation Type 3","Metal or Ductboard Duct Insulation Thickness 3","Metal or Ductboard Duct Insulation Thickness 3_notes","Flex Run Type 1","Flex Run Type 2","Flex Run Type 3","Evidence of Duct Sealing","Duct Sealing Material","Cavity Used for Air Transport","Duct Location 1","Duct Location 1 Supply","Duct Location 1 Supply_notes","Duct Location 1 Return","Duct Location 1 Return_notes","Duct Location 1 Conditioned","Duct Location 2","Duct Location 2 Supply","Duct Location 2 Supply_notes","Duct Location 2 Return","Duct Location 2 Return_notes","Duct Location 2 Conditioned","Duct Location 3","Duct Location 3 Supply","Duct Location 3 Supply_notes","Duct Location 3 Return","Duct Location 3 Return_notes","Duct Location 3 Conditioned","Duct Location 4","Duct Location 4 Supply","Duct Location 4 Supply_notes","Duct Location 4 Return","Duct Location 4 Return_notes","Duct Location 4 Conditioned","Percentage of Supply Ducts in Conditioned Space","Percentage of Supply Ducts in Conditioned Space_notes","Percentage of Return Ducts in Conditioned Space","Percentage of Return Ducts in Conditioned Space_notes","Percent Supply Ducts in Unconditioned Inaccessible Space","Percent Supply Ducts in Unconditioned Inaccessible Space_notes"
"Mechanical_00004624","SITE_01826","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004625","SITE_01827","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004626","SITE_01828","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","Yes","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004627","SITE_01829","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Crawlspace",0.0000,,1.0000,,"Unconditioned","Attic",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004628","SITE_01830","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","Unknown","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004629","SITE_01831","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Attic",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004630","SITE_01832","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004631","SITE_01833","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","Yes","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004632","SITE_01834","All Metal",,"Unknown","Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004633","SITE_01835","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Unknown","Outside",0.2500,,1.0000,,"Unconditioned","Crawlspace",0.2500,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004634","SITE_01836","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004635","SITE_01837","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Yes","Unknown","No","In Walls",0.0000,,1.0000,,"Conditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004636","SITE_01839","All Metal",,"Unknown","Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Outside",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned Inaccessible","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,1.0000,
"Mechanical_00004637","SITE_01840","All Metal",0.5000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004638","SITE_01843","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004639","SITE_01845","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004640","SITE_01846","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned Inaccessible","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,1.0000,
"Mechanical_00004641","SITE_01847","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","In Walls",0.0000,,1.0000,,"Conditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004642","SITE_01848","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004643","SITE_01851","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","N/A","No","Attic",0.5000,,0.5000,,"Unconditioned","Crawlspace",0.5000,,0.5000,,"Unconditioned","Garage",0.0000,,0.2500,,"Unconditioned","N/A",0.0000,,0.2500,,"N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004644","SITE_01852","All Metal",1.0000,,"Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004006","SITE_01038","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004007","SITE_01039","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,1.0000,,"Unconditioned Inaccessible","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,1.0000,
"Mechanical_00004008","SITE_01040","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004009","SITE_01042","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004010","SITE_01045","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004011","SITE_01046","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R4","N/A","N/A","No","N/A","No","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004012","SITE_01049","90% Flex (Spider System)",0.9000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R4","N/A","N/A","Yes","Unknown","No","Crawlspace",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004013","SITE_01052","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","Yes","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004014","SITE_01053","All Metal",0.9000,,"Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004015","SITE_01055","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004016","SITE_01056","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004017","SITE_01059","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004018","SITE_01062","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004019","SITE_01064","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004020","SITE_01066","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004021","SITE_01068","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004022","SITE_01069","Metal Plenum, Flex Runs",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","R8","N/A","N/A","No","N/A","No","In Walls",0.0000,,1.0000,,"Conditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004023","SITE_01370","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004024","SITE_01385","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","Yes","Unknown","Yes","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004025","SITE_01388","All Metal",0.9000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned Inaccessible","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004026","SITE_01392","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004027","SITE_01394","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","Yes","Unknown","Unknown","Attic",0.7500,,1.0000,,"Unconditioned","In Walls",0.7500,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.2500,,0.0000,,0.0000,
"Mechanical_00004028","SITE_01395","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","Yes","Unknown","Unknown","Attic",0.7500,,1.0000,,"Unconditioned","In Walls",0.7500,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.2500,,0.0000,,0.0000,
"Mechanical_00004029","SITE_01404","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Yes","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004030","SITE_01415","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Unknown",1.0000,,0.0000,,"Unknown","Unknown",0.0000,,,"Unknown","Unknown","Unknown",0.0000,,,"Unknown","Unknown",0.0000,,,"Unknown",0.0000,
"Mechanical_00004031","SITE_01417","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Basement",0.2500,,0.2500,,"Conditioned","In Walls",0.2500,,0.2500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004032","SITE_01418","All Metal",0.2500,,"Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","No","Crawlspace",0.5000,,0.5000,,"Unconditioned","Basement",0.5000,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.5000,,0.5000,,0.0000,
"Mechanical_00004033","SITE_01420","All Metal",0.9000,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004034","SITE_01421","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","No","N/A","No","Attic",1.0000,,0.5000,,"Unconditioned","In Walls",1.0000,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.5000,,0.0000,
"Mechanical_00004325","SITE_01814","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004326","SITE_01635","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004327","SITE_01552","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004328","SITE_01649","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004329","SITE_01642","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",0.0000,,1.0000,,"Conditioned","Basement",0.0000,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004330","SITE_01811","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004331","SITE_01579","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",0.0000,,1.0000,,"Conditioned","In Walls",0.0000,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004332","SITE_01657","All Metal",0.0500,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004333","SITE_01922","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004334","SITE_02058","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004335","SITE_01089","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004336","SITE_01077","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Mastic","No","Garage",0.2500,,0.2500,,"Unconditioned","Basement",0.2500,,0.2500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.7500,,0.7500,,0.0000,
"Mechanical_00004337","SITE_01624","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",0.0000,,1.0000,,"Conditioned","In Walls",0.0000,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004338","SITE_01576","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004339","SITE_01671","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","Unknown","In Walls",0.0000,,1.0000,,"Conditioned","In Walls",0.0000,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004340","SITE_01753","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","Unknown","In Walls",0.0000,,1.0000,,"Conditioned","In Walls",0.0000,,1.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004341","SITE_01813","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004342","SITE_01638","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
