Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous
1,WEEKDAY,0,0.0163,0.0000,0.0073,0.1178,0.4304,0.8125,0.2814,0.6611,0.0141,0.0631
1,WEEKDAY,1,0.0443,0.0000,0.0256,0.1152,0.2704,0.8014,0.2814,0.5257,0.0127,0.0601
1,WEEKDAY,2,0.0456,0.0000,0.0256,0.1152,0.1225,0.7910,0.2814,0.3955,0.0123,0.0563
1,WEEKDAY,3,0.0633,0.0000,0.0366,0.1152,0.0551,0.7821,0.2814,0.2867,0.0115,0.0494
1,WEEKDAY,4,0.0512,0.0000,0.0293,0.1152,0.0388,0.7732,0.2814,0.2091,0.0098,0.0347
1,WEEKDAY,5,0.0649,0.0000,0.0366,0.1191,0.0428,0.7781,0.2814,0.1586,0.0081,0.0214
1,WEEKDAY,6,0.0721,0.0000,0.0403,0.1543,0.0871,0.7701,0.2814,0.1344,0.0085,0.0182
1,WEEKDAY,7,0.0687,0.0000,0.0366,0.2683,0.2060,0.7644,0.1164,0.1434,0.1423,0.0259
1,WEEKDAY,8,0.0071,0.0000,0.0037,0.4847,0.4121,0.7588,0.0000,0.1736,0.1497,0.0394
1,WEEKDAY,9,0.0000,0.0225,0.0243,0.7550,0.6412,0.7737,0.0000,0.2085,0.1601,0.0528
1,WEEKDAY,10,0.0257,0.0543,0.0778,0.9563,0.7574,0.7870,0.0000,0.2452,0.1702,0.0601
1,WEEKDAY,11,0.0184,0.1088,0.1146,1.0254,0.8379,0.8042,0.0000,0.2825,0.1783,0.0602
1,WEEKDAY,12,0.0000,0.1693,0.1171,1.0379,0.9427,0.8273,0.0000,0.3392,0.1860,0.0602
1,WEEKDAY,13,0.0000,0.2004,0.1171,0.9992,1.1496,0.8549,0.0000,0.5228,0.1882,0.0618
1,WEEKDAY,14,0.0000,0.2171,0.1181,0.9768,1.2925,0.8981,0.0000,0.7795,0.1894,0.0728
1,WEEKDAY,15,0.0000,0.2161,0.1180,0.9865,1.3622,0.9200,0.0000,0.9332,0.1916,0.0899
1,WEEKDAY,16,0.4188,0.8956,0.4017,1.0161,1.4066,0.9160,0.0000,1.0010,0.1933,0.1010
1,WEEKDAY,17,0.3749,1.0256,0.4470,1.0192,1.4297,0.9133,0.2814,1.0227,0.1940,0.1077
1,WEEKDAY,18,0.3689,0.8434,0.4403,0.9793,1.4989,0.8978,0.2814,1.0291,0.1933,0.1095
1,WEEKDAY,19,0.3728,0.8335,0.4547,0.8145,1.4940,0.8857,0.2814,1.0222,0.1887,0.1089
1,WEEKDAY,20,0.3924,0.7580,0.4549,0.5246,1.3707,0.8759,0.2814,0.9726,0.1775,0.1016
1,WEEKDAY,21,0.3994,0.6873,0.3982,0.3406,1.1634,0.8557,0.2814,0.9185,0.1520,0.0925
1,WEEKDAY,22,0.3933,0.5876,0.3370,0.2143,0.9029,0.8464,0.2814,0.8566,0.0982,0.0777
1,WEEKDAY,23,0.4053,0.5029,0.3138,0.1412,0.6133,0.8233,0.2814,0.7833,0.0179,0.0680
1,SATURDAY,0,0.0000,0.0000,0.0000,0.1178,0.4304,0.8125,0.2814,0.6611,0.0141,0.0631
1,SATURDAY,1,0.1282,0.0000,0.0604,0.1152,0.2704,0.8014,0.2814,0.5257,0.0127,0.0601
1,SATURDAY,2,0.0000,0.0000,0.0000,0.1152,0.1225,0.7910,0.2814,0.3955,0.0123,0.0563
1,SATURDAY,3,0.1590,0.0000,0.0806,0.1152,0.0551,0.7821,0.2814,0.2867,0.0115,0.0494
1,SATURDAY,4,0.0385,0.0000,0.0201,0.1152,0.0388,0.7732,0.2814,0.2091,0.0098,0.0347
1,SATURDAY,5,0.1690,0.0000,0.0806,0.1191,0.0428,0.7781,0.2814,0.1586,0.0081,0.0214
1,SATURDAY,6,0.0428,0.0000,0.0201,0.1543,0.0871,0.7701,0.2814,0.1344,0.0085,0.0182
1,SATURDAY,7,0.1568,0.0000,0.0806,0.2683,0.2060,0.7644,0.1164,0.1434,0.1423,0.0259
1,SATURDAY,8,0.0000,0.0000,0.0000,0.4847,0.4121,0.7588,0.0000,0.1736,0.1497,0.0394
1,SATURDAY,9,0.0000,0.0208,0.0259,0.7550,0.6412,0.7737,0.0000,0.2085,0.1601,0.0528
1,SATURDAY,10,0.0000,0.0446,0.0356,0.9563,0.7574,0.7870,0.0000,0.2452,0.1702,0.0601
1,SATURDAY,11,0.0556,0.0556,0.1149,1.0254,0.8379,0.8042,0.0000,0.2825,0.1783,0.0602
1,SATURDAY,12,0.0000,0.1044,0.1174,1.0379,0.9427,0.8273,0.0000,0.3392,0.1860,0.0602
1,SATURDAY,13,0.0000,0.1396,0.1179,0.9992,1.1496,0.8549,0.0000,0.5228,0.1882,0.0618
1,SATURDAY,14,0.0000,0.1507,0.1191,0.9768,1.2925,0.8981,0.0000,0.7795,0.1894,0.0728
1,SATURDAY,15,0.0000,0.1544,0.1181,0.9865,1.3622,0.9200,0.0000,0.9332,0.1916,0.0899
1,SATURDAY,16,0.5452,0.8845,0.4247,1.0161,1.4066,0.9160,0.0000,1.0010,0.1933,0.1010
1,SATURDAY,17,0.4852,1.0266,0.4593,1.0192,1.4297,0.9133,0.2814,1.0227,0.1940,0.1077
1,SATURDAY,18,0.4457,0.8447,0.4489,0.9793,1.4989,0.8978,0.2814,1.0291,0.1933,0.1095
1,SATURDAY,19,0.4406,0.8395,0.4523,0.8145,1.4940,0.8857,0.2814,1.0222,0.1887,0.1089
1,SATURDAY,20,0.4749,0.7852,0.4460,0.5246,1.3707,0.8759,0.2814,0.9726,0.1775,0.1016
1,SATURDAY,21,0.4272,0.7258,0.3526,0.3406,1.1634,0.8557,0.2814,0.9185,0.1520,0.0925
1,SATURDAY,22,0.4155,0.6083,0.3299,0.2143,0.9029,0.8464,0.2814,0.8566,0.0982,0.0777
1,SATURDAY,23,0.3987,0.5250,0.3014,0.1412,0.6133,0.8233,0.2814,0.7833,0.0179,0.0680
1,SUNDAY,0,0.0488,0.0000,0.0201,0.1178,0.4304,0.8125,0.2814,0.6611,0.0141,0.0631
1,SUNDAY,1,0.0406,0.0000,0.0201,0.1152,0.2704,0.8014,0.2814,0.5257,0.0127,0.0601
1,SUNDAY,2,0.0441,0.0000,0.0201,0.1152,0.1225,0.7910,0.2814,0.3955,0.0123,0.0563
1,SUNDAY,3,0.0722,0.0000,0.0403,0.1152,0.0551,0.7821,0.2814,0.2867,0.0115,0.0494
1,SUNDAY,4,0.0780,0.0000,0.0403,0.1152,0.0388,0.7732,0.2814,0.2091,0.0098,0.0347
1,SUNDAY,5,0.0775,0.0000,0.0403,0.1191,0.0428,0.7781,0.2814,0.1586,0.0081,0.0214
1,SUNDAY,6,0.0773,0.0000,0.0403,0.1543,0.0871,0.7701,0.2814,0.1344,0.0085,0.0182
1,SUNDAY,7,0.0749,0.0000,0.0403,0.2683,0.2060,0.7644,0.1164,0.1434,0.1423,0.0259
1,SUNDAY,8,0.0000,0.0000,0.0000,0.4847,0.4121,0.7588,0.0000,0.1736,0.1497,0.0394
1,SUNDAY,9,0.0000,0.0217,0.0249,0.7550,0.6412,0.7737,0.0000,0.2085,0.1601,0.0528
1,SUNDAY,10,0.0135,0.0465,0.0534,0.9563,0.7574,0.7870,0.0000,0.2452,0.1702,0.0601
1,SUNDAY,11,0.0158,0.0721,0.1127,1.0254,0.8379,0.8042,0.0000,0.2825,0.1783,0.0602
1,SUNDAY,12,0.0000,0.1402,0.1153,1.0379,0.9427,0.8273,0.0000,0.3392,0.1860,0.0602
1,SUNDAY,13,0.0000,0.1713,0.1169,0.9992,1.1496,0.8549,0.0000,0.5228,0.1882,0.0618
1,SUNDAY,14,0.0000,0.1937,0.1169,0.9768,1.2925,0.8981,0.0000,0.7795,0.1894,0.0728
1,SUNDAY,15,0.0000,0.1996,0.1180,0.9865,1.3622,0.9200,0.0000,0.9332,0.1916,0.0899
1,SUNDAY,16,0.5319,0.9441,0.3835,1.0161,1.4066,0.9160,0.0000,1.0010,0.1933,0.1010
1,SUNDAY,17,0.4980,1.0681,0.4290,1.0192,1.4297,0.9133,0.2814,1.0227,0.1940,0.1077
1,SUNDAY,18,0.4655,0.8773,0.4079,0.9793,1.4989,0.8978,0.2814,1.0291,0.1933,0.1095
1,SUNDAY,19,0.4622,0.8747,0.4486,0.8145,1.4940,0.8857,0.2814,1.0222,0.1887,0.1089
1,SUNDAY,20,0.4744,0.8020,0.4064,0.5246,1.3707,0.8759,0.2814,0.9726,0.1775,0.1016
1,SUNDAY,21,0.4584,0.7336,0.3903,0.3406,1.1634,0.8557,0.2814,0.9185,0.1520,0.0925
1,SUNDAY,22,0.4375,0.6277,0.2961,0.2143,0.9029,0.8464,0.2814,0.8566,0.0982,0.0777
1,SUNDAY,23,0.4426,0.5113,0.3308,0.1412,0.6133,0.8233,0.2814,0.7833,0.0179,0.0680
1,HOLIDAY,0,0.0000,0.0000,0.0000,0.1178,0.3972,0.8107,0.2814,0.6573,0.0126,0.0607
1,HOLIDAY,1,0.0000,0.0000,0.0000,0.1152,0.2668,0.8003,0.2814,0.5252,0.0125,0.0598
1,HOLIDAY,2,0.0000,0.0000,0.0000,0.1152,0.1225,0.7903,0.2814,0.3955,0.0123,0.0563
1,HOLIDAY,3,0.0000,0.0000,0.0000,0.1152,0.0551,0.7819,0.2814,0.2867,0.0115,0.0494
1,HOLIDAY,4,0.0000,0.0000,0.0000,0.1152,0.0388,0.7732,0.2814,0.2088,0.0098,0.0347
1,HOLIDAY,5,0.0000,0.0000,0.0000,0.1191,0.0384,0.7780,0.2814,0.1560,0.0079,0.0210
1,HOLIDAY,6,0.0000,0.0000,0.0000,0.1543,0.0485,0.7695,0.2814,0.1284,0.0073,0.0148
1,HOLIDAY,7,0.0000,0.0000,0.0000,0.2683,0.0808,0.7623,0.1164,0.1322,0.1385,0.0163
1,HOLIDAY,8,0.0000,0.0000,0.0000,0.4847,0.1406,0.7547,0.0000,0.1543,0.1413,0.0214
1,HOLIDAY,9,0.0000,0.0243,0.0109,0.7550,0.2226,0.7681,0.0000,0.1828,0.1471,0.0266
1,HOLIDAY,10,0.0398,0.0565,0.0936,0.9563,0.3171,0.7808,0.0000,0.2185,0.1561,0.0317
1,HOLIDAY,11,0.0000,0.1499,0.0925,1.0254,0.3632,0.7979,0.0000,0.2558,0.1642,0.0317
1,HOLIDAY,12,0.0000,0.1745,0.0933,1.0379,0.4668,0.8211,0.0000,0.3124,0.1718,0.0317
1,HOLIDAY,13,0.0000,0.1929,0.0928,0.9992,0.7005,0.8487,0.0000,0.4961,0.1741,0.0333
1,HOLIDAY,14,0.0000,0.2122,0.0928,0.9768,0.8619,0.8919,0.0000,0.7528,0.1753,0.0442
1,HOLIDAY,15,0.0000,0.2213,0.0929,0.9865,0.9368,0.9139,0.0000,0.9064,0.1775,0.0613
1,HOLIDAY,16,0.5404,0.8519,0.4375,1.0161,0.9662,0.9100,0.0000,0.9743,0.1792,0.0724
1,HOLIDAY,17,0.4219,1.0318,0.4130,1.0192,0.9714,0.9075,0.2814,0.9960,0.1799,0.0792
1,HOLIDAY,18,0.3792,0.8776,0.4726,0.9793,1.0372,0.8922,0.2814,1.0024,0.1792,0.0811
1,HOLIDAY,19,0.3627,0.8906,0.3821,0.8145,1.0444,0.8805,0.2814,0.9955,0.1747,0.0813
1,HOLIDAY,20,0.3625,0.8264,0.4737,0.5246,0.9524,0.8713,0.2814,0.9460,0.1643,0.0761
1,HOLIDAY,21,0.3263,0.7430,0.4436,0.3406,0.8125,0.8517,0.2814,0.8937,0.1407,0.0710
1,HOLIDAY,22,0.3387,0.6216,0.4409,0.2143,0.6535,0.8431,0.2814,0.8389,0.0903,0.0634
1,HOLIDAY,23,0.3869,0.5132,0.3427,0.1412,0.4991,0.8208,0.2814,0.7730,0.0136,0.0608
2,WEEKDAY,0,0.0000,0.0000,0.0000,0.1213,0.4304,0.8148,0.2814,0.6611,0.0141,0.0631
2,WEEKDAY,1,0.0071,0.0000,0.0042,0.1186,0.2704,0.8033,0.2814,0.5257,0.0127,0.0601
2,WEEKDAY,2,0.0069,0.0000,0.0042,0.1186,0.1225,0.7928,0.2814,0.3955,0.0123,0.0563
2,WEEKDAY,3,0.0070,0.0000,0.0042,0.1186,0.0551,0.7832,0.2814,0.2867,0.0115,0.0494
2,WEEKDAY,4,0.0197,0.0000,0.0127,0.1186,0.0388,0.7742,0.2814,0.2091,0.0098,0.0347
2,WEEKDAY,5,0.0136,0.0000,0.0085,0.1227,0.0428,0.7783,0.2814,0.1586,0.0081,0.0214
2,WEEKDAY,6,0.0400,0.0000,0.0254,0.1589,0.0871,0.7702,0.2814,0.1344,0.0085,0.0182
2,WEEKDAY,7,0.0189,0.0000,0.0127,0.2762,0.2060,0.7642,0.0000,0.1434,0.1423,0.0259
2,WEEKDAY,8,0.0000,0.0000,0.0000,0.4991,0.4121,0.7612,0.0000,0.1736,0.1497,0.0394
2,WEEKDAY,9,0.0078,0.0306,0.0396,0.7775,0.6412,0.7791,0.0000,0.2085,0.1601,0.0528
2,WEEKDAY,10,0.0183,0.0921,0.1109,0.9847,0.7574,0.7928,0.0000,0.2452,0.1702,0.0601
2,WEEKDAY,11,0.0000,0.1748,0.1163,1.0559,0.8379,0.8102,0.0000,0.2825,0.1783,0.0602
2,WEEKDAY,12,0.0000,0.2302,0.1194,1.0687,0.9427,0.8338,0.0000,0.3392,0.1860,0.0602
2,WEEKDAY,13,0.0000,0.2699,0.1205,1.0290,1.1496,0.8612,0.0000,0.5228,0.1882,0.0618
2,WEEKDAY,14,0.0000,0.2849,0.1212,1.0059,1.2925,0.9048,0.0000,0.7795,0.1894,0.0728
2,WEEKDAY,15,0.0000,0.2912,0.1224,1.0158,1.3622,0.9265,0.0000,0.9332,0.1916,0.0899
2,WEEKDAY,16,0.2362,1.1239,0.3924,1.0464,1.4066,0.9223,0.0000,1.0010,0.1933,0.1010
2,WEEKDAY,17,0.2236,1.2065,0.4482,1.0495,1.4297,0.9213,0.0000,1.0227,0.1940,0.1077
2,WEEKDAY,18,0.2166,0.9706,0.4280,1.0085,1.4989,0.9041,0.2814,1.0291,0.1933,0.1095
2,WEEKDAY,19,0.2240,0.9588,0.4519,0.8386,1.4940,0.8910,0.2814,1.0222,0.1887,0.1089
2,WEEKDAY,20,0.2324,0.8625,0.4373,0.5404,1.3707,0.8800,0.2814,0.9726,0.1775,0.1016
2,WEEKDAY,21,0.2451,0.7628,0.4288,0.3507,1.1634,0.8592,0.2814,0.9185,0.1520,0.0925
2,WEEKDAY,22,0.2419,0.6421,0.3585,0.2207,0.9029,0.8495,0.2814,0.8566,0.0982,0.0777
2,WEEKDAY,23,0.2443,0.5400,0.3251,0.1453,0.6133,0.8258,0.2814,0.7833,0.0179,0.0680
2,SATURDAY,0,0.0000,0.0000,0.0000,0.1213,0.4304,0.8148,0.2814,0.6611,0.0141,0.0631
2,SATURDAY,1,0.0312,0.0000,0.0201,0.1186,0.2704,0.8033,0.2814,0.5257,0.0127,0.0601
2,SATURDAY,2,0.0000,0.0000,0.0000,0.1186,0.1225,0.7928,0.2814,0.3955,0.0123,0.0563
2,SATURDAY,3,0.0624,0.0000,0.0403,0.1186,0.0551,0.7832,0.2814,0.2867,0.0115,0.0494
2,SATURDAY,4,0.0000,0.0000,0.0000,0.1186,0.0388,0.7742,0.2814,0.2091,0.0098,0.0347
2,SATURDAY,5,0.0319,0.0000,0.0201,0.1227,0.0428,0.7783,0.2814,0.1586,0.0081,0.0214
2,SATURDAY,6,0.0333,0.0000,0.0201,0.1589,0.0871,0.7702,0.2814,0.1344,0.0085,0.0182
2,SATURDAY,7,0.0323,0.0000,0.0201,0.2762,0.2060,0.7642,0.0000,0.1434,0.1423,0.0259
2,SATURDAY,8,0.0000,0.0000,0.0000,0.4991,0.4121,0.7612,0.0000,0.1736,0.1497,0.0394
2,SATURDAY,9,0.0129,0.0253,0.0427,0.7775,0.6412,0.7791,0.0000,0.2085,0.1601,0.0528
2,SATURDAY,10,0.0119,0.0797,0.1141,0.9847,0.7574,0.7928,0.0000,0.2452,0.1702,0.0601
2,SATURDAY,11,0.0000,0.1599,0.1154,1.0559,0.8379,0.8102,0.0000,0.2825,0.1783,0.0602
2,SATURDAY,12,0.0000,0.2066,0.1182,1.0687,0.9427,0.8338,0.0000,0.3392,0.1860,0.0602
2,SATURDAY,13,0.0000,0.2422,0.1192,1.0290,1.1496,0.8612,0.0000,0.5228,0.1882,0.0618
2,SATURDAY,14,0.0000,0.2501,0.1194,1.0059,1.2925,0.9048,0.0000,0.7795,0.1894,0.0728
2,SATURDAY,15,0.0000,0.2536,0.1209,1.0158,1.3622,0.9265,0.0000,0.9332,0.1916,0.0899
2,SATURDAY,16,0.4201,0.9015,0.4283,1.0464,1.4066,0.9223,0.0000,1.0010,0.1933,0.1010
2,SATURDAY,17,0.3914,1.0101,0.5036,1.0495,1.4297,0.9213,0.0000,1.0227,0.1940,0.1077
2,SATURDAY,18,0.4003,0.8284,0.4870,1.0085,1.4989,0.9041,0.2814,1.0291,0.1933,0.1095
2,SATURDAY,19,0.4244,0.8047,0.4943,0.8386,1.4940,0.8910,0.2814,1.0222,0.1887,0.1089
2,SATURDAY,20,0.4426,0.7288,0.4882,0.5404,1.3707,0.8800,0.2814,0.9726,0.1775,0.1016
2,SATURDAY,21,0.4726,0.6413,0.4558,0.3507,1.1634,0.8592,0.2814,0.9185,0.1520,0.0925
2,SATURDAY,22,0.4673,0.5455,0.3686,0.2207,0.9029,0.8495,0.2814,0.8566,0.0982,0.0777
2,SATURDAY,23,0.4880,0.4622,0.3392,0.1453,0.6133,0.8258,0.2814,0.7833,0.0179,0.0680
2,SUNDAY,0,0.0000,0.0000,0.0000,0.1213,0.4304,0.8148,0.2814,0.6611,0.0141,0.0631
2,SUNDAY,1,0.0000,0.0000,0.0000,0.1186,0.2704,0.8033,0.2814,0.5257,0.0127,0.0601
2,SUNDAY,2,0.0000,0.0000,0.0000,0.1186,0.1225,0.7928,0.2814,0.3955,0.0123,0.0563
2,SUNDAY,3,0.0000,0.0000,0.0000,0.1186,0.0551,0.7832,0.2814,0.2867,0.0115,0.0494
2,SUNDAY,4,0.0635,0.0000,0.0403,0.1186,0.0388,0.7742,0.2814,0.2091,0.0098,0.0347
2,SUNDAY,5,0.0000,0.0000,0.0000,0.1227,0.0428,0.7783,0.2814,0.1586,0.0081,0.0214
2,SUNDAY,6,0.0617,0.0000,0.0403,0.1589,0.0871,0.7702,0.2814,0.1344,0.0085,0.0182
2,SUNDAY,7,0.0000,0.0000,0.0000,0.2762,0.2060,0.7642,0.0000,0.1434,0.1423,0.0259
2,SUNDAY,8,0.0000,0.0000,0.0000,0.4991,0.4121,0.7612,0.0000,0.1736,0.1497,0.0394
2,SUNDAY,9,0.0128,0.0257,0.0431,0.7775,0.6412,0.7791,0.0000,0.2085,0.1601,0.0528
2,SUNDAY,10,0.0090,0.0834,0.0959,0.9847,0.7574,0.7928,0.0000,0.2452,0.1702,0.0601
2,SUNDAY,11,0.0080,0.1592,0.1175,1.0559,0.8379,0.8102,0.0000,0.2825,0.1783,0.0602
2,SUNDAY,12,0.0000,0.2293,0.1208,1.0687,0.9427,0.8338,0.0000,0.3392,0.1860,0.0602
2,SUNDAY,13,0.0000,0.2692,0.1226,1.0290,1.1496,0.8612,0.0000,0.5228,0.1882,0.0618
2,SUNDAY,14,0.0000,0.2895,0.1246,1.0059,1.2925,0.9048,0.0000,0.7795,0.1894,0.0728
2,SUNDAY,15,0.0000,0.2959,0.1263,1.0158,1.3622,0.9265,0.0000,0.9332,0.1916,0.0899
2,SUNDAY,16,0.2755,0.9844,0.3929,1.0464,1.4066,0.9223,0.0000,1.0010,0.1933,0.1010
2,SUNDAY,17,0.2742,1.0837,0.5085,1.0495,1.4297,0.9213,0.0000,1.0227,0.1940,0.1077
2,SUNDAY,18,0.2795,0.8648,0.4615,1.0085,1.4989,0.9041,0.2814,1.0291,0.1933,0.1095
2,SUNDAY,19,0.2757,0.8540,0.4985,0.8386,1.4940,0.8910,0.2814,1.0222,0.1887,0.1089
2,SUNDAY,20,0.2849,0.7643,0.4751,0.5404,1.3707,0.8800,0.2814,0.9726,0.1775,0.1016
2,SUNDAY,21,0.2942,0.6819,0.4585,0.3507,1.1634,0.8592,0.2814,0.9185,0.1520,0.0925
2,SUNDAY,22,0.2861,0.5749,0.3921,0.2207,0.9029,0.8495,0.2814,0.8566,0.0982,0.0777
2,SUNDAY,23,0.3045,0.4938,0.3346,0.1453,0.6133,0.8258,0.2814,0.7833,0.0179,0.0680
2,HOLIDAY,0,0.0000,0.0000,0.0000,0.1213,0.4304,0.8148,0.2814,0.6611,0.0141,0.0631
2,HOLIDAY,1,0.0000,0.0000,0.0000,0.1186,0.2704,0.8033,0.2814,0.5257,0.0127,0.0601
2,HOLIDAY,2,0.0000,0.0000,0.0000,0.1186,0.1225,0.7928,0.2814,0.3955,0.0123,0.0563
2,HOLIDAY,3,0.1270,0.0000,0.0806,0.1186,0.0551,0.7832,0.2814,0.2867,0.0115,0.0494
2,HOLIDAY,4,0.0000,0.0000,0.0000,0.1186,0.0388,0.7742,0.2814,0.2091,0.0098,0.0347
2,HOLIDAY,5,0.1261,0.0000,0.0806,0.1227,0.0428,0.7783,0.2814,0.1586,0.0081,0.0214
2,HOLIDAY,6,0.0000,0.0000,0.0000,0.1589,0.0871,0.7702,0.2814,0.1344,0.0085,0.0182
2,HOLIDAY,7,0.1297,0.0000,0.0806,0.2762,0.2060,0.7642,0.0000,0.1434,0.1423,0.0259
2,HOLIDAY,8,0.0000,0.0000,0.0000,0.4991,0.4121,0.7612,0.0000,0.1736,0.1497,0.0394
2,HOLIDAY,9,0.0000,0.0225,0.0228,0.7775,0.6412,0.7791,0.0000,0.2085,0.1601,0.0528
2,HOLIDAY,10,0.0414,0.0475,0.1120,0.9847,0.7574,0.7928,0.0000,0.2452,0.1702,0.0601
2,HOLIDAY,11,0.0000,0.1259,0.1119,1.0559,0.8379,0.8102,0.0000,0.2825,0.1783,0.0602
2,HOLIDAY,12,0.0000,0.1527,0.1149,1.0687,0.9427,0.8338,0.0000,0.3392,0.1860,0.0602
2,HOLIDAY,13,0.0000,0.1883,0.1178,1.0290,1.1496,0.8612,0.0000,0.5228,0.1882,0.0618
2,HOLIDAY,14,0.0000,0.1929,0.1172,1.0059,1.2925,0.9048,0.0000,0.7795,0.1894,0.0728
2,HOLIDAY,15,0.0000,0.2265,0.1156,1.0158,1.3622,0.9265,0.0000,0.9332,0.1916,0.0899
2,HOLIDAY,16,1.2000,0.7192,0.4592,1.0464,1.4066,0.9223,0.0000,1.0010,0.1933,0.1010
2,HOLIDAY,17,1.1007,0.8022,0.4882,1.0495,1.4297,0.9213,0.0000,1.0227,0.1940,0.1077
2,HOLIDAY,18,1.0302,0.6762,0.4802,1.0085,1.4989,0.9041,0.2814,1.0291,0.1933,0.1095
2,HOLIDAY,19,0.9959,0.6714,0.4828,0.8386,1.4940,0.8910,0.2814,1.0222,0.1887,0.1089
2,HOLIDAY,20,0.9830,0.6045,0.4784,0.5404,1.3707,0.8800,0.2814,0.9726,0.1775,0.1016
2,HOLIDAY,21,1.0019,0.5338,0.4655,0.3507,1.1634,0.8592,0.2814,0.9185,0.1520,0.0925
2,HOLIDAY,22,0.9666,0.4483,0.3584,0.2207,0.9029,0.8495,0.2814,0.8566,0.0982,0.0777
2,HOLIDAY,23,0.8886,0.3905,0.3315,0.1453,0.6133,0.8258,0.2814,0.7833,0.0179,0.0680
3,WEEKDAY,0,0.0000,0.0020,0.0115,0.1193,0.4304,0.8226,0.2814,0.6611,0.0141,0.0631
3,WEEKDAY,1,0.0000,0.0007,0.0077,0.1166,0.2704,0.8105,0.2814,0.5257,0.0127,0.0601
3,WEEKDAY,2,0.0000,0.0000,0.0038,0.1166,0.1225,0.7993,0.2814,0.3955,0.0123,0.0563
3,WEEKDAY,3,0.0000,0.0000,0.0000,0.1166,0.0551,0.7894,0.2814,0.2867,0.0115,0.0494
3,WEEKDAY,4,0.0066,0.0000,0.0038,0.1166,0.0388,0.7802,0.2814,0.2091,0.0098,0.0347
3,WEEKDAY,5,0.0000,0.0000,0.0000,0.1206,0.0428,0.7848,0.2814,0.1586,0.0081,0.0214
3,WEEKDAY,6,0.0060,0.0000,0.0038,0.1561,0.0871,0.7767,0.0000,0.1344,0.0085,0.0182
3,WEEKDAY,7,0.0064,0.0000,0.0115,0.2715,0.2060,0.7731,0.0000,0.1434,0.1423,0.0259
3,WEEKDAY,8,0.0063,0.0083,0.0269,0.4906,0.4121,0.7759,0.0000,0.1736,0.1497,0.0394
3,WEEKDAY,9,0.0135,0.0892,0.1011,0.7640,0.6412,0.7949,0.0000,0.2085,0.1601,0.0528
3,WEEKDAY,10,0.0014,0.2093,0.1193,0.9678,0.7574,0.8085,0.0000,0.2452,0.1702,0.0601
3,WEEKDAY,11,0.0000,0.2593,0.1208,1.0378,0.8379,0.8257,0.0000,0.2825,0.1783,0.0602
3,WEEKDAY,12,0.0000,0.3305,0.1249,1.0504,0.9427,0.8504,0.0000,0.3392,0.1860,0.0602
3,WEEKDAY,13,0.0000,0.3668,0.1258,1.0113,1.1496,0.8784,0.0000,0.5228,0.1882,0.0618
3,WEEKDAY,14,0.0000,0.3838,0.1269,0.9886,1.2925,0.9230,0.0000,0.7795,0.1894,0.0728
3,WEEKDAY,15,0.0000,0.4008,0.1291,0.9984,1.3622,0.9445,0.0000,0.9332,0.1916,0.0899
3,WEEKDAY,16,0.0578,1.4435,0.3649,1.0284,1.4066,0.9398,0.0000,1.0010,0.1933,0.1010
3,WEEKDAY,17,0.0591,1.5205,0.4236,1.0315,1.4297,0.9387,0.0000,1.0227,0.1940,0.1077
3,WEEKDAY,18,0.0659,1.1990,0.3895,0.9912,1.4989,0.9202,0.2814,1.0291,0.1933,0.1095
3,WEEKDAY,19,0.0710,1.1447,0.4082,0.8242,1.4940,0.9045,0.2814,1.0222,0.1887,0.1089
3,WEEKDAY,20,0.0831,1.0350,0.4137,0.5311,1.3707,0.8924,0.2814,0.9726,0.1775,0.1016
3,WEEKDAY,21,0.0960,0.9188,0.4083,0.3447,1.1634,0.8701,0.2814,0.9185,0.1520,0.0925
3,WEEKDAY,22,0.1096,0.7532,0.3790,0.2168,0.9029,0.8595,0.2814,0.8566,0.0982,0.0777
3,WEEKDAY,23,0.1231,0.6195,0.3215,0.1429,0.6133,0.8350,0.2814,0.7833,0.0179,0.0680
3,SATURDAY,0,0.0000,0.0028,0.0161,0.1193,0.4304,0.8226,0.2814,0.6611,0.0141,0.0631
3,SATURDAY,1,0.0000,0.0000,0.0000,0.1166,0.2704,0.8105,0.2814,0.5257,0.0127,0.0601
3,SATURDAY,2,0.0000,0.0000,0.0000,0.1166,0.1225,0.7993,0.2814,0.3955,0.0123,0.0563
3,SATURDAY,3,0.0000,0.0000,0.0000,0.1166,0.0551,0.7894,0.2814,0.2867,0.0115,0.0494
3,SATURDAY,4,0.0000,0.0000,0.0000,0.1166,0.0388,0.7802,0.2814,0.2091,0.0098,0.0347
3,SATURDAY,5,0.0000,0.0000,0.0000,0.1206,0.0428,0.7848,0.2814,0.1586,0.0081,0.0214
3,SATURDAY,6,0.0252,0.0000,0.0161,0.1561,0.0871,0.7767,0.0000,0.1344,0.0085,0.0182
3,SATURDAY,7,0.0119,0.0000,0.0161,0.2715,0.2060,0.7731,0.0000,0.1434,0.1423,0.0259
3,SATURDAY,8,0.0000,0.0090,0.0161,0.4906,0.4121,0.7759,0.0000,0.1736,0.1497,0.0394
3,SATURDAY,9,0.0202,0.0784,0.0889,0.7640,0.6412,0.7949,0.0000,0.2085,0.1601,0.0528
