"CK_SiteID","Building Size","Region","County","City","State","Zip","Zip_notes","Heating Zone","Heating Zone_notes","Cooling Zone","Cooling Zone_notes","Electric Utility","Gas Utility","BPA Utility","Strata Territory","Strata Population Estimate","Strata Population Estimate_notes","Site Case Weight","Site Case Weight_Notes","Site Visit Date","Site Visit Date_notes","Vintage","Vintage_notes","N Floors","N Floors_notes","In MF Complex","Qty Buildings in Complex","Qty Buildings in Complex_notes","Qty Studio Units","Qty Studio Units_notes","Qty One-Bedroom Units","Qty One-Bedroom Units_notes","Qty Two-Bedroom Units","Qty Two-Bedroom Units_notes","Qty Three-Bedroom Units","Qty Three-Bedroom Units_notes","Qty Four-Bedroom Units","Qty Four-Bedroom Units_notes","Total Units in Building","Total Units in Building_notes","Limited to 55 or Older","Limited to Low Income","Construction","Framing Type","Foundation Type","Commercial Space in Building","Parking Provided","Parking Lot","Covered Lot","Open Garage","Enclosed Garage","Parking Area Directly Illuminated","Parking Area (sq ft)","Parking Area (sq ft)_notes","Parking Stalls","Parking Stalls_notes","Parking Reserved for Commercial","Parking Reserved for Commercial_notes","Parking Notes","Interior Building Common Areas","Elevator Qty","Elevator Qty_notes","Pool Type","Pool Cover","Pool Solar Assist","Pool Location","Pool Heating Fuel","Pool Availability (months)","Pool Availability (months)_notes","Qty Residential Floors","Qty Residential Floors_notes","Qty Non-Residential Floors","Qty Non-Residential Floors_notes","Qty Parking Floors","Qty Parking Floors_notes","Qty Storage/Mechanical Floors","Qty Storage/Mechanical Floors_notes","Residential Area (sq ft)","Residential Area (sq ft)_notes","Interior Common Area (sq ft)","Interior Common Area (sq ft)_notes","Total Enclosed Area (sq ft)","Total Enclosed Area (sq ft)_notes","Commercial Area (sq ft)","Commercial Area (sq ft)_notes","Grocery Area (sq ft)","Grocery Area (sq ft)_notes","Office Area (sq ft)","Office Area (sq ft)_notes","Retail Area (sq ft)","Retail Area (sq ft)_notes","Other Commercial Area (sq ft)","Other Commercial Area (sq ft)_notes","Vacant Area (sq ft)","Vacant Area (sq ft)_notes","Total Ceiling Area","Total Ceiling Area_notes","Total Ceiling U-Value","Total Ceiling U-Value_notes","Ceiling UA","Ceiling UA-Notes","Total Wall Area","Total Wall Area_notes","Total Wall U-Value","Total Wall U-Value_notes","Wall UA","Wall UA_notes","Total Floor Area","Total Floor Area_notes","Total Floor U-Value","Total Floor U-Value_notes","Floor UA","Floor UA_notes","Total Window Area","Total Window Area_notes","Window UA","Window UA_notes","Whole House UA","Whole House UA_notes","Area of Conditioned Common Space","Area of Conditioned Common Space_notes","Total Residential Floor Area","Total Residential Floor Area_notes","Total Non-Residential Floor Area","Total Non-Residential Floor Area_notes","Total Conditioned Area","Total Conditioned Area_notes","Primary Heating System","Primary Heating Fuel","Primary Cooling System","Central Building Heat","Common Area Primary Heating System","Common Area Primary Heating Fuel","Common Area Primary Cooling System","Annual Residential Electric Usage (kWh)","Annual Residential Electric Usage (kWh)_notes","Annual Non-Residential Electric Usage (kWh)","Annual Non-Residential Electric Usage (kWh)_notes","Annual Electric Usage (kWh)","Annual Electric Usage (kWh)_notes","Annual Residential Gas Usage (Therms)","Annual Residential Gas Usage (Therms)_notes","Annual Non-Residential Gas Usage (Therms)","Annual Non-Residential Gas Usage (Therms)_notes","Annual Gas Usage (Therms)","Annual Gas Usage (Therms)_notes","Annual Residential Electric Usage (kBtu)","Annual Residential Electric Usage (kBtu)_notes","Annual Non-Residential Electric Usage (kBtu)","Annual Non-Residential Electric Usage (kBtu)_notes","Annual Electric Usage (kBtu)","Annual Electric Usage (kBtu)_notes","Annual Residential Gas Usage (kBtu)","Annual Residential Gas Usage (kBtu)_notes","Annual Non-Residential Gas Usage (kBtu)","Annual Non-Residential Gas Usage (kBtu)_notes","Annual Gas Usage (kBtu)","Annual Gas Usage (kBtu)_notes"
"BLDG_00070","Apartment Building (3 or fewer floors)","Western Washington","Clark, WA","VANCOUVER","WA",98665,,1,,1,,"Clark PUD",,"Y","BPA",2181,,41.9500,,7/11/2017 12:00:00 AM,,1975,,2.00000,,"Yes",3,,0,,12,,17,,3,,0,,33,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",4718.0000,,32,,0,,"NA","No",0,,"Pool - unheated","No","No","Outdoor","NA",4.00000,,3.00000,,0.0000,,1.0000,,0.0000,,38880.0000,,4200.0000,,43080.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,14360.0000,,0.0253,,363.1000,,18816.0000,,0.1007,,1894.7000,,14360.0000,,0.0723,,1037.8000,,3714.8000,,42.8000,,4707.2000,,4200.0000,,38880.0000,,0.0000,,43080.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",7938.3000,,,"N/A",261962.6000,,,"N/A",,"N/A",,"N/A",27085.3500,,,"N/A",893816.5000,,,"N/A",,"N/A",,"N/A"
"BLDG_00071","Apartment Building (3 or fewer floors)","Western Washington","Cowlitz, WA","WOODLAND","WA",98674,,1,,1,,"Cowlitz PUD",,"Y","BPA",2181,,41.9500,,7/25/2017 12:00:00 AM,,1978,,2.00000,,"No",1,,0,,60,,2,,0,,0,,62,,"Yes","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",14000.0000,,72,,0,,"NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,42752.0000,,10864.0000,,53616.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",38430.0000,,0.0446,,1715.7000,,37650.0000,,0.0730,,2748.0000,,38430.0000,,0.0373,,1433.7000,,3250.6000,,19.9000,,7132.7000,,10864.0000,,42752.0000,,0.0000,,53616.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",4673.5000,,87671.1000,,377427.6000,,,"N/A",,"N/A",,"N/A",15945.9500,,299133.7000,,1287782.8000,,,"N/A",,"N/A",,"N/A"
"BLDG_00072","Apartment Building (3 or fewer floors)","Western Washington","Cowlitz, WA","LONGVIEW","WA",98632,,1,,1,,"Cowlitz PUD",,"Y","BPA",2181,,41.9500,,7/13/2017 12:00:00 AM,,1976,,2.00000,,"No",1,,0,,6,,0,,0,,0,,6,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",1200.0000,,5,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,3536.0000,,,"NA",3536.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",1768.0000,,0.0446,,78.9000,,2895.0000,,0.0978,,283.0000,,1768.0000,,0.0776,,137.2000,,251.0000,,15.9000,,594.5000,,0.0000,,3536.0000,,0.0000,,3536.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",5575.8000,,,"N/A",33454.8000,,,"N/A",,"N/A",,"N/A",19024.6200,,,"N/A",114147.7000,,,"N/A",,"N/A",,"N/A"
"BLDG_00073","Apartment Building (3 or fewer floors)","Western Washington","Clark, WA","VANCOUVER","WA",98683,,1,,1,,"Clark PUD",,"Y","BPA",2181,,41.9500,,9/6/2017 12:00:00 AM,,1995,,2.00000,,"Yes",40,,0,,0,,8,,0,,0,,8,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","Yes","NA",,"NA",,"NA",0,,"Difficult to estimate size/spaces due to shared parking as a part of a complex","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,4376.0000,,,"NA",4376.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2188.0000,,0.0446,,97.7000,,5032.0000,,0.0533,,268.3000,,2188.0000,,0.0988,,216.1000,,532.2000,,25.3000,,784.3000,,0.0000,,4376.0000,,0.0000,,4376.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",7516.7000,,,"N/A",60133.7000,,,"N/A",,"N/A",,"N/A",25647.0300,,,"N/A",205176.2000,,,"N/A",,"N/A",,"N/A"
"BLDG_00074","Apartment Building (3 or fewer floors)","Western Washington","Clark, WA","VANCOUVER","WA",98683,,1,,1,,"Clark PUD",,"Y","BPA",2181,,41.9500,,7/20/2017 12:00:00 AM,,1987,,3.00000,,"Yes",16,,0,,8,,4,,0,,0,,12,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",,"NA",,"NA",0,,"No clear designation of parking spaces between buildings","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,10432.0000,,,"NA",10432.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3936.0000,,0.0253,,99.5000,,16362.0000,,0.0533,,872.4000,,3936.0000,,0.0935,,367.9000,,690.8000,,43.4000,,1861.2000,,0.0000,,10432.0000,,0.0000,,10432.0000,,"Electric Baseboard","Electric","Packaged HP","N/A","N/A","N/A","N/A",8541.8000,,,"N/A",102502.0000,,,"N/A",,"N/A",,"N/A",29144.7200,,,"N/A",349736.7000,,,"N/A",,"N/A",,"N/A"
"BLDG_00075","Apartment Building (3 or fewer floors)","Puget Sound","Snohomish, WA","LYNNWOOD","WA",98036,,1,,1,,"Snohomish PUD",,"Y","SnoPUD",2183,,77.9700,,3/24/2017 12:00:00 AM,,1997,,3.00000,,"Yes",19,,0,,12,,0,,0,,0,,12,,"No","Yes","Frame","Wood","Mixed Crawlspace and Conditioned Basement","No","Yes","Yes","No","No","No","NA",,"NA",,"NA",0,,"Parking not directly associated with individual buildings","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,1.0000,,10950.0000,,,"NA",10950.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",5475.0000,,0.3700,,2025.8000,,9010.0000,,0.0978,,880.7000,,5475.0000,,,"Exclude",,"Exclude",999.2000,,58.3000,,,"Exclude",0.0000,,10950.0000,,0.0000,,10950.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00076","Apartment Building (4 to 6 floors)","Idaho","Ada, ID","BOISE","ID",83702,,1,,3,,"Idaho Power Co",,"N","Non-BPA",3217,,178.7300,,2/25/2016 12:00:00 AM,,1974,,5.00000,,"No",1,,40,,25,,2,,0,,0,,67,,"No","Yes","Frame over concrete slab","Masonry","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",5544.0000,,18,,0,,"NA","Yes",2,,"N/A","N/A","NA","N/A","NA",,"NA",5.00000,,0.0000,,0.0000,,0.0000,,41304.0000,,11109.0000,,52413.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,11692.0000,,0.0000,,0.0000,,22905.0000,,,"Exclude",,"Exclude",11692.0000,,0.0353,,412.5000,,3716.6000,,21.1000,,,"Exclude",11109.0000,,41304.0000,,0.0000,,52413.0000,,"Ceiling Radiant Heat","N/A","N/A","N/A","N/A","N/A","N/A",5740.4000,,95737.9000,,480342.5000,,,"N/A",,"N/A",,"N/A",19586.1300,,326657.8000,,1638928.6000,,,"N/A",,"N/A",,"N/A"
"BLDG_00077","Apartment Building (3 or fewer floors)","Idaho","Cassia, ID","BURLEY","ID",83318,,2,,2,,"City of Burley",,"Y","BPA",888,,59.2000,,6/14/2017 12:00:00 AM,,,"Unknown",3.00000,,"Yes",2,,0,,24,,0,,0,,0,,24,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",4680.0000,,43,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,1.0000,,0.0000,,19320.0000,,,"NA",19320.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",6440.0000,,0.0253,,162.8000,,8400.0000,,0.0838,,703.8000,,6440.0000,,0.0397,,255.5000,,1263.3000,,39.5000,,2069.9000,,0.0000,,19320.0000,,0.0000,,19320.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",9109.9000,,,"N/A",218638.0000,,,"N/A",,"N/A",,"N/A",31083.0300,,,"N/A",745992.8000,,,"N/A",,"N/A",,"N/A"
"BLDG_00078","Apartment Building (3 or fewer floors)","Idaho","Cassia, ID","BURLEY","ID",83318,,2,,2,,"City of Burley",,"Y","BPA",888,,59.2000,,6/13/2017 12:00:00 AM,,1907,,2.00000,,"No",1,,0,,0,,8,,0,,0,,8,,"No","No","Solid masonry","Masonry","> 90% Conditioned Basement","No","Yes","No","Yes","No","No","NA",900.0000,,7,,0,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,7872.0000,,800.0000,,8672.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4376.0000,,0.1351,,591.3000,,6650.0000,,,"Exclude",,"Exclude",4336.0000,,0.0326,,141.3000,,613.3000,,29.1000,,,"Exclude",800.0000,,7872.0000,,0.0000,,8672.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",7715.4000,,,"N/A",61723.2000,,,"N/A",,"N/A",,"N/A",26324.9300,,,"N/A",210599.4000,,,"N/A",,"N/A",,"N/A"
"BLDG_00079","Apartment Building (3 or fewer floors)","Idaho","Bonneville, ID","IDAHO FALLS","ID",83401,,3,,2,,"City of Idaho Falls - (ID)","Intermountain Gas","Y","BPA",888,,59.2000,,6/13/2017 12:00:00 AM,,2007,,3.00000,,"Yes",5,,0,,16,,8,,0,,0,,24,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","Yes","NA",,"NA",,"NA",0,,"Parking for complex as a whole, unclear how much parking is associated with the building in question","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,19392.0000,,,"NA",19392.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",6464.0000,,0.0322,,208.0000,,14560.0000,,0.1173,,1707.9000,,6464.0000,,,"Exclude",,"Exclude",2079.7000,,32.9000,,,"Exclude",0.0000,,19392.0000,,0.0000,,19392.0000,,"Furnace","Natural Gas","Central AC","N/A","N/A","N/A","N/A",3577.4000,,4844.3000,,90702.1000,,217.0000,,,"N/A",5209.2000,,12206.1200,,16528.8000,,309475.6000,,21704.9000,,,"N/A",520918.4000,
"BLDG_00080","Apartment Building (3 or fewer floors)","Idaho","Madison, ID","REXBURG","ID",83440,,3,,1,,"Rocky Mountain Power","Intermountain Gas","N","Non-BPA",3217,,178.7300,,6/15/2017 12:00:00 AM,,2012,,3.00000,,"Yes",16,,0,,0,,24,,0,,0,,24,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",,"NA",24,,0,,"24 spaces are the number or reserved spaces for building in question.  Unreserved spaces are a part of the complex as a whole, difficult to discern what is associated with this building","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,19140.0000,,,"NA",19140.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",6860.0000,,0.0932,,639.4000,,14720.0000,,0.0736,,1083.0000,,6860.0000,,0.0326,,223.5000,,1816.4000,,28.8000,,2636.2000,,0.0000,,19140.0000,,0.0000,,19140.0000,,"Furnace","Natural Gas","N/A","N/A","N/A","N/A","N/A",3653.6000,,,"N/A",87686.7000,,,"N/A",,"N/A",,"N/A",12466.1300,,,"N/A",299187.1000,,,"N/A",,"N/A",,"N/A"
"BLDG_00081","Apartment Building (3 or fewer floors)","Idaho","Madison, ID","REXBURG","ID",83440,,3,,1,,"Rocky Mountain Power","Intermountain Gas","N","Non-BPA",3217,,178.7300,,6/12/2017 12:00:00 AM,,,"Unknown",2.00000,,"Yes",11,,0,,0,,6,,0,,0,,6,,"No","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",5100.0000,,40,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,5670.0000,,,"NA",5670.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3500.0000,,0.0716,,250.5000,,5280.0000,,0.0533,,281.5000,,3500.0000,,0.0855,,299.2000,,832.1000,,52.7000,,1147.5000,,0.0000,,5670.0000,,0.0000,,5670.0000,,"Furnace","Natural Gas","Central AC","N/A","N/A","N/A","N/A",5237.9000,,,"N/A",31427.3000,,723.1000,,,"N/A",4338.7000,,17871.6800,,,"N/A",107230.1000,,72312.2000,,,"N/A",433872.9000,
"BLDG_00082","Apartment Building (3 or fewer floors)","Idaho","Madison, ID","REXBURG","ID",83440,,3,,1,,"Rocky Mountain Power","Intermountain Gas","N","Non-BPA",3217,,178.7300,,6/12/2017 12:00:00 AM,,2003,,2.00000,,"Yes",11,,0,,0,,6,,0,,0,,6,,"No","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",3500.0000,,10,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",1.00000,,0.0000,,0.0000,,0.0000,,6210.0000,,,"NA",6210.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3105.0000,,0.0221,,68.7000,,3968.0000,,0.0533,,211.6000,,3105.0000,,0.0855,,265.4000,,438.3000,,27.8000,,712.3000,,0.0000,,6210.0000,,0.0000,,6210.0000,,"Furnace","Natural Gas","Central AC","N/A","N/A","N/A","N/A",7712.7000,,,"N/A",46276.2000,,351.8000,,,"N/A",2110.8000,,26315.7300,,,"N/A",157894.4000,,35179.2000,,,"N/A",211075.0000,
"BLDG_00083","Apartment Building (3 or fewer floors)","Idaho","Minidoka, ID","HEYBURN","ID",83336,,2,,2,,"City of Heyburn - (ID)",,"Y","BPA",888,,59.2000,,8/19/2017 12:00:00 AM,,2014,,2.00000,,"Yes",13,,0,,0,,4,,0,,0,,4,,"Unknown","Unknown","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",1975.0000,,10,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,4232.0000,,,"NA",4232.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2116.0000,,0.0253,,53.5000,,3456.0000,,0.0606,,209.5000,,2116.0000,,0.0326,,68.9000,,384.4000,,36.5000,,478.0000,,0.0000,,4232.0000,,0.0000,,4232.0000,,"Zonal Heat","Electric","Packaged AC","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00084","Apartment Building (3 or fewer floors)","Idaho","Bonneville, ID","IDAHO FALLS","ID",83401,,3,,2,,"City of Idaho Falls - (ID)",,"Y","BPA",888,,59.2000,,8/17/2017 12:00:00 AM,,1976,,1.00000,,"Yes",3,,1,,0,,4,,0,,0,,5,,"No","No","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","Yes","NA",2560.0000,,2,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",1.00000,,0.0000,,0.0000,,0.0000,,3651.0000,,,"NA",3651.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3651.0000,,0.0716,,261.3000,,2239.8000,,0.0838,,187.7000,,3651.0000,,,"Exclude",,"Exclude",386.8000,,54.2000,,,"Exclude",0.0000,,3651.0000,,0.0000,,3651.0000,,"Zonal Heat","Electric","Packaged AC","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00085","Apartment Building (3 or fewer floors)","Idaho","Bonneville, ID","IDAHO FALLS","ID",83401,,3,,2,,"City of Idaho Falls - (ID)",,"Y","BPA",888,,59.2000,,8/16/2017 12:00:00 AM,,1940,,2.00000,,"No",1,,1,,3,,1,,0,,0,,4,,"No","No","Frame","Wood","> 90% Conditioned Basement","No","Yes","Yes","No","No","No","NA",1140.0000,,4,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,3000.7500,,,"NA",3000.7500,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",8938.0000,,,"Exclude",,"Exclude",2917.0000,,,"Exclude",,"Exclude",1234.0000,,0.0326,,40.2000,,231.5000,,37.4000,,,"Exclude",0.0000,,3000.8000,,0.0000,,3000.8000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",8137.4000,,,"N/A",32549.4000,,,"N/A",,"N/A",,"N/A",27764.6700,,,"N/A",111058.7000,,,"N/A",,"N/A",,"N/A"
"BLDG_00086","Apartment Building (3 or fewer floors)","Idaho","Teton, ID","VICTOR","ID",83455,,3,,1,,"Fall River Rural Electric Coop",,"Y","BPA",888,,59.2000,,8/24/2017 12:00:00 AM,,2006,,2.00000,,"Yes",4,,16,,0,,0,,0,,0,,16,,"No","No","Unknown","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",4000.0000,,22,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",0.00000,,0.0000,,0.0000,,0.0000,,8704.0000,,,"NA",8704.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4352.0000,,0.0253,,110.0000,,5568.0000,,0.0533,,296.9000,,4352.0000,,0.0533,,232.0000,,936.3000,,22.2000,,994.7000,,0.0000,,8704.0000,,0.0000,,8704.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00087","Apartment Building (3 or fewer floors)","Idaho","Minidoka, ID","RUPERT","ID",83350,,2,,2,,"City of rupert",,"Y","BPA",888,,59.2000,,8/15/2017 12:00:00 AM,,1950,,1.00000,,"Yes",7,,0,,4,,0,,0,,0,,4,,"No","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",512.0000,,4,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",0.00000,,0.0000,,0.0000,,0.0000,,2688.0000,,,"NA",2688.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2688.0000,,0.0716,,192.4000,,2224.0000,,0.0952,,211.8000,,2688.0000,,,"Exclude",,"Exclude",352.2000,,61.6000,,,"Exclude",0.0000,,2688.0000,,0.0000,,2688.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00088","Apartment Building (3 or fewer floors)","Idaho","Kootenai, ID","POST FALLS","ID",83854,,2,,2,,"Kootenai Electric Cooperative",,"Y","BPA",888,,59.2000,,9/1/2017 12:00:00 AM,,2014,,2.00000,,"Yes",16,,0,,2,,12,,1,,0,,15,,"No","Yes","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",0.0000,,,"NA",0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,11916.0000,,,"NA",11916.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",5958.0000,,0.0716,,426.5000,,6624.0000,,,"Exclude",,"Exclude",5958.0000,,,"Exclude",,"Exclude",1341.9000,,34.0000,,,"Exclude",0.0000,,11916.0000,,0.0000,,11916.0000,,"Electric Baseboard","Electric","Mini-split HP","N/A","N/A","N/A","N/A",8975.5000,,,"N/A",134632.2000,,,"N/A",,"N/A",,"N/A",30624.3500,,,"N/A",459365.2000,,,"N/A",,"N/A",,"N/A"
"BLDG_00089","Apartment Building (3 or fewer floors)","Idaho","Kootenai, ID","POST FALLS","ID",83854,,2,,2,,"Kootenai Electric Cooperative",,"Y","BPA",888,,59.2000,,9/9/2017 12:00:00 AM,,2010,,2.00000,,"Yes",16,,8,,32,,10,,0,,0,,50,,"No","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","Yes","No","No","NA",2703.0000,,17,,0,,"Lights are on building","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,570.0000,,0.0000,,0.0000,,15096.0000,,,"NA",15666.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",7833.0000,,0.0716,,560.7000,,8016.0000,,0.0533,,427.4000,,7833.0000,,0.0855,,669.6000,,3365.3000,,25.6000,,2936.5000,,0.0000,,15096.0000,,570.0000,,15666.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",9030.4000,,,"N/A",451519.1000,,,"N/A",,"N/A",,"N/A",30811.6700,,,"N/A",1540583.3000,,,"N/A",,"N/A",,"N/A"
"BLDG_00090","Apartment Building (3 or fewer floors)","Idaho","Kootenai, ID","RATHDRUM","ID",83858,,2,,2,,"Kootenai Electric Cooperative",,"Y","BPA",888,,59.2000,,8/8/2017 12:00:00 AM,,1976,,2.00000,,"Yes",4,,0,,0,,4,,2,,0,,6,,"No","No","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","Yes","No","No","NA",8260.0000,,12,,0,,"Only half of parking area is covered","No",0,,"Pool - unheated","No","No","Outdoor","NA",3.00000,,2.00000,,0.0000,,0.0000,,0.0000,,6300.0000,,,"NA",6300.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3150.0000,,0.0716,,225.5000,,4960.0000,,0.0838,,415.6000,,3150.0000,,,"Exclude",,"Exclude",525.8000,,33.3000,,,"Exclude",0.0000,,6300.0000,,0.0000,,6300.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00091","Apartment Building (3 or fewer floors)","Idaho","Kootenai, ID","POST FALLS","ID",83854,,2,,2,,"Kootenai Electric Cooperative",,"Y","BPA",888,,59.2000,,8/7/2017 12:00:00 AM,,2010,,2.00000,,"Yes",20,,0,,2,,6,,2,,0,,10,,"No","Yes","Unknown","Unknown","Unknown","NA","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","NA",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,,"NA",7005.0000,,0.0000,,7005.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",723.6000,,27.5000,,,"Exclude",0.0000,,7005.0000,,0.0000,,7005.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",8783.0000,,,"N/A",87830.2000,,,"N/A",,"N/A",,"N/A",29967.6800,,,"N/A",299676.8000,,,"N/A",,"N/A",,"N/A"
