"CK_SiteID","Building Size","Region","County","City","State","Zip","Zip_notes","Heating Zone","Heating Zone_notes","Cooling Zone","Cooling Zone_notes","Electric Utility","Gas Utility","BPA Utility","Strata Territory","Strata Population Estimate","Strata Population Estimate_notes","Site Case Weight","Site Case Weight_Notes","Site Visit Date","Site Visit Date_notes","Vintage","Vintage_notes","N Floors","N Floors_notes","In MF Complex","Qty Buildings in Complex","Qty Buildings in Complex_notes","Qty Studio Units","Qty Studio Units_notes","Qty One-Bedroom Units","Qty One-Bedroom Units_notes","Qty Two-Bedroom Units","Qty Two-Bedroom Units_notes","Qty Three-Bedroom Units","Qty Three-Bedroom Units_notes","Qty Four-Bedroom Units","Qty Four-Bedroom Units_notes","Total Units in Building","Total Units in Building_notes","Limited to 55 or Older","Limited to Low Income","Construction","Framing Type","Foundation Type","Commercial Space in Building","Parking Provided","Parking Lot","Covered Lot","Open Garage","Enclosed Garage","Parking Area Directly Illuminated","Parking Area (sq ft)","Parking Area (sq ft)_notes","Parking Stalls","Parking Stalls_notes","Parking Reserved for Commercial","Parking Reserved for Commercial_notes","Parking Notes","Interior Building Common Areas","Elevator Qty","Elevator Qty_notes","Pool Type","Pool Cover","Pool Solar Assist","Pool Location","Pool Heating Fuel","Pool Availability (months)","Pool Availability (months)_notes","Qty Residential Floors","Qty Residential Floors_notes","Qty Non-Residential Floors","Qty Non-Residential Floors_notes","Qty Parking Floors","Qty Parking Floors_notes","Qty Storage/Mechanical Floors","Qty Storage/Mechanical Floors_notes","Residential Area (sq ft)","Residential Area (sq ft)_notes","Interior Common Area (sq ft)","Interior Common Area (sq ft)_notes","Total Enclosed Area (sq ft)","Total Enclosed Area (sq ft)_notes","Commercial Area (sq ft)","Commercial Area (sq ft)_notes","Grocery Area (sq ft)","Grocery Area (sq ft)_notes","Office Area (sq ft)","Office Area (sq ft)_notes","Retail Area (sq ft)","Retail Area (sq ft)_notes","Other Commercial Area (sq ft)","Other Commercial Area (sq ft)_notes","Vacant Area (sq ft)","Vacant Area (sq ft)_notes","Total Ceiling Area","Total Ceiling Area_notes","Total Ceiling U-Value","Total Ceiling U-Value_notes","Ceiling UA","Ceiling UA-Notes","Total Wall Area","Total Wall Area_notes","Total Wall U-Value","Total Wall U-Value_notes","Wall UA","Wall UA_notes","Total Floor Area","Total Floor Area_notes","Total Floor U-Value","Total Floor U-Value_notes","Floor UA","Floor UA_notes","Total Window Area","Total Window Area_notes","Window UA","Window UA_notes","Whole House UA","Whole House UA_notes","Area of Conditioned Common Space","Area of Conditioned Common Space_notes","Total Residential Floor Area","Total Residential Floor Area_notes","Total Non-Residential Floor Area","Total Non-Residential Floor Area_notes","Total Conditioned Area","Total Conditioned Area_notes","Primary Heating System","Primary Heating Fuel","Primary Cooling System","Central Building Heat","Common Area Primary Heating System","Common Area Primary Heating Fuel","Common Area Primary Cooling System","Annual Residential Electric Usage (kWh)","Annual Residential Electric Usage (kWh)_notes","Annual Non-Residential Electric Usage (kWh)","Annual Non-Residential Electric Usage (kWh)_notes","Annual Electric Usage (kWh)","Annual Electric Usage (kWh)_notes","Annual Residential Gas Usage (Therms)","Annual Residential Gas Usage (Therms)_notes","Annual Non-Residential Gas Usage (Therms)","Annual Non-Residential Gas Usage (Therms)_notes","Annual Gas Usage (Therms)","Annual Gas Usage (Therms)_notes","Annual Residential Electric Usage (kBtu)","Annual Residential Electric Usage (kBtu)_notes","Annual Non-Residential Electric Usage (kBtu)","Annual Non-Residential Electric Usage (kBtu)_notes","Annual Electric Usage (kBtu)","Annual Electric Usage (kBtu)_notes","Annual Residential Gas Usage (kBtu)","Annual Residential Gas Usage (kBtu)_notes","Annual Non-Residential Gas Usage (kBtu)","Annual Non-Residential Gas Usage (kBtu)_notes","Annual Gas Usage (kBtu)","Annual Gas Usage (kBtu)_notes"
"BLDG_00321","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","TACOMA","WA",98409,,1,,1,,"City of Tacoma",,"Y","BPA",2434,,162.2700,,1/31/2017 12:00:00 AM,,1969,,3.00000,,"No",1,,0,,41,,0,,0,,0,,41,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","No","No","No","No","NA",1500.0000,,12,,0,,"It is not directly illuminated","Yes",2,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,19260.0000,,2400.0000,,21660.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",6420.0000,,0.0253,,162.3000,,10104.0000,,0.0838,,846.6000,,6420.0000,,0.0479,,307.3000,,3044.8000,,28.2000,,2473.3000,,2400.0000,,19260.0000,,0.0000,,21660.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00322","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","TACOMA","WA",98444,,1,,1,,"Elmhurst Mutual Power and Light",,"Y","BPA",2434,,162.2700,,2/1/2017 12:00:00 AM,,1970,,2.00000,,"Yes",14,,0,,18,,0,,0,,0,,18,,"No","No","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",,"NA",,"NA",,"NA","NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,12600.0000,,0.0000,,12600.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",976.0000,,20.6000,,,"Exclude",0.0000,,12600.0000,,0.0000,,12600.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00323","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","LAKEWOOD","WA",98498,,1,,1,,"Puget Sound Energy",,"N","PSE - Non-King County",3653,,117.8300,,1/31/2017 12:00:00 AM,,1964,,2.00000,,"Yes",2,,0,,0,,8,,0,,0,,8,,"Unknown","Unknown","Unknown","Unknown","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",2625.0000,,12,,0,,"It is illuminated by one halide bulb.","Unknown",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,6336.0000,,,"NA",6336.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3168.0000,,0.0446,,141.4000,,2880.0000,,0.4000,,1152.0000,,3168.0000,,0.0847,,268.5000,,311.1000,,14.8000,,1680.1000,,0.0000,,6336.0000,,0.0000,,6336.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",7124.9000,,3364.9000,,60364.2000,,,"N/A",,"N/A",,"N/A",24310.2000,,11481.1000,,205962.7000,,,"N/A",,"N/A",,"N/A"
"BLDG_00324","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","UNIVERSITY PLACE","WA",98467,,1,,1,,"City of Tacoma",,"Y","BPA",2434,,162.2700,,2/3/2017 12:00:00 AM,,,"Unknown",2.00000,,"Yes",14,,0,,0,,8,,0,,0,,8,,"No","Yes","Frame over concrete slab","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",2592.0000,,12,,0,,"It is illuminated","No",0,,"Unknown","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,6920.0000,,,"NA",6920.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3460.0000,,0.0302,,104.5000,,6009.0000,,0.0838,,503.5000,,3460.0000,,0.0764,,264.3000,,765.2000,,36.3000,,1163.0000,,0.0000,,6920.0000,,0.0000,,6920.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00325","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","LAKEWOOD","WA",98499,,1,,1,,"Lakeview Power & Light",,"Y","BPA",2434,,162.2700,,3/14/2017 12:00:00 AM,,,"Unknown",3.00000,,"Yes",12,,0,,12,,0,,0,,0,,12,,"No","No","Frame","Wood","> 90% Conditioned Basement","No","Yes","Yes","Yes","No","No","NA",9100.0000,,26,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,13780.0000,,,"NA",13780.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4593.0000,,0.0446,,205.1000,,10913.0000,,0.1164,,1270.3000,,4593.0000,,0.0723,,331.9000,,1189.8000,,56.6000,,2486.7000,,0.0000,,13780.0000,,0.0000,,13780.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",9652.6000,,14827.0000,,130658.7000,,,"N/A",,"N/A",,"N/A",32934.8100,,50589.6000,,445807.4000,,,"N/A",,"N/A",,"N/A"
"BLDG_00326","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","LAKEWOOD","WA",98499,,1,,1,,"Lakeview Power & Light",,"Y","BPA",2434,,162.2700,,1/31/2017 12:00:00 AM,,1990,,3.00000,,"Yes",8,,0,,4,,8,,2,,0,,14,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",1665.0000,,12,,0,,"Not lit","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,10698.0000,,,"NA",10698.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3674.0000,,0.0253,,92.9000,,14251.0000,,0.0533,,759.9000,,3566.0000,,0.1011,,360.6000,,924.0000,,25.1000,,1564.5000,,0.0000,,10698.0000,,0.0000,,10698.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",9511.6000,,21604.1000,,154766.4000,,,"N/A",,"N/A",,"N/A",32453.5600,,73713.1000,,528062.9000,,,"N/A",,"N/A",,"N/A"
"BLDG_00327","Apartment Building (3 or fewer floors)","Puget Sound","Thurston, WA","OLYMPIA","WA",98502,,1,,1,,"Puget Sound Energy",,"N","PSE - Non-King County",3653,,117.8300,,2/21/2017 12:00:00 AM,,1972,,2.00000,,"Yes",18,,0,,0,,8,,0,,0,,8,,"No","No","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",,"NA",,"NA",,"NA","Lot for entire complex, no specific to building","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,7216.0000,,0.0000,,7216.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,3608.0000,,0.0446,,161.1000,,6400.0000,,0.3600,,2303.8000,,3608.0000,,0.0809,,292.0000,,1226.2000,,58.2000,,3222.9000,,0.0000,,7216.0000,,0.0000,,7216.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",9568.1000,,40298.7000,,116843.8000,,,"N/A",,"N/A",,"N/A",32646.4900,,137499.2000,,398671.1000,,,"N/A",,"N/A",,"N/A"
"BLDG_00328","Apartment Building (3 or fewer floors)","Puget Sound","Whatcom, WA","BELLINGHAM","WA",98225,,1,,1,,"Puget Sound Energy",,"N","PSE - Non-King County",3653,,117.8300,,6/9/2017 12:00:00 AM,,1975,,3.00000,,"No",1,,0,,38,,0,,0,,0,,38,,"Yes","Yes","Frame over concrete slab","Wood","> 90% Slab","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",4.00000,,0.0000,,0.0000,,0.0000,,24331.0000,,4550.0000,,28881.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",9627.0000,,,"Exclude",,"Exclude",12099.2000,,0.1123,,1358.2000,,9627.0000,,0.0000,,0.0000,,1316.3000,,13.2000,,,"Exclude",4550.0000,,24331.0000,,0.0000,,28881.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",4326.6000,,28301.0000,,192713.5000,,,"N/A",,"N/A",,"N/A",14762.5100,,96563.1000,,657538.4000,,,"N/A",,"N/A",,"N/A"
"BLDG_00329","Apartment Building (3 or fewer floors)","Eastern Oregon","Hood River, OR","HOOD RIVER","OR",97031,,1,,1,,"Hood River Electric Cooperative",,"Y","BPA",851,,94.6000,,5/3/2017 12:00:00 AM,,2000,,2.00000,,"Yes",21,,0,,6,,0,,0,,0,,6,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",2560.0000,,7,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,3462.0000,,,"NA",3462.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",1731.0000,,0.0657,,113.7000,,3240.0000,,0.0952,,308.6000,,1731.0000,,0.1255,,217.3000,,427.1000,,27.0000,,801.9000,,0.0000,,3462.0000,,0.0000,,3462.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00330","Apartment Building (3 or fewer floors)","Eastern Oregon","Wasco, OR","THE DALLES","OR",97058,,1,,3,,"Northern Wasco County PUD",,"Y","BPA",851,,94.6000,,5/2/2017 12:00:00 AM,,,"Unknown",2.00000,,"Yes",13,,0,,12,,0,,0,,0,,12,,"No","Yes","Unknown","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",3900.0000,,7,,0,,,"Unknown",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,7840.0000,,,"NA",7840.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3920.0000,,0.0657,,257.6000,,5376.0000,,0.1107,,595.3000,,3920.0000,,0.1255,,492.0000,,517.5000,,16.4000,,1541.5000,,0.0000,,7840.0000,,0.0000,,7840.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00331","Apartment Building (3 or fewer floors)","Eastern Oregon","Jefferson, OR","MADRAS","OR",97741,,2,,1,,"Pacific Power",,"N","Non-BPA",664,,82.9800,,5/5/2017 12:00:00 AM,,1960,,2.00000,,"Yes",3,,0,,5,,4,,0,,0,,9,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",2100.0000,,13,,0,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,6806.0000,,392.0000,,7198.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3938.0000,,0.0657,,258.7000,,5528.0000,,0.0978,,540.4000,,3938.0000,,0.0721,,284.0000,,492.1000,,20.8000,,1270.1000,,392.0000,,6806.0000,,0.0000,,7198.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",7668.6000,,,"N/A",69017.1000,,,"N/A",,"N/A",,"N/A",26165.1300,,,"N/A",235486.2000,,,"N/A",,"N/A",,"N/A"
"BLDG_00332","Apartment Building (3 or fewer floors)","Eastern Oregon","Jefferson, OR","MADRAS","OR",97741,,2,,1,,"Pacific Power",,"N","Non-BPA",664,,82.9800,,4/27/2017 12:00:00 AM,,,"Unknown",3.00000,,"No",1,,0,,24,,0,,0,,0,,24,,"Yes","Yes","Frame","Wood","Other","No","Yes","Yes","No","No","No","NA",,"NA",,"NA",0,,"Not allowed to measure parking","Yes",1,,"Unknown","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,14376.0000,,0.0000,,14376.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",1744.0000,,27.6000,,,"Exclude",0.0000,,14376.0000,,0.0000,,14376.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",5535.3000,,,"N/A",132848.0000,,,"N/A",,"N/A",,"N/A",18886.5500,,,"N/A",453277.3000,,,"N/A",,"N/A",,"N/A"
"BLDG_00333","Apartment Building (3 or fewer floors)","Eastern Oregon","Jefferson, OR","MADRAS","OR",97741,,2,,1,,"Pacific Power",,"N","Non-BPA",664,,82.9800,,4/12/2017 12:00:00 AM,,1991,,2.00000,,"Yes",6,,0,,0,,4,,0,,0,,4,,"No","No","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",1460.0000,,7,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,3628.0000,,,"NA",3628.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",1814.0000,,0.0657,,119.2000,,2706.0000,,0.0838,,226.7000,,1814.0000,,0.1255,,227.7000,,216.2000,,20.5000,,655.7000,,0.0000,,3628.0000,,0.0000,,3628.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00334","Apartment Building (3 or fewer floors)","Eastern Oregon","Jefferson, OR","MADRAS","OR",97741,,2,,1,,"Pacific Power",,"N","Non-BPA",664,,82.9800,,4/27/2017 12:00:00 AM,,1970,,2.50000,,"Yes",4,,0,,0,,12,,0,,0,,12,,"Unknown","Unknown","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",6400.0000,,20,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,8610.0000,,,"NA",8610.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",6290.0000,,0.0532,,334.7000,,13455.0000,,,"Exclude",,"Exclude",6290.0000,,0.1255,,789.4000,,934.3000,,29.6000,,,"Exclude",0.0000,,8610.0000,,0.0000,,8610.0000,,"Packaged HP","N/A","N/A","N/A","N/A","N/A","N/A",7524.8000,,,"N/A",90297.6000,,,"N/A",,"N/A",,"N/A",25674.6300,,,"N/A",308095.6000,,,"N/A",,"N/A",,"N/A"
"BLDG_00335","Apartment Building (3 or fewer floors)","Eastern Oregon","Baker, OR","BAKER CITY","OR",97814,,2,,1,,"Oregon Trail Electric Cooperative",,"Y","BPA",851,,94.6000,,4/11/2017 12:00:00 AM,,1981,,2.00000,,"Yes",2,,0,,12,,0,,0,,0,,12,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",8160.0000,,19,,0,,"There is another apartment complex next to this one that shares the parking lot.","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,8922.0000,,294.0000,,9216.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4608.0000,,,"Exclude",,"Exclude",4352.0000,,0.0606,,263.8000,,4608.0000,,0.0431,,198.6000,,757.2000,,24.0000,,,"Exclude",294.0000,,8922.0000,,0.0000,,9216.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00336","Apartment Building (3 or fewer floors)","Eastern Oregon","Morrow, OR","BOARDMAN","OR",97818,,1,,2,,"Umatilla Electric Cooperative",,"Y","BPA",851,,94.6000,,8/4/2017 12:00:00 AM,,1970,,2.00000,,"Yes",2,,0,,0,,2,,2,,0,,4,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",630.0000,,4,,0,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,3536.0000,,486.0000,,4022.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2266.0000,,0.0657,,148.9000,,4076.0000,,0.0838,,341.5000,,2266.0000,,,"Exclude",,"Exclude",288.3000,,27.4000,,,"Exclude",486.0000,,3536.0000,,0.0000,,4022.0000,,"Furnace","Electric","Central AC","N/A","Zonal Heat","Electric","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00337","Apartment Building (3 or fewer floors)","Eastern Oregon","Union, OR","ISLAND CITY","OR",97850,,2,,2,,"Oregon Trail Electric Cooperative",,"Y","BPA",851,,94.6000,,4/5/2017 12:00:00 AM,,2015,,2.00000,,"Yes",3,,0,,0,,8,,0,,0,,8,,"No","Yes","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",600.0000,,3,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,7084.0000,,,"NA",7084.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3542.0000,,0.0197,,69.7000,,3312.0000,,0.0533,,176.6000,,3542.0000,,0.0326,,115.4000,,792.8000,,37.7000,,662.9000,,0.0000,,7084.0000,,0.0000,,7084.0000,,"Packaged HP","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00338","Apartment Building (3 or fewer floors)","Western Oregon","Clackamas, OR","CANBY","OR",97013,,1,,2,,"Canby Utility Board",,"Y","BPA",2791,,47.3000,,8/2/2017 12:00:00 AM,,1970,,1.00000,,"Yes",8,,0,,2,,2,,0,,0,,4,,"Yes","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",648.0000,,4,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",1.00000,,0.0000,,0.0000,,0.0000,,2772.0000,,,"NA",2772.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2772.0000,,0.0657,,182.1000,,2156.0000,,0.1107,,238.7000,,2772.0000,,0.0391,,108.4000,,287.9000,,27.4000,,638.7000,,0.0000,,2772.0000,,0.0000,,2772.0000,,"Mini-split HP","Electric","Mini-split HP","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00339","Apartment Building (3 or fewer floors)","Western Oregon","Columbia, OR","SAINT HELENS","OR",97051,,1,,1,,"Columbia River PUD",,"Y","BPA",2791,,47.3000,,8/15/2017 12:00:00 AM,,,"Unknown",2.00000,,"No",1,,12,,0,,0,,0,,0,,12,,"No","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",1400.0000,,10,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,8952.0000,,,"NA",8952.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4662.0000,,0.0657,,306.3000,,8672.0000,,0.0838,,726.6000,,4662.0000,,0.1221,,569.0000,,1063.5000,,33.7000,,2006.1000,,0.0000,,8952.0000,,0.0000,,8952.0000,,"Zonal Heat","Electric","Packaged AC","N/A","N/A","N/A","N/A",7398.8000,,,"N/A",88785.1000,,,"N/A",,"N/A",,"N/A",25244.5600,,,"N/A",302934.7000,,,"N/A",,"N/A",,"N/A"
"BLDG_00340","Apartment Building (3 or fewer floors)","Western Oregon","Washington, OR","FOREST GROVE","OR",97116,,1,,1,,"City of Forest Grove",,"Y","BPA",2791,,47.3000,,7/26/2017 12:00:00 AM,,1960,,1.00000,,"Yes",14,,0,,6,,0,,0,,0,,6,,"Yes","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",13770.0000,,84,,5,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",1.00000,,0.0000,,0.0000,,0.0000,,2655.0000,,,"NA",2655.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2655.0000,,0.0390,,103.6000,,1664.0000,,0.1107,,184.3000,,2655.0000,,0.0572,,151.8000,,402.5000,,47.0000,,721.5000,,0.0000,,2655.0000,,0.0000,,2655.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00341","Apartment Building (3 or fewer floors)","Western Oregon","Marion, OR","SALEM","OR",97301,,1,,1,,"Portland General Electric",,"N","Non-BPA",12217,,239.5600,,9/29/2017 12:00:00 AM,,1968,,2.00000,,"Yes",18,,0,,8,,0,,0,,0,,8,,"No","No","Unknown","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",,"NA",,"NA",0,,"Parking for complex as a whole, unclear how much parking is associated with the surveyed building","No",0,,"N/A","NA","NA","NA","NA",,"NA",0.00000,,0.0000,,0.0000,,0.0000,,4608.0000,,,"NA",4608.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2304.0000,,0.0657,,151.4000,,4224.0000,,0.1107,,467.7000,,2304.0000,,0.1255,,289.2000,,318.5000,,27.9000,,1131.2000,,0.0000,,4608.0000,,0.0000,,4608.0000,,"Furnace","Electric","N/A","N/A","Furnace","Electric","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00342","Apartment Building (3 or fewer floors)","Western Oregon","Lincoln, OR","NEWPORT","OR",97365,,1,,1,,"Central Lincoln PUD",,"Y","BPA",2791,,47.3000,,9/7/2017 12:00:00 AM,,2004,,2.00000,,"No",1,,0,,8,,0,,0,,0,,8,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",1404.0000,,8,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,5652.0000,,,"NA",5652.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2826.0000,,0.0657,,185.7000,,3920.0000,,0.0606,,237.6000,,2826.0000,,0.0633,,178.9000,,736.3000,,50.9000,,1008.9000,,0.0000,,5652.0000,,0.0000,,5652.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
