"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Game System Release","Used for DVD or Bluray","Used to access Internet","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00007452","SITE_01326","Room_00018448","Game Console","No",,"Unknown","CG837144090","Sony","Cech2502a","No","Unknown","Yes","Yes","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007453","SITE_01326","Room_00018448","Game Console","No",,"Unknown","LU54632551","Nintendo","Rvl001-usa","No","Unknown","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007455","SITE_01327","Room_00018480","Game Console","Yes",1985,,"N/A","Nintendo","NES-001","No","Original","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00007466","SITE_01332","Room_00018531","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007450","SITE_01333","Room_00018546","Game Console","No",,"Unknown","Unknown","Sony","Ps3","No","Unknown","Yes","Yes","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00007461","SITE_01340","Room_00018644","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007479","SITE_01344","Room_00018699","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007451","SITE_01346","Room_00018734","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Yes","Yes","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00007454","SITE_01346","Room_00018736","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Unknown","Unknown","Could not access nameplate","Bedroom_8","Bedroom"
"Appliance_00007529","SITE_01354","Room_00018823","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Unknown","Unknown","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006872","SITE_01363","Room_00004062","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00006873","SITE_01372","Room_00004170","Game Console","No",,"Unknown","Unknown","Sony","Ps4","Unknown","Unknown","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006874","SITE_01375","Room_00004195","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","Tag was worn away.","Bedroom_1","Bedroom"
"Appliance_00006875","SITE_01377","Room_00004225","Game Console","No",,"Unknown","MB727395342","Sony","Cuh-1215a","No","Slim","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006876","SITE_01380","Room_00004262","Game Console","Yes",2007,,"Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006877","SITE_01382","Room_00004296","Game Console","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006878","SITE_01382","Room_00004293","Game Console","No",,"Unknown","263748523843","Microsoft","1439","Unknown","Slim","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006879","SITE_01383","Room_00004308","Game Console","No",,"Unknown","Unknown","Microsoft","360","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006880","SITE_01390","Room_00004385","Game Console","No",,"Unknown","CHO59851448","Sony","Cech-2501a","No","Original","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006881","SITE_01390","Room_00004385","Game Console","No",,"Unknown","KU40093031","Nintendo","Rvl-101(USA)","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006882","SITE_01391","Room_00004391","Game Console","Yes",2012,,"Unknown","Sony","CECH-4001B","Yes","Slim","Yes","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006883","SITE_01391","Room_00004396","Game Console","Yes",2014,,"Unknown","Sony","CUH-1115A","Yes","Unknown","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00006884","SITE_01393","Room_00004415","Game Console","No",,"Unknown","CG659484862-CECH-2101A","Sony","Ps3","Unknown","Slim","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006885","SITE_01395","Room_00004446","Game Console","No",,"Unknown","MB333719907","Sony","Cuh-1115","No","Original","Yes","Yes","Yes","N/A","Bedroom_7","Bedroom"
"Appliance_00006886","SITE_01397","Room_00004471","Game Console","No",,"Unknown","Unknown","Sony","PS3","Unknown","Slim","Yes","Yes","Yes","Customer doesnt want model recorded","Bedroom_7","Bedroom"
"Appliance_00006887","SITE_01397","Room_00004475","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","Customer did not wish to give out Xbox information","Living Room_1","Living Room"
"Appliance_00006888","SITE_01399","Room_00004487","Game Console","No",,"Unknown","Unknown","Hyperkin","M05932-wh","No","Original","No","No","No","Support for NES and SNES game","Bedroom_1","Bedroom"
"Appliance_00006889","SITE_01399","Room_00004491","Game Console","No",,"Unknown","MB069375453","Sony","Cuh1001a","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006890","SITE_01402","Room_00004531","Game Console","Yes",2013,,"Unknown","Microsoft","1439","Unknown","Slim","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006892","SITE_01415","Room_00004682","Game Console","No",,"Unknown","Unknown","Microsoft","XboxOne","No","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006893","SITE_01416","Room_00004699","Game Console","Yes",2012,,"Unknown","Microsoft","Xbox360","No","Unknown","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006894","SITE_01419","Room_00004741","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox","Unknown","Original","Yes","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006895","SITE_01428","Room_00004896","Game Console","No",,"Unknown","Unknown","Sony","Ps3","Unknown","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006896","SITE_01430","Room_00004924","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006897","SITE_01431","Room_00004938","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox360","Unknown","Original","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006898","SITE_01431","Room_00004938","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox","Unknown","Original","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006899","SITE_01437","Room_00005060","Game Console","No",,"Unknown","LU51007034 0","Nintendo","RVL-001","Unknown","Original","No","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00006900","SITE_01438","Room_00005072","Game Console","Yes",2015,,"Unknown","Microsoft","Model 1540","Unknown","Original","No","Yes","Yes","N/A","Dining Room_1","Dining Room"
"Appliance_00006901","SITE_01441","Room_00005121","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","Can't access rear of system","Living Room_1","Living Room"
"Appliance_00006902","SITE_01445","Room_00005185","Game Console","Yes",2006,,"Unknown","Nintendo","RVL-101","Unknown","Slim","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006903","SITE_01448","Room_00005228","Game Console","No",,"Unknown","Unknown","Sony","Ps2","Unknown","Original","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006904","SITE_01452","Room_00005279","Game Console","No",,"Unknown","400462521105","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006905","SITE_01453","Room_00005309","Game Console","Yes",2011,,"Unknown","Microsoft","Unknown","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006906","SITE_01457","Room_00005368","Game Console","No",,"Unknown","LU65793625","Nintendo","Rvl001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006907","SITE_01459","Room_00005403","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00006908","SITE_01462","Room_00005473","Game Console","Yes",2011,,"Unknown","Microsoft","1439","Unknown","Slim","No","Yes","Yes","N/A","Family Room_3","Family Room"
"Appliance_00006909","SITE_01472","Room_00005607","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00006910","SITE_01477","Room_00005689","Game Console","No",,"Unknown","Unknown","Hyperkin","Mo5932-wh","No","Original","No","No","No","Support for NES and SNES game","Bedroom_6","Bedroom"
"Appliance_00006911","SITE_01477","Room_00005689","Game Console","No",,"Unknown","Unknown","Nintendo","SNS-001","No","Original","No","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00006912","SITE_01477","Room_00005689","Game Console","No",,"Unknown","AU2919150","Sony","Econ-7701","No","Slim","Yes","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00006913","SITE_01480","Room_00005745","Game Console","No",,"Unknown","Unknown","Microsoft","Xboxone","No","Original","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006914","SITE_01495","Room_00005967","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","Unknown","Original","No","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006915","SITE_01495","Room_00005951","Game Console","No",,"Unknown","Unknown","Sony","Ps3","Unknown","Original","Yes","Unknown","Yes","N/A","Attic_1","Attic"
"Appliance_00006916","SITE_01497","Room_00005994","Game Console","No",,"Unknown","Unknown","Sony","PlayStation","Unknown","Original","No","No","Unknown","N/A","Bedroom_4","Bedroom"
"Appliance_00006917","SITE_01498","Room_00006014","Game Console","No",,"Unknown","LU118558455","Nintendo","Role-001","Unknown","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006918","SITE_01498","Room_00006014","Game Console","No",,"Unknown","010028304608","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006919","SITE_01498","Room_00006014","Game Console","No",,"Unknown","CG317628232","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006920","SITE_01498","Room_00006014","Game Console","No",,"Unknown","Unknown","Sony","Such-101","Unknown","Original","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00006921","SITE_01498","Room_00006014","Game Console","No",,"Unknown","Unknown","Sony","Scph-70012","Unknown","Slim","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00007530","SITE_01517","Room_00025677","Game Console","Unknown",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006922","SITE_01522","Room_00006267","Game Console","No",,"Unknown","LU72464720","Nintendo","Rvl-001","Unknown","Unknown","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00006923","SITE_01522","Room_00006267","Game Console","Yes",2008,,"Unknown","Sony","Cechh01","Unknown","Original","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00006924","SITE_01526","Room_00006295","Game Console","No",,"Unknown","Unknown","Sony","Ps3","Unknown","Original","Yes","Unknown","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006925","SITE_01532","Room_00006340","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006926","SITE_01535","Room_00006367","Game Console","Yes",2010,,"Unknown","Microsoft","Xbox 360","No","Unknown","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007010","SITE_01547","Room_00019030","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007013","SITE_01548","Room_00019039","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","Could not access nameplate, beneath vcr in furniture","Family Room_1","Family Room"
"Appliance_00007014","SITE_01548","Room_00019046","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007017","SITE_01555","Room_00019128","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006927","SITE_01556","Room_00019142","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Slim","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007044","SITE_01558","Room_00019177","Game Console","Yes",2007,,"N/A","Sony","CECH-2501A","No","Original","Unknown","Unknown","Yes","N/A","Office_1","Office"
"Appliance_00007045","SITE_01558","Room_00019177","Game Console","Yes",2009,,"N/A","Microsoft","Unknown","Unknown","Slim","Unknown","Unknown","Yes","N/A","Office_1","Office"
"Appliance_00007041","SITE_01564","Room_00019257","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007015","SITE_01566","Room_00019295","Game Console","No",,"Unknown","Unknown","Sony","Ps2","No","Original","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00007038","SITE_01575","Room_00019437","Game Console","No",,"Unknown","Unknown","Sony","PlayStation 3","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007024","SITE_01584","Room_00019568","Game Console","Yes",2015,,"N/A","Microsoft","1540","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007025","SITE_01584","Room_00019568","Game Console","Yes",2006,,"N/A","Nintendo","RVL-001(USA)","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006928","SITE_01589","Room_00019645","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Unknown","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007074","SITE_01595","Room_00019728","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","No","Back of console inaccessible","Bedroom_1","Bedroom"
"Appliance_00007043","SITE_01600","Room_00019799","Game Console","Yes",2006,,"N/A","Nintendo","RVL-001(USA)","No","Slim","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007007","SITE_01602","Room_00019830","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Slim","No","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007008","SITE_01602","Room_00019830","Game Console","Yes",2007,,"N/A","Sony","CECH-2501A","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007009","SITE_01602","Room_00019830","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006985","SITE_01603","Room_00019834","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007075","SITE_01603","Room_00019843","Game Console","Yes",2006,,"N/A","Nintendo","RVL-001(USA)","No","Original","Unknown","Unknown","No","N/A","Bedroom_6","Bedroom"
"Appliance_00007076","SITE_01603","Room_00019843","Game Console","No",,"Unknown","CK507097886","Sony","CECHK01","No","Original","Unknown","Unknown","Unknown","N/A","Bedroom_6","Bedroom"
"Appliance_00007079","SITE_01604","Room_00019862","Game Console","No",,"Unknown","LU53472399","Nintendo","RVL-001(USA)","No","Original","No","Unknown","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007002","SITE_01610","Room_00019969","Game Console","No",,"Unknown","Unknown","Nintendo","Wup-101","No","Original","No","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006939","SITE_01616","Room_00020047","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006940","SITE_01616","Room_00020055","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00006973","SITE_01617","Room_00020070","Game Console","No",,"Unknown","Unknown","Sony","PS4","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00006974","SITE_01617","Room_00020073","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox One","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007046","SITE_01621","Room_00020123","Game Console","No",,"Unknown","LU585902645","Nintendo","RVL-001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007047","SITE_01621","Room_00020123","Game Console","Yes",2008,,"N/A","Sony","CECHL01","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007036","SITE_01626","Room_00020174","Game Console","No",,"Unknown","090635554248","Microsoft","1540","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007037","SITE_01630","Room_00020219","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Slim","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007042","SITE_01630","Room_00020227","Game Console","No",,"Unknown","Unknown","Microsoft","360","No","Slim","No","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007048","SITE_01636","Room_00020293","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Unknown","Yes","Yes","Yes","Could not access the nameplate","Living Room_1","Living Room"
"Appliance_00007049","SITE_01636","Room_00020293","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Unknown","Yes","No","Yes","Could not access nameplate","Living Room_1","Living Room"
"Appliance_00007050","SITE_01636","Room_00020297","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Slim","No","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007029","SITE_01657","Room_00020532","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","No","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007069","SITE_01658","Room_00020535","Game Console","No",,"Unknown","Unknown","Nintendo","Wup-101","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007070","SITE_01658","Room_00020535","Game Console","No",,"Unknown","LU74899750","Nintendo","Rvl-001","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007071","SITE_01658","Room_00020539","Game Console","Yes",2012,,"N/A","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007039","SITE_01674","Room_00020741","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007040","SITE_01674","Room_00020750","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Family Room_2","Family Room"
"Appliance_00006994","SITE_01675","Room_00020756","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007011","SITE_01678","Room_00020783","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007012","SITE_01678","Room_00020784","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Unknown","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00006967","SITE_01683","Room_00020853","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","No","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00023146","SITE_01687","Room_00025833","Game Console","Yes",2011,,"N/A","Microsoft","1439","Unknown","Slim","Yes","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00006975","SITE_01688","Room_00020892","Game Console","Yes",2012,,"N/A","Nintendo","WUP-101(02)","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006976","SITE_01688","Room_00020892","Game Console","Yes",2014,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006977","SITE_01688","Room_00020894","Game Console","Yes",2009,,"N/A","Sony","18B 11786597","No","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006964","SITE_01689","Room_00020897","Game Console","No",,"Unknown","Unknown","Sony","Ps3","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006965","SITE_01689","Room_00020902","Game Console","No",,"Unknown","Unknown","Sony","Ps3","No","Slim","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00006963","SITE_01690","Room_00020919","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox360","No","Original","Yes","Yes","No","N/A","Family Room_1","Family Room"
"Appliance_00007265","SITE_01695","Room_00020964","Game Console","No",,"Unknown","316430463748","Microsoft","1681","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007266","SITE_01695","Room_00020964","Game Console","No",,"Unknown","LU82697765","Nintendo","rvl-001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007153","SITE_01701","Room_00021043","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00006931","SITE_01729","Room_00021296","Game Console","No",,"Unknown","PK219781219","Sony","SCPH-70012","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007006","SITE_01732","Room_00021327","Game Console","Yes",2006,,"N/A","Nintendo","RVL-001(USA)","No","Slim","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007016","SITE_01740","Room_00021399","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","Yes","Yes","N/A","Living Room_3","Living Room"
"Appliance_00006929","SITE_01741","Room_00021412","Game Console","Yes",2009,,"N/A","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","Connected to computer monitor rather than television.  Monitor external, 27 inches wide","Family Room_1","Family Room"
"Appliance_00006984","SITE_01751","Room_00021498","Game Console","No",,"Unknown","Unknown","Sony","Ps3","No","Unknown","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006968","SITE_01780","Room_00021721","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006981","SITE_01781","Room_00021728","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox one","No","Unknown","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006982","SITE_01781","Room_00021728","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Slim","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007198","SITE_01783","Room_00021747","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007199","SITE_01787","Room_00021778","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","Yes","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00007200","SITE_01790","Room_00021802","Game Console","No",,"Unknown","HU3658993","Sony","Scph-79001","No","Unknown","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00007201","SITE_01792","Room_00021831","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007202","SITE_01792","Room_00021831","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006945","SITE_01800","Room_00021910","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006962","SITE_01802","Room_00021934","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00007018","SITE_01804","Room_00021948","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox one","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007019","SITE_01804","Room_00021948","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007020","SITE_01804","Room_00021948","Game Console","No",,"Unknown","Unknown","Nintendo","Wii U","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006957","SITE_01810","Room_00021992","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00007072","SITE_01812","Room_00022013","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","No","N/A","Living Room_3","Living Room"
"Appliance_00007073","SITE_01812","Room_00022013","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","No","Yes","Yes","N/A","Living Room_3","Living Room"
"Appliance_00007203","SITE_01826","Room_00022159","Game Console","No",,"Unknown","Unknown","Nintendo","WUP-101(02)","No","Slim","No","No","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00007204","SITE_01826","Room_00022159","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Slim","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007205","SITE_01826","Room_00022159","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007206","SITE_01833","Room_00022239","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007207","SITE_01834","Room_00022252","Game Console","No",,"Unknown","CF616519842","Sony","CECH3001-B","No","Original","Unknown","Unknown","Yes","N/A","Bedroom_8","Bedroom"
"Appliance_00007208","SITE_01835","Room_00022267","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Slim","Yes","No","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007209","SITE_01838","Room_00022311","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Slim","No","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007210","SITE_01838","Room_00022311","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","No","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007211","SITE_01838","Room_00022311","Game Console","No",,"Unknown","Unknown","Nintendo","Wii U","No","Original","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00007212","SITE_01839","Room_00022328","Game Console","Yes",2008,,"N/A","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007213","SITE_01843","Room_00022369","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007214","SITE_01843","Room_00022369","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007215","SITE_01843","Room_00022369","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007216","SITE_01843","Room_00022369","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
