"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Game System Release","Used for DVD or Bluray","Used to access Internet","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00007167","SITE_00004","Room_00006410","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007378","SITE_00015","Room_00006532","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Unknown","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00022792","SITE_00016","Room_00025841","Game Console","No",2013,,"MB0787209237","Sony","cuh-1001a","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00022793","SITE_00016","Room_00025842","Game Console","Yes",2012,,"N/A","Microsoft","rcpm/1410-0292","No","Slim","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00022794","SITE_00016","Room_00006552","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","No access to console for nameplate information","Bedroom_1","Bedroom"
"Appliance_00022795","SITE_00016","Room_00006549","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","No access to nameplate","Living Room_1","Living Room"
"Appliance_00022796","SITE_00017","Room_00006561","Game Console","No",2017,,"LU152330062","Nintendo","Rvl-001","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022797","SITE_00017","Room_00006568","Game Console","Yes",2010,,"N/A","Microsoft","1439","No","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007168","SITE_00018","Room_00006577","Game Console","No",,"Unknown","FU6404114","Nintendo","Scph-50001","No","Unknown","Unknown","Unknown","Unknown","N/A","Office_1","Office"
"Appliance_00007169","SITE_00018","Room_00006577","Game Console","Yes",2008,,"N/A","Sony","Cechg01","No","Original","Unknown","Unknown","Unknown","N/A","Office_1","Office"
"Appliance_00007442","SITE_00026","Room_00006669","Game Console","Yes",2010,,"N/A","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007447","SITE_00029","Room_00006696","Game Console","No",,"Unknown","LU72529435","Nintendo","Evil-001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007448","SITE_00029","Room_00006695","Game Console","No",,"Unknown","Unknown","Sony","PS4","No","Original","No","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00022798","SITE_00038","Room_00006791","Game Console","Yes",2013,,"N/A","Sony","PlayStation 4 Model: CUH-1001A","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022799","SITE_00038","Room_00006791","Game Console","No",2017,,"LU72550393","Nintendo","RVL-001","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007446","SITE_00039","Room_00006811","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022800","SITE_00040","Room_00006812","Game Console","No",2013,,"Unknown","Sony","PlayStation 4","Unknown","Original","Yes","Yes","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00022801","SITE_00040","Room_00006812","Game Console","No",2011,,"Unknown","Microsoft","Xbox 360","Unknown","Original","Yes","Yes","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00022802","SITE_00040","Room_00006819","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_7","Bedroom"
"Appliance_00007087","SITE_00044","Room_00006850","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007120","SITE_00047","Room_00006876","Game Console","No",,"Unknown","Unknown","Sony","PS4","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007143","SITE_00051","Room_00006914","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bathroom_1","Bathroom"
"Appliance_00007097","SITE_00056","Room_00006964","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007437","SITE_00059","Room_00006978","Game Console","No",,"Unknown","Unknown","Microsoft","1540","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007119","SITE_00062","Room_00007012","Game Console","No",,"Unknown","MB267505492","Sony","Cuh-1115a","No","Original","Yes","Yes","Unknown","N/A","Kitchen_1","Kitchen"
"Appliance_00007086","SITE_00065","Room_00007035","Game Console","Yes",2016,,"N/A","Sony","Cuh-2015a","No","Slim","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007438","SITE_00068","Room_00007058","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00007439","SITE_00068","Room_00007058","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00007138","SITE_00070","Room_00007079","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00007117","SITE_00072","Room_00007095","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007118","SITE_00072","Room_00007095","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007094","SITE_00075","Room_00007129","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007499","SITE_00094","Room_00007279","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007500","SITE_00094","Room_00007279","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007449","SITE_00097","Room_00007303","Game Console","Yes",2008,,"N/A","Microsoft","360","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007434","SITE_00104","Room_00007347","Game Console","No",,"Unknown","LU20933984","Nintendo","RVL-001(USA)","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007460","SITE_00110","Room_00007393","Game Console","Yes",2010,,"N/A","Sony","Cech-2501a","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007432","SITE_00113","Room_00007416","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Unknown","No","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007428","SITE_00113","Room_00007409","Game Console","No",,"Unknown","213821424343","Microsoft","Unknown","Unknown","Original","Yes","No","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007429","SITE_00113","Room_00007409","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","Unknown","N/A","Bedroom_6","Bedroom"
"Appliance_00007433","SITE_00118","Room_00007452","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007444","SITE_00123","Room_00007499","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007445","SITE_00123","Room_00007499","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007443","SITE_00126","Room_00007521","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","No","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007435","SITE_00129","Room_00007552","Game Console","No",,"Unknown","AU3632273","Sony","Ntscu/c","No","Slim","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00007102","SITE_00146","Room_00007760","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","Yes","Yes","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00007103","SITE_00146","Room_00007760","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00007104","SITE_00146","Room_00007760","Game Console","No",,"Unknown","Unknown","Nintendo","Wii U","No","Original","No","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00007099","SITE_00146","Room_00007754","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007440","SITE_00152","Room_00007841","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007441","SITE_00152","Room_00007845","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007128","SITE_00158","Room_00007919","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007262","SITE_00162","Room_00007976","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007376","SITE_00165","Room_00008023","Game Console","No",,"Unknown","CF431001591","Sony","Unknown","Unknown","Slim","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00007081","SITE_00174","Room_00008145","Game Console","Yes",2010,,"N/A","Sony","CECH-2501A","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007082","SITE_00174","Room_00008154","Game Console","No",,"Unknown","LU96618086","Nintendo","RVL-001(USA)","No","Slim","Yes","Unknown","Unknown","N/A","Hall_1","Hall"
"Appliance_00007095","SITE_00176","Room_00008185","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007096","SITE_00176","Room_00008185","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007501","SITE_00180","Room_00025539","Game Console","Unknown",,"Unknown","Unknown","Sony","Unknown","No","Unknown","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007502","SITE_00181","Room_00025548","Game Console","Unknown",,"Unknown","Unknown","Nintendo","NUS-001","No","Unknown","Unknown","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007503","SITE_00181","Room_00025548","Game Console","Unknown",,"Unknown","Unknown","Sony","SCPH-79001","No","Unknown","Unknown","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007504","SITE_00186","Room_00025615","Game Console","Unknown",,"Unknown","Unknown","Nintendo","Wii","No","Unknown","Unknown","Unknown","Unknown","N/A","Bedroom_4","Bedroom"
"Appliance_00007505","SITE_00188","Room_00025633","Game Console","Unknown",,"Unknown","Unknown","Microsoft","Slim","No","Slim","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007506","SITE_00189","Room_00025649","Game Console","Unknown",,"Unknown","Unknown","Microsoft","Unknown","No","Unknown","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006767","SITE_00191","Room_00000029","Game Console","No",,"Unknown","434791120405","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007490","SITE_00193","Room_00008220","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007380","SITE_00194","Room_00008223","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00007393","SITE_00195","Room_00008235","Game Console","Yes",2014,,"N/A","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007392","SITE_00195","Room_00008237","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00007384","SITE_00196","Room_00008243","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007382","SITE_00199","Room_00008276","Game Console","Yes",2011,,"N/A","Microsoft","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007383","SITE_00201","Room_00008314","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007381","SITE_00201","Room_00008308","Game Console","No",,"Unknown","GW70172197","Nintendo","WUP-001(02)","No","Original","No","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007495","SITE_00206","Room_00008373","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Bedroom_6","Bedroom"
"Appliance_00007496","SITE_00206","Room_00008374","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Unknown","Unknown","Unknown","N/A","Bedroom_7","Bedroom"
"Appliance_00007497","SITE_00206","Room_00008375","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","Unknown","Unknown","Unknown","N/A","Bedroom_8","Bedroom"
"Appliance_00007507","SITE_00213","Room_00008420","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Slim","No","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00006768","SITE_00234","Room_00000044","Game Console","Yes",2009,,"Unknown","Microsoft","518587193705","Unknown","Original","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006769","SITE_00237","Room_00000104","Game Console","No",,"Unknown","Unknown","Microsoft","XBOX 360","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006770","SITE_00237","Room_00000104","Game Console","No",,"Unknown","LU33262803","Nintendo","RVL-001","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006771","SITE_00238","Room_00000112","Game Console","No",,"Unknown","Unknown","Nintendo","Wiiu","No","Original","Yes","Yes","Yes","N/A","Bedroom_4","Bedroom"
"Appliance_00006772","SITE_00238","Room_00000112","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Slim","Yes","Yes","Yes","N/A","Bedroom_4","Bedroom"
"Appliance_00006773","SITE_00242","Room_00000171","Game Console","No",,"Unknown","HU7712258","Sony","SCOH-90001","No","Slim","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006774","SITE_00245","Room_00000211","Game Console","No",,"Unknown","FU1204416","Sony","Scph-70001","Unknown","Slim","Yes","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00006775","SITE_00245","Room_00000213","Game Console","Yes",2009,,"Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","Model but serial #","Family Room_1","Family Room"
"Appliance_00006776","SITE_00247","Room_00000248","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","Unknown","Original","Yes","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00006777","SITE_00248","Room_00000258","Game Console","No",,"Unknown","428856220605","Microsoft","1439","No","Slim","Yes","No","No","N/A","Bedroom_4","Bedroom"
"Appliance_00006778","SITE_00251","Room_00000293","Game Console","No",,"Unknown","Unknown","Sony","PS3","Unknown","Original","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006779","SITE_00256","Room_00000357","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00006780","SITE_00259","Room_00000397","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","No","Unknown","N/A","Bedroom_3","Bedroom"
"Appliance_00006781","SITE_00270","Room_00000569","Game Console","Yes",2015,,"Unknown","Sony","Cuh-1215a","Unknown","Original","Yes","Yes","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006782","SITE_00271","Room_00000580","Game Console","Yes",2012,,"Unknown","Microsoft","Unknown","Unknown","Original","No","No","No","No model but serial available","Bedroom_3","Bedroom"
"Appliance_00006783","SITE_00274","Room_00000619","Game Console","No",,"Unknown","FU6355342","Sony","Scph-77001","Unknown","Slim","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00006784","SITE_00282","Room_00000726","Game Console","No",,"Unknown","Unknown","Microsoft","XBOX 360","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006785","SITE_00283","Room_00000737","Game Console","No",,"Unknown","CK022009128-CECHK01","Sony","Ps3","No","Unknown","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006786","SITE_00284","Room_00000754","Game Console","No",,"Unknown","Unknown","Sony","PS3","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006787","SITE_00284","Room_00000754","Game Console","No",,"Unknown","Unknown","Nintendo","Super nintendo","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006788","SITE_00289","Room_00000809","Game Console","No",,"Unknown","Unknown","Sony","PS4","Unknown","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006789","SITE_00291","Room_00000839","Game Console","No",,"Unknown","LU66332278","Nintendo","Unknown","Unknown","Unknown","No","No","Unknown","Tag was worn away.","Living Room_1","Living Room"
"Appliance_00006790","SITE_00292","Room_00000852","Game Console","No",,"Unknown","HW20412274","Nintendo","Rvl-201","Unknown","Unknown","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006791","SITE_00292","Room_00000852","Game Console","No",,"Unknown","Unknown","Sony","Cuh-1115a","Unknown","Original","Yes","No","No","N/A","Family Room_1","Family Room"
"Appliance_00006792","SITE_00293","Room_00000866","Game Console","No",,"Unknown","HU7464814","Sony","Scph-90001","Unknown","Slim","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006793","SITE_00293","Room_00000872","Game Console","No",,"Unknown","Unknown","Sony","Cech-4001c","Unknown","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007411","SITE_00296","Room_00008722","Game Console","Yes",2009,,"N/A","Sony","CECH-2001A","No","Original","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007379","SITE_00298","Room_00008749","Game Console","No",,"Unknown","112822553448","Microsoft","1540","No","Original","Unknown","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007416","SITE_00299","Room_00008755","Game Console","Yes",2010,,"N/A","Microsoft","1439","No","Slim","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007417","SITE_00299","Room_00008755","Game Console","No",,"Unknown","HW20457979","Nintendo","RVL-201","No","Mini","No","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007484","SITE_00306","Room_00008834","Game Console","Yes",2012,,"N/A","Microsoft","1439","No","Slim","No","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007485","SITE_00306","Room_00008834","Game Console","Yes",2004,,"N/A","Microsoft","Unknown","No","Original","No","No","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00007489","SITE_00311","Room_00008878","Game Console","No",,"Unknown","ku62394482","Nintendo","rvl-101","No","Unknown","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007494","SITE_00315","Room_00008915","Game Console","No",,"Unknown","LU116811828","Nintendo","Rvl001","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007488","SITE_00321","Room_00008971","Game Console","Yes",2001,,"N/A","Nintendo","Rvl-001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007508","SITE_00324","Room_00008994","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Unknown","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00006794","SITE_00333","Room_00000929","Game Console","Yes",2015,,"Unknown","Microsoft","1540","Unknown","Original","No","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006795","SITE_00334","Room_00000943","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006796","SITE_00334","Room_00000953","Game Console","Yes",2013,,"Unknown","Microsoft","1538","No","Original","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00006797","SITE_00338","Room_00001017","Game Console","Yes",2014,,"Unknown","Microsoft","Xbox360","Unknown","Original","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006798","SITE_00347","Room_00001154","Game Console","Yes",2010,,"Unknown","Microsoft","Unknown","Unknown","Slim","Yes","Yes","No","N/A","Family Room_1","Family Room"
"Appliance_00006799","SITE_00349","Room_00001193","Game Console","Yes",2012,,"Unknown","Nintendo","WUP-101(02)","Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Living Room_2","Living Room"
"Appliance_00006800","SITE_00350","Room_00001208","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox one","No","Unknown","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006801","SITE_00355","Room_00001283","Game Console","Yes",2011,,"Unknown","Microsoft","1439","Unknown","Slim","Yes","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006802","SITE_00357","Room_00001309","Game Console","Yes",2011,,"Unknown","Microsoft","1439","No","Slim","Yes","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00006803","SITE_00357","Room_00001309","Game Console","No",,"Unknown","U4008106","Sony","SCPH30001","No","Original","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00006804","SITE_00357","Room_00001313","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox","No","Original","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006805","SITE_00358","Room_00001323","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006806","SITE_00358","Room_00001329","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","Unknown","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00006807","SITE_00363","Room_00001408","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00006808","SITE_00370","Room_00001510","Game Console","No",,"Unknown","MB012025824","Sony","Cuh1001a","No","Original","Yes","Yes","No","N/A","Bedroom_7","Bedroom"
"Appliance_00006809","SITE_00373","Room_00001564","Game Console","No",,"Unknown","Unknown","Sony","Ps4","Unknown","Original","No","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00006810","SITE_00373","Room_00001573","Game Console","No",,"Unknown","Unknown","Sony","CECHP01","No","Original","Yes","Yes","Yes","N/A","Living Room_3","Living Room"
"Appliance_00006811","SITE_00383","Room_00001721","Game Console","Yes",2011,,"Unknown","Microsoft","77093032906218273807","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006812","SITE_00383","Room_00001721","Game Console","No",,"Unknown","AB856741119","Sony","Cech-4001b","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006813","SITE_00383","Room_00001717","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_2","Family Room"
"Appliance_00006814","SITE_00383","Room_00001717","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_2","Family Room"
"Appliance_00006815","SITE_00384","Room_00001734","Game Console","No",,"Unknown","LU961303356","Nintendo","Wii","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006816","SITE_00389","Room_00001812","Game Console","No",,"Unknown","LU631370145","Nintendo","Rvl-001","Unknown","Unknown","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007412","SITE_00390","Room_00009061","Game Console","No",,"Unknown","Unknown","Nintendo","RVL-001(USA)","No","Original","Yes","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00007413","SITE_00394","Room_00009103","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007406","SITE_00397","Room_00009148","Game Console","No",,"Unknown","FW42603524","Nintendo","WIP-101(02)","No","Original","Yes","Yes","Yes","N/A","Family Room_3","Family Room"
"Appliance_00007418","SITE_00398","Room_00009178","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Slim","No","Yes","No","N/A","Bedroom_4","Bedroom"
"Appliance_00007419","SITE_00399","Room_00009188","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007420","SITE_00399","Room_00009188","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007421","SITE_00399","Room_00009188","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007422","SITE_00399","Room_00009188","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007408","SITE_00403","Room_00009252","Game Console","No",,"Unknown","KU61205878","Nintendo","RVL-101(USA)","No","Original","Unknown","Unknown","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00007409","SITE_00403","Room_00009252","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Unknown","Unknown","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00007410","SITE_00403","Room_00009252","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Unknown","Unknown","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00007407","SITE_00409","Room_00009363","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007424","SITE_00410","Room_00009372","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007486","SITE_00412","Room_00009398","Game Console","No",,"Unknown","LU72336627","Nintendo","Rvl-001","No","Unknown","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007487","SITE_00412","Room_00009406","Game Console","Yes",2013,,"N/A","Sony","Cech-4021a","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007423","SITE_00416","Room_00009462","Game Console","No",,"Unknown","FS1598778","Sony","SCPH-70012","No","Slim","No","No","No","N/A","Basement_2","Basement"
"Appliance_00007334","SITE_00420","Room_00009509","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007345","SITE_00421","Room_00009525","Game Console","Yes",2006,,"N/A","Nintendo","RVL-101","No","Slim","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007170","SITE_00422","Room_00009540","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007509","SITE_00423","Room_00009551","Game Console","No",,"Unknown","Unknown","Sony","PS4","No","Original","No","No","No","N/A","Living Room_1","Living Room"
