"PK_Envelope_ID","CK_SiteID","Floor Type","Floor Sub-Type","Floor Area","Floor Area_notes","Floor Perimeter","Floor Perimeter_notes","Foundation Wall Area","Foundation Wall Area_notes","Type of Area Below","Area Below Heated","Framing Type","Framing Size","Framing Spacing","Framing Spacing_notes","Crawlspace Vents Present","Crawlspace Vents Blocked","Basement Percent Below Grade","Basement Percent Below Grade_notes","Central Heating Equipment in Basement","Ducting in Basement","Slab Heated","Slab Insulated","Slab Insulation Position","Slab Insulation Type 1","Slab Insulation Thickness 1","Slab Insulation Thickness 1_notes","Slab Insulation Condition 1","Slab Insulation Condition 1_notes","Slab Insulation Type 2","Slab Insulation Thickness 2","Slab Insulation Thickness 2_notes","Slab Insulation Condition 2","Slab Insulation Condition 2_notes","Slab Insulation Type 3","Slab Insulation Thickness 3","Slab Insulation Thickness 3_notes","Slab Insulation Condition 3","Slab Insulation Condition 3_notes","Framed Floor Insulated","Framed Floor Insulation Type 1","Framed Floor Insulation Thickness 1","Framed Floor Insulation Thickness 1_notes","Framed Floor Insulation Condition 1","Framed Floor Insulation Condition 1_notes","Framed Floor Insulation Type 2","Framed Floor Insulation Thickness 2","Framed Floor Insulation Thickness 2_notes","Framed Floor Insulation Condition 2","Framed Floor Insulation Condition 2_notes","Framed Floor Insulation Type 3","Framed Floor Insulation Thickness 3","Framed Floor Insulation Thickness 3_notes","Framed Floor Insulation Condition 3","Framed Floor Insulation Condition 3_notes","Framed Floor Insulation R-Value","Framed Floor Insulation R-Value_notes","Crawlspace Walls Insulated","Crawlspace Wall Insulation Type 1","Crawlspace Wall Insulation Condition 1","Crawlspace Wall Insulation Condition 1_notes","Crawlspace Wall Insulation Type 2","Crawlspace Wall Insulation Thickness 2","Crawlspace Wall Insulation Thickness 2_notes","Crawlspace Wall Insulation Condition 2","Crawlspace Wall Insulation Condition 2_notes","Crawlspace Wall Exteriors Insulated","Crawlspace Wall Exterior Insulation Type 1","Crawlspace Wall Exterior Insulation Thickness 1","Crawlspace Wall Exterior Insulation Thickness 1_notes","Crawlspace Wall Exterior Insulation Condition 1","Crawlspace Wall Exterior Insulation Condition 1_notes","Crawlspace Wall Exterior Insulation Type 2","Crawlspace Wall Exterior Insulation Thickness 2","Crawlspace Wall Exterior Insulation Thickness 2_notes","Crawlspace Wall Exterior Insulation Condition 2","Crawlspace Wall Exterior Insulation Condition 2_notes","Crawlspace Wall Interior Insulation R-Value","Crawlspace Wall Interior Insulation R-Value_notes","Crawlspace Wall Exterior Insulation R-Value","Crawlspace Wall Exterior Insulation R-Value_notes","Crawlspace Wall Below Grade U-Value","Crawlspace Wall Below Grade U-Value_notes","Crawlspace Wall Above Grade U-Value","Crawlspace Wall Above Grade U-Value_notes","Foundation Wall U-Value","Foundation Wall U-Value_notes","Foundation Wall Heat Loss Rate (UA)","Foundation Wall Heat Loss Rate (UA)_notes","Foundation F-Value","Foundation F-Value_notes","Ground Contact Heat Loss Rate (UA)","Ground Contact Heat Loss Rate (UA)_notes","Framed Floor U-Value","Framed Floor U-Value_notes","Framed Floor Heat Loss Rate (UA)","Framed Floor Heat Loss Rate (UA)_notes","Final Floor / Foundation Heat Loss Rate (UA)","Final Floor / Foundation Heat Loss Rate (UA)_notes","Heat Loss Components","Floor Notes"
"Envelope_00008953","SITE_00993","Basement","Conditioned",688.0000,,138.0000,,"408.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.3000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2263,"Estimated based on homes of similar vintage",92.3436,,0.5631,"Estimated based on homes of similar vintage",77.7046,,0.2127,,146.3480,,77.7046,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008954","SITE_00993","Floor over other area","Frame",148.0000,,48.6600,"Estimated","243.31","Estimated","Garage","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2780,"Estimated",67.6282,,0.7300,"Estimated",35.5233,,0.0490,"Estimated based on homes of similar vintage",7.2548,,6.7781,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008955","SITE_00994","Slab","N/A",400.0000,,80.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,58.4000,,,"N/A",,"N/A",58.4000,,"Components: Ground Contact UA","N/A"
"Envelope_00008956","SITE_00995","Crawlspace","Unconditioned",1141.0000,,148.0000,,"592.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",16,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"Yes","Fiberglass Batts",1.0000,,"N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0000,,0.0700,,0.3010,,0.1855,,109.8014,,0.6800,,100.6400,,0.0395,,45.0300,,37.0929,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008957","SITE_00996","Basement","Conditioned",2050.0000,,190.0000,,"1,226.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.9000,,"Yes","Insulated","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1900,,232.9400,,0.4600,,87.4000,,0.2127,,436.0659,,87.4000,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008958","SITE_00996","Slab","N/A",1416.0000,,190.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.3600,"Estimated based on homes of similar vintage",68.4000,,,"N/A",,"N/A",68.4000,,"Components: Ground Contact UA","N/A"
"Envelope_00008959","SITE_00997","Basement","Conditioned",1205.0000,,146.5000,,"1,176.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.9000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2720,,319.8839,,0.4600,,67.3900,,0.2127,,256.3217,,67.3900,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008960","SITE_00998","Crawlspace","Unconditioned",1487.0000,,161.5000,,"646.00","Estimated","N/A","N/A","Joist","2x6 or 4x6",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,"Yes","Closed-Cell Spray Foam",1.0000,,"Fiberglass batts",3.5000,,1.0000,,"No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",23.4350,,0.0000,,0.0400,,0.2638,,0.1519,,98.1430,,0.6900,,111.4350,,0.0490,,72.8909,,72.8909,,"Components: Framed Floor UA","Homeowner is a contractor and was able to supply information."
"Envelope_00008961","SITE_00998","Cantilever","N/A",78.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0490,,3.8235,,3.8235,,"Components: Framed Floor UA","N/A"
"Envelope_00008962","SITE_00999","Basement","Conditioned",650.0000,,103.0000,,"231.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.5000,,"No","No Exposed Ducts in Basement","Unknown","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",1.2933,,298.7552,,0.6300,,64.8900,,0.2127,,138.2648,,64.8900,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008963","SITE_00999","Crawlspace","Unconditioned",650.0000,,103.0000,,"412.00","Estimated","N/A","N/A","Joist","2x10 or 4x10",16,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,280.1808,,0.5900,,60.7700,,0.2127,,138.2648,,98.3722,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008964","SITE_01000","Crawlspace","Unconditioned",938.0000,,119.0000,,"476.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,323.7040,,0.5900,,70.2100,,0.0743,,69.6544,,59.1884,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008965","SITE_01000","Slab","N/A",240.0000,,68.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,49.6400,,,"N/A",,"N/A",49.6400,,"Components: Ground Contact UA","N/A"
"Envelope_00008966","SITE_01001","Crawlspace","Unconditioned",876.0000,,121.0000,,"484.00","Estimated","N/A","N/A","Joist","2x10 or 4x10",24,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,329.1444,,0.5900,,71.3900,,0.2127,,186.3384,,186.3384,,"Components: Framed Floor UA","Information from owner, could not access"
"Envelope_00008967","SITE_01002","Slab","N/A",632.0000,,108.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,"Estimated based on homes of similar vintage",78.8400,,,"N/A",,"N/A",78.8400,,"Components: Ground Contact UA","N/A"
"Envelope_00009129","SITE_01003","Basement","Conditioned",770.0000,,114.0000,,"798.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.9000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.5162,,411.9618,,0.4600,,52.4400,,0.2127,,163.7906,,52.4400,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00009130","SITE_01003","Crawlspace","Unconditioned",490.0000,,88.0000,,"352.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,0.3500,,,"Unknown",0.5871,,206.6649,,0.5900,,51.9200,,0.1629,"Estimated based on homes of similar vintage",79.8343,,61.0011,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","No access"
"Envelope_00008968","SITE_01004","Cantilever","N/A",13.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2127,"Estimated based on homes of similar vintage",2.7653,,2.7653,,"Components: Framed Floor UA","N/A"
"Envelope_00008969","SITE_01004","Basement","Conditioned",500.0000,,90.0000,,"160.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.5000,,"Unknown","Unknown","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0600,,9.6000,,0.6300,,56.7000,,0.2127,,106.3575,,56.7000,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00009073","SITE_01005","Crawlspace","Unconditioned",572.0000,,96.0000,,"384.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,"Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.6501,"Estimated based on homes of similar vintage",249.6411,,0.5957,"Estimated based on homes of similar vintage",57.1836,,0.0960,,54.8970,,46.5655,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","Crawlspace access locked"
"Envelope_00008970","SITE_01006","Crawlspace","Unconditioned",672.0000,,104.0000,,"416.00","Estimated","N/A","N/A","Post and Beam","2x10 or 4x10",42,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Yes","Blown cellulose",,"Unknown","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8333,,0.0000,,0.0700,,0.3307,,0.2004,,83.3553,,0.6800,,70.7200,,0.2127,,142.9445,,142.9445,,"Components: Framed Floor UA","N/A"
"Envelope_00009059","SITE_01007","Crawlspace","Unconditioned",240.0000,,62.0000,,"248.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,168.6525,,0.5900,,36.5800,,0.1795,"Estimated based on homes of similar vintage",43.0852,,35.6096,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00009060","SITE_01007","Basement","Conditioned",1246.0000,,141.0000,,"987.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.9000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.3770,"Estimated based on homes of similar vintage",372.1205,,0.5631,"Estimated based on homes of similar vintage",79.3938,,0.2127,"Estimated based on homes of similar vintage",265.0430,,79.3938,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00009061","SITE_01007","Cantilever","N/A",21.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2127,"Estimated based on homes of similar vintage",4.4670,,4.4670,,"Components: Framed Floor UA","N/A"
"Envelope_00009112","SITE_01008","Crawlspace","Unconditioned",1152.0000,,136.0000,,"544.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",16,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Yes","Fiberglass Batts",,"Unknown","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0000,,0.0700,,0.3010,,0.1855,,100.8986,,0.6800,,92.4800,,0.2127,,245.0478,,108.0843,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00009113","SITE_01008","Basement","Conditioned",624.0000,,100.0000,,"500.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.3000,,"No","No Exposed Ducts in Basement","Unknown","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.3265,"Estimated based on homes of similar vintage",163.2670,,0.5631,"Estimated based on homes of similar vintage",56.3077,,0.2127,,132.7342,,56.3077,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008971","SITE_01009","Crawlspace","Unconditioned",924.0000,,160.0000,,"640.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,0.5000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9350,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,435.2323,,0.5900,,94.4000,,0.1399,,129.2225,,103.8778,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008972","SITE_01010","Crawlspace","Unconditioned",1008.0000,,135.0000,,"540.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",24,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Yes","Fiberglass Batts",,"Unknown","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9350,,0.0000,,0.0700,,0.2919,,0.1809,,97.7124,,0.6800,,91.8000,,0.2127,,214.4168,,100.5984,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008973","SITE_01010","Slab","N/A",420.0000,,84.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,"Estimated based on homes of similar vintage",61.3200,,,"N/A",,"N/A",61.3200,,"Components: Ground Contact UA","N/A"
"Envelope_00008974","SITE_01010","Cantilever","N/A",44.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0490,"Estimated based on homes of similar vintage",2.1568,,2.1568,,"Components: Framed Floor UA","N/A"
"Envelope_00008975","SITE_01011","Crawlspace","Unconditioned",490.0000,,96.0000,,"384.00","Estimated","N/A","N/A","Unknown","Unknown",16,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"Unknown",,"Unknown",0.3171,"Estimated based on homes of similar vintage",121.7588,,0.6383,"Estimated based on homes of similar vintage",61.2800,,0.2127,,104.2304,,66.4123,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
