"PK_Envelope_ID","CK_SiteID","Floor Type","Floor Sub-Type","Floor Area","Floor Area_notes","Floor Perimeter","Floor Perimeter_notes","Foundation Wall Area","Foundation Wall Area_notes","Type of Area Below","Area Below Heated","Framing Type","Framing Size","Framing Spacing","Framing Spacing_notes","Crawlspace Vents Present","Crawlspace Vents Blocked","Basement Percent Below Grade","Basement Percent Below Grade_notes","Central Heating Equipment in Basement","Ducting in Basement","Slab Heated","Slab Insulated","Slab Insulation Position","Slab Insulation Type 1","Slab Insulation Thickness 1","Slab Insulation Thickness 1_notes","Slab Insulation Condition 1","Slab Insulation Condition 1_notes","Slab Insulation Type 2","Slab Insulation Thickness 2","Slab Insulation Thickness 2_notes","Slab Insulation Condition 2","Slab Insulation Condition 2_notes","Slab Insulation Type 3","Slab Insulation Thickness 3","Slab Insulation Thickness 3_notes","Slab Insulation Condition 3","Slab Insulation Condition 3_notes","Framed Floor Insulated","Framed Floor Insulation Type 1","Framed Floor Insulation Thickness 1","Framed Floor Insulation Thickness 1_notes","Framed Floor Insulation Condition 1","Framed Floor Insulation Condition 1_notes","Framed Floor Insulation Type 2","Framed Floor Insulation Thickness 2","Framed Floor Insulation Thickness 2_notes","Framed Floor Insulation Condition 2","Framed Floor Insulation Condition 2_notes","Framed Floor Insulation Type 3","Framed Floor Insulation Thickness 3","Framed Floor Insulation Thickness 3_notes","Framed Floor Insulation Condition 3","Framed Floor Insulation Condition 3_notes","Framed Floor Insulation R-Value","Framed Floor Insulation R-Value_notes","Crawlspace Walls Insulated","Crawlspace Wall Insulation Type 1","Crawlspace Wall Insulation Condition 1","Crawlspace Wall Insulation Condition 1_notes","Crawlspace Wall Insulation Type 2","Crawlspace Wall Insulation Thickness 2","Crawlspace Wall Insulation Thickness 2_notes","Crawlspace Wall Insulation Condition 2","Crawlspace Wall Insulation Condition 2_notes","Crawlspace Wall Exteriors Insulated","Crawlspace Wall Exterior Insulation Type 1","Crawlspace Wall Exterior Insulation Thickness 1","Crawlspace Wall Exterior Insulation Thickness 1_notes","Crawlspace Wall Exterior Insulation Condition 1","Crawlspace Wall Exterior Insulation Condition 1_notes","Crawlspace Wall Exterior Insulation Type 2","Crawlspace Wall Exterior Insulation Thickness 2","Crawlspace Wall Exterior Insulation Thickness 2_notes","Crawlspace Wall Exterior Insulation Condition 2","Crawlspace Wall Exterior Insulation Condition 2_notes","Crawlspace Wall Interior Insulation R-Value","Crawlspace Wall Interior Insulation R-Value_notes","Crawlspace Wall Exterior Insulation R-Value","Crawlspace Wall Exterior Insulation R-Value_notes","Crawlspace Wall Below Grade U-Value","Crawlspace Wall Below Grade U-Value_notes","Crawlspace Wall Above Grade U-Value","Crawlspace Wall Above Grade U-Value_notes","Foundation Wall U-Value","Foundation Wall U-Value_notes","Foundation Wall Heat Loss Rate (UA)","Foundation Wall Heat Loss Rate (UA)_notes","Foundation F-Value","Foundation F-Value_notes","Ground Contact Heat Loss Rate (UA)","Ground Contact Heat Loss Rate (UA)_notes","Framed Floor U-Value","Framed Floor U-Value_notes","Framed Floor Heat Loss Rate (UA)","Framed Floor Heat Loss Rate (UA)_notes","Final Floor / Foundation Heat Loss Rate (UA)","Final Floor / Foundation Heat Loss Rate (UA)_notes","Heat Loss Components","Floor Notes"
"Envelope_00008927","SITE_00968","Slab","N/A",775.0000,,112.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,81.7600,,,"N/A",,"N/A",81.7600,,"Components: Ground Contact UA","Basement and non-basement portion both have slab foundations"
"Envelope_00012091","SITE_00968","Basement","Unknown",225.0000,,68.0000,,"476.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"Unknown","No","No Exposed Ducts in Basement","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.3772,,179.5706,,0.4600,,31.2800,,0.2001,"Estimated based on homes of similar vintage",45.0318,,37.1068,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","Basement and non-basement portion both have slab foundations"
"Envelope_00008928","SITE_00969","Basement","Conditioned",1030.0000,,158.0000,,"800.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.4000,,"Yes","Uninsulated","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1527,,122.1681,,0.5300,,83.7400,,0.2127,,219.0965,,83.7400,,"Components: Ground Contact UA. (Basement wall details in separate table)","Wood stove disconnected/not used."
"Envelope_00008929","SITE_00970","Slab","N/A",971.0000,,128.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Yes","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,"Estimated based on homes of similar vintage",93.4400,,,"N/A",,"N/A",93.4400,,"Components: Ground Contact UA","N/A"
"Envelope_00008930","SITE_00971","Basement","Conditioned",1265.0000,,156.0000,,"532.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.4000,,"Yes","Uninsulated","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.6801,,361.7869,,0.5900,,92.0400,,0.2127,,269.0846,,92.0400,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008931","SITE_00971","Cantilever","N/A",35.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1264,"Estimated based on homes of similar vintage",4.4241,,4.4241,,"Components: Framed Floor UA","N/A"
"Envelope_00009064","SITE_00972","Basement","Conditioned",875.0000,,120.0000,,"840.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.8500,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2178,,182.9936,,0.4600,,55.2000,,0.2127,,186.1257,,55.2000,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00009065","SITE_00972","Floor over other area","Frame",486.0000,,88.1800,"Estimated","440.91","Estimated","Garage","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2779,"Estimated",122.5505,,0.7300,"Estimated",64.3726,,0.2127,,103.3795,,66.5651,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008933","SITE_00973","Floor over other area","Frame",600.0000,,97.9800,"Estimated","489.90","Estimated","Garage","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2779,"Estimated",136.1672,,0.7300,"Estimated",71.5251,,0.0305,"Estimated based on homes of similar vintage",18.3224,,16.8370,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008932","SITE_00973","Basement","Conditioned",1749.0000,,237.0000,,"1,511.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.7500,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0837,,126.4847,,0.5700,,135.0900,,0.2127,,372.0387,,135.0900,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00009124","SITE_00974","Crawlspace","Unconditioned",1672.0000,,176.0000,,"704.00","Estimated","N/A","N/A","Joist","2x12 or 4x12",16,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Yes","Fiberglass Batts",,"Unknown","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,,"Unknown",,"Unknown",,"Unknown",,"Exclude",,"Exclude",,"Unknown",,"Unknown",0.2127,,355.6596,,,"Exclude","Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008934","SITE_00975","Crawlspace","Unconditioned",988.0000,,128.0000,,"512.00","Estimated","N/A","N/A","Joist","2x6 or 4x6",16,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Yes","Unknown",,"Unknown","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",3.0000,,0.0000,,0.3500,,0.4253,,0.3877,,198.4783,,0.5900,,75.5200,,0.2127,,210.1625,,118.9360,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","Thick black felt."
"Envelope_00008935","SITE_00976","Crawlspace","Unconditioned",1275.0000,,152.0000,,"608.00","Estimated","N/A","N/A","Joist","2x12 or 4x12",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,413.4707,,0.5900,,89.6800,,0.2127,,271.2117,,271.2117,,"Components: Framed Floor UA","N/A"
"Envelope_00008936","SITE_00977","Crawlspace","Conditioned",740.0000,,114.0000,,"456.00","Estimated","N/A","N/A","Joist","2x12 or 4x12",16,,"No","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Yes","Fiberglass Batts",,"Unknown","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9350,,0.0000,,0.0700,,0.2919,,0.1809,,82.5127,,0.6800,,77.5200,,0.2127,,157.4092,,79.3550,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008937","SITE_00978","Basement","Conditioned",1973.2500,,194.0000,,"1,504.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.7500,,"Yes","No Exposed Ducts in Basement","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0599,,90.1479,,0.5600,,108.6400,,0.2127,,419.7401,,108.6400,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008938","SITE_00979","Basement","Conditioned",1008.0000,,128.0000,,"960.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.8000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1895,"Estimated based on homes of similar vintage",181.9238,,0.5631,"Estimated based on homes of similar vintage",72.0738,,0.2127,,214.4168,,72.0738,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008939","SITE_00980","Basement","Conditioned",1159.0000,,150.0000,,"1,158.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.7500,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2585,,299.3693,,0.4600,,69.0000,,0.2127,,246.5368,,69.0000,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008940","SITE_00981","Basement","Conditioned",964.0000,,110.0000,,"878.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1.0000,,"No","No Exposed Ducts in Basement","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1900,,166.8200,,0.4600,,50.6000,,0.2127,,205.0573,,50.6000,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008941","SITE_00982","Crawlspace","Unconditioned",1437.0000,,170.7000,,"682.80","Estimated","N/A","N/A","Joist","2x10 or 4x10",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"Yes","Fiberglass Batts",,"Unknown","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,,"Unknown",,"Unknown",,"Unknown",0.2987,"Estimated based on homes of similar vintage",203.9294,,0.6631,"Estimated based on homes of similar vintage",113.1872,,0.2127,,305.6716,,305.6716,,"Components: Framed Floor UA","Not insulated along adiabatic crawl wall"
"Envelope_00008942","SITE_00983","Slab","N/A",1148.0000,,177.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,129.2100,,,"N/A",,"N/A",129.2100,,"Components: Ground Contact UA","N/A"
"Envelope_00008943","SITE_00984","Crawlspace","Unconditioned",1060.5000,,173.0000,,"692.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,0.5000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,"Yes","Foil-Faced Polyisocyanurate Foam Board",0.5000,,"N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",3.1500,,0.0000,,0.0700,,0.7142,,0.3921,,271.3357,,0.6800,,117.6400,,0.1435,,152.1677,,152.1677,,"Components: Framed Floor UA","Walls not insulated around entire perimeter - only about 50%"
"Envelope_00008944","SITE_00985","Basement","Conditioned",1647.0000,,198.0000,,"693.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.5000,,"Yes","Uninsulated","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0823,"Estimated based on homes of similar vintage",57.0392,,0.5758,"Estimated based on homes of similar vintage",114.0150,,0.2127,,350.3418,,114.0150,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008945","SITE_00986","Crawlspace","Unconditioned",1196.0000,,144.0000,,"576.00","Estimated","N/A","N/A","Post and Beam","Unknown",24,,"Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,0.3500,,,"Unknown",0.5871,,338.1789,,0.5900,,84.9600,,0.1629,"Estimated based on homes of similar vintage",194.8608,,133.4194,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008946","SITE_00987","Basement","Conditioned",1716.0000,,184.0000,,"1,398.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.9000,,"No","Partially insulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",9.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",30.6900,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,"Estimated based on homes of similar vintage",0.0000,,,"Unknown",,"Unknown",0.0348,,59.7130,,,"Exclude","Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008947","SITE_00988","Basement","Conditioned",1585.0000,,199.0000,,"800.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.5000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1352,"Estimated based on homes of similar vintage",108.1434,,0.5758,"Estimated based on homes of similar vintage",114.5908,,0.2127,,337.1534,,114.5908,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008948","SITE_00988","Slab","N/A",834.0000,,127.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,92.7100,,,"N/A",,"N/A",92.7100,,"Components: Ground Contact UA","N/A"
"Envelope_00009102","SITE_00989","Basement","Conditioned",1012.0000,,132.0000,,"924.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.7500,,"Yes","No Exposed Ducts in Basement","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0933,,86.2096,,0.5600,,73.9200,,0.2127,,215.2677,,73.9200,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008949","SITE_00990","Cantilever","N/A",24.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1264,"Estimated based on homes of similar vintage",3.0337,,3.0337,,"Components: Framed Floor UA","N/A"
"Envelope_00008950","SITE_00990","Basement","Conditioned",1110.0000,,137.0000,,"1,069.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.8000,,"Yes","Uninsulated","No","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0610,,65.2129,,0.5600,,76.7200,,0.2046,"Estimated based on homes of similar vintage",227.1426,,76.7200,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00008951","SITE_00990","Floor over other area","Frame",560.0000,,94.6600,"Estimated","473.29","Estimated","Garage","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2779,"Estimated",131.5500,,0.7300,"Estimated",69.0998,,0.0305,"Estimated based on homes of similar vintage",17.1009,,15.7579,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00008952","SITE_00992","Basement","Conditioned",1050.0000,,134.0000,,"1,072.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.7500,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0703,,75.4118,,0.5600,,75.0400,,0.2127,,223.3508,,75.0400,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
