"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Type of Area Above Ceiling","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value","Ceiling U-Value_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00000020","SITE_00245","Roof Deck",1098.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,93.2527,,"Two additions cannot confirm insulation type or thickness"
"Envelope_00000021","SITE_00246","Attic",420.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,37.6985,,"N/A"
"Envelope_00000022","SITE_00246","Sloped / Vaulted (no attic)",1706.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,144.8899,,"N/A"
"Envelope_00000023","SITE_00247","Attic",1934.0000,,"N/A","No","Yes","Fiberglass batts",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",40.9200,,0.0302,,58.4293,,"R38 insulation"
"Envelope_00000024","SITE_00248","Attic",2280.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,106.0508,,"N/A"
"Envelope_00000025","SITE_00249","Attic",1630.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,75.8170,,"N/A"
"Envelope_00000026","SITE_00250","Attic",1080.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,50.2346,,"N/A"
"Envelope_00000027","SITE_00251","Attic",1368.0000,,"N/A","Yes","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,122.7896,,"Small open ceiling section"
"Envelope_00000028","SITE_00252","Attic",929.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,43.2111,,"N/A"
"Envelope_00000029","SITE_00253","Attic",1320.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,118.4811,,"N/A"
"Envelope_00000030","SITE_00254","Other",915.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,104.2616,,"Rubberized pvc over tin roof. No access."
"Envelope_00000031","SITE_00255","Attic",768.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,68.9345,,"N/A"
"Envelope_00000032","SITE_00255","Sloped / Vaulted (no attic)",480.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,40.7662,,"N/A"
"Envelope_00000033","SITE_00256","Attic",1152.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,103.4017,,"Inaccessible attic"
"Envelope_00000034","SITE_00256","Roof Deck",170.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,14.4380,,"N/A"
"Envelope_00000035","SITE_00257","Sloped / Vaulted (no attic)",1087.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,92.3185,,"N/A"
"Envelope_00000036","SITE_00257","Attic",662.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,59.4201,,"N/A"
"Envelope_00000037","SITE_00258","Attic",1344.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,120.6354,,"No attic access, presence assumed from venting"
"Envelope_00000038","SITE_00258","Roof Deck",168.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,14.2682,,"N/A"
"Envelope_00000039","SITE_00259","Attic",1966.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,234.1990,,"N/A"
"Envelope_00000040","SITE_00260","Attic",1895.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,88.1431,,"N/A"
"Envelope_00000041","SITE_00261","Attic",1836.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,164.7965,,"N/A"
"Envelope_00000042","SITE_00262","Attic",1118.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,52.0021,,"N/A"
"Envelope_00000043","SITE_00263","Attic",788.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,23.5416,,"N/A"
"Envelope_00000044","SITE_00263","Sloped / Vaulted (no attic)",466.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0244,"Estimated based on homes of similar vintage",11.3515,,"N/A"
"Envelope_00000045","SITE_00264","Roof Deck",945.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,80.2585,,"Vaulted center"
"Envelope_00000046","SITE_00264","Sloped / Vaulted (no attic)",824.0000,,"N/A","Unknown","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,69.9820,,"N/A"
"Envelope_00000047","SITE_00265","Attic",1776.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,82.6080,,"N/A"
"Envelope_00000048","SITE_00266","Attic",1197.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,55.6767,,"N/A"
"Envelope_00000049","SITE_00267","Attic",1418.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,127.2775,,"N/A"
"Envelope_00000050","SITE_00268","Attic",1242.0000,,"N/A","Yes","Yes","Blown mineral wool",5.5000,,,"Unknown","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A",34.6100,,0.0340,,42.1737,,"Weatherization cert: R23 mineral wool over R22 existing"
"Envelope_00000051","SITE_00268","Sloped / Vaulted (no attic)",83.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,7.0492,,"Addition"
"Envelope_00000052","SITE_00269","Attic",1311.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,60.9792,,"N/A"
"Envelope_00000053","SITE_00270","Attic",1045.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,93.7976,,"N/A"
"Envelope_00000054","SITE_00271","Attic",1316.0000,,"N/A","Yes","Yes","Fiberglass batts",10.0000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1000,,0.1562,,205.5477,,"Missing in spots over original trailer majority 10"" batts fiberglass. Cannot verify other areas."
"Envelope_00000055","SITE_00271","Sloped / Vaulted (no attic)",781.0000,,"N/A","No","Yes","Fiberglass batts",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1000,,0.0308,,24.0695,,"Plywood draft walls too hot to use ir no access owner said ten inch batts everywhere"
"Envelope_00000056","SITE_00272","Attic",669.3000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,31.1315,,"N/A"
"Envelope_00000057","SITE_00273","Attic",784.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,70.3706,,"N/A"
"Envelope_00000058","SITE_00274","Attic",1269.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,59.0256,,"Vaulted ceiling entire length of living rooms at ends flat"
"Envelope_00000059","SITE_00275","Attic",1831.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,85.1662,,"Vaulted throughout"
"Envelope_00000060","SITE_00276","Sloped / Vaulted (no attic)",463.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,39.3224,,"N/A"
"Envelope_00000061","SITE_00276","Attic",756.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,67.8574,,"Beds have flat ceiling"
"Envelope_00000062","SITE_00277","Attic",1512.0000,,"N/A","Yes","Yes","Fiberglass batts",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1000,,0.0339,,51.2362,,"N/A"
"Envelope_00000563","SITE_00295","Attic",1128.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,101.2475,,"Attic not accessible. Tenant believes blown in insulation"
"Envelope_00000565","SITE_00296","Attic",1144.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,53.2115,,"Blown insulation according to owner"
"Envelope_00000593","SITE_00297","Attic",760.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",55.8937,,"N/A"
"Envelope_00000554","SITE_00298","Attic",1570.0000,,"N/A","No","Yes","Blown cellulose",7.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.6300,,0.0415,,65.2222,,"Homeowner knowledge- not accessible"
"Envelope_00000568","SITE_00299","Attic",1345.0000,,"N/A","Yes","Yes","Blown cellulose",6.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.2100,,0.0464,,62.4595,,"N/A"
"Envelope_00000588","SITE_00300","Attic",1678.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,78.0497,,"Owner was told that ceiling is insulated, likely with batt insulation. Ceiling is vaulted so no attic"
"Envelope_00000599","SITE_00301","Attic",1550.0000,,"N/A","No","Yes","Fiberglass batts",12.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",40.9200,,0.0302,,46.8281,,"N/A"
"Envelope_00000521","SITE_00302","Attic",1901.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,170.6308,,"N/A"
"Envelope_00000704","SITE_00303","Attic",672.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,80.0518,,"N/A"
"Envelope_00000773","SITE_00304","Attic",899.0000,,"N/A","No","Yes","Blown fiberglass",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",8.4800,,0.1030,,92.5674,,"Could see insulation"
"Envelope_00000774","SITE_00305","Attic",1046.4000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0864,"Estimated based on homes of similar vintage",90.3581,,"N/A"
"Envelope_00000708","SITE_00306","Attic",630.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,56.5478,,"N/A"
"Envelope_00000709","SITE_00306","Sloped / Vaulted (no attic)",454.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,38.5580,,"N/A"
"Envelope_00000699","SITE_00307","Attic",518.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,24.0940,,"N/A"
"Envelope_00000700","SITE_00307","Sloped / Vaulted (no attic)",406.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0452,,18.3342,,"N/A"
"Envelope_00003392","SITE_00308","Attic",504.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,60.0388,,"N/A"
"Envelope_00000701","SITE_00309","Sloped / Vaulted (no attic)",1047.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0452,,47.2806,,"Not accessible"
"Envelope_00000702","SITE_00309","Attic",312.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,14.5122,,"N/A"
"Envelope_00003393","SITE_00310","Attic",400.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,47.6499,,"No access."
"Envelope_00000707","SITE_00311","Attic",1152.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0864,"Estimated based on homes of similar vintage",99.4769,,"N/A"
"Envelope_00000724","SITE_00312","Sloped / Vaulted (no attic)",1261.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,107.0962,,"Vault"
"Envelope_00000725","SITE_00312","Sloped / Vaulted (no attic)",91.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,7.7286,,"High vault"
"Envelope_00000726","SITE_00312","Attic",338.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,30.3384,,"Low"
"Envelope_00003394","SITE_00313","Attic",1282.0000,,"N/A","No","Yes","Fiberglass batts",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",37.5100,,0.0319,,40.8451,,"N/A"
"Envelope_00000713","SITE_00314","Attic",1225.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,145.9277,,"per homeowner"
"Envelope_00000740","SITE_00315","Attic",780.0000,,"N/A","No","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5800,,0.0416,,32.4555,,"No access info from homeowner"
"Envelope_00000717","SITE_00316","Attic",938.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,84.1934,,"N/A"
"Envelope_00000705","SITE_00317","Attic",924.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,110.0712,,"No access"
"Envelope_00000745","SITE_00318","Attic",667.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,59.8689,,"N/A"
"Envelope_00000714","SITE_00319","Attic",938.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0864,"Estimated based on homes of similar vintage",80.9977,,"N/A"
"Envelope_00000715","SITE_00320","Attic",491.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,44.0714,,"N/A"
"Envelope_00000716","SITE_00320","Sloped / Vaulted (no attic)",449.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,38.1334,,"N/A"
"Envelope_00000718","SITE_00321","Attic",768.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,91.4877,,"info per homeowner"
"Envelope_00003413","SITE_00322","Attic",676.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,31.4431,,"N/A"
"Envelope_00000728","SITE_00323","Sloped / Vaulted (no attic)",140.0000,,"N/A","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"Foam board (unknown)",1.0000,,0.7500,,"N/A",,"N/A",,"N/A",,"Unknown",0.0880,"Estimated based on homes of similar vintage",12.3191,,"Shop"
"Envelope_00000729","SITE_00323","Attic",762.0000,,"N/A","No","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0802,,61.1395,,"David said he added fiberglass batts to the attic. This is the main house and the added hall"
"Envelope_00000775","SITE_00324","Sloped / Vaulted (no attic)",196.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,57.5265,,"N/A"
"Envelope_00000776","SITE_00324","Roof Deck",432.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,126.7932,,"Presumed roof deck from flat roof shape"
"Envelope_00000727","SITE_00325","Attic",924.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,82.9368,,"N/A"
"Envelope_00000703","SITE_00326","Attic",1000.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,119.1246,,"No access"
"Envelope_00000730","SITE_00327","Attic",1070.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,96.0415,,"No access"
"Envelope_00000777","SITE_00328","Attic",728.0000,,"N/A","Yes","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0864,"Estimated based on homes of similar vintage",62.8638,,"N/A"
"Envelope_00000778","SITE_00329","Attic",924.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0864,"Estimated based on homes of similar vintage",79.7887,,"No access, presumed from roof shape"
"Envelope_00000706","SITE_00330","Attic",1496.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,69.5842,,"N/A"
"Envelope_00000082","SITE_00331","Sloped / Vaulted (no attic)",750.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",149.6367,,"N/A"
"Envelope_00000083","SITE_00331","Attic",538.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",39.5669,,"South half flat in center. Side attic west 2 foot side attic east one foot wide"
"Envelope_00000084","SITE_00332","Attic",1377.0000,,"N/A","No","Yes","Fiberglass batts",3.5000,,,"Unknown","Extruded polystyrene foam board (pink or blue)",2.0000,,,"Unknown","N/A",,"N/A",,"N/A",22.6400,,0.0456,,62.8259,,"Info from homeowners"
"Envelope_00000085","SITE_00333","Attic",1915.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0350,,67.0816,,"N/A"
"Envelope_00000086","SITE_00334","Attic",1629.0000,,"N/A","Yes","Yes","Blown fiberglass",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",15.5400,,0.0622,,101.4014,,"N/A"
"Envelope_00000087","SITE_00335","Attic",1437.0000,,"N/A","Yes","Yes","Fiberglass batts",,"Unknown",,"Unknown","Blown fiberglass",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",105.6833,,"N/A"
"Envelope_00000088","SITE_00335","Sloped / Vaulted (no attic)",70.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",13.9661,,"N/A"
"Envelope_00000089","SITE_00335","Attic",832.0000,,"N/A","Yes","Yes","Fiberglass batts",,"Unknown",,"Unknown","Blown fiberglass",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",61.1889,,"N/A"
"Envelope_00000090","SITE_00336","Sloped / Vaulted (no attic)",259.3000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",51.7344,,"N/A"
"Envelope_00000091","SITE_00336","Attic",901.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",66.2635,,"Attic door painted shut"
"Envelope_00000092","SITE_00337","Attic",1788.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,160.4881,,"N/A"
"Envelope_00000093","SITE_00338","Attic",1316.0000,,"N/A","Yes","Yes","Blown fiberglass",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",21.1900,,0.0486,,63.9423,,"N/A"
"Envelope_00000094","SITE_00339","Attic",338.0000,,"N/A","No","Yes","Blown cellulose",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",24.8580,,"Attic hatch was sealed by owner but she said that the insulation is the same as in the converted garage's attic (blown cellulose by my observation)."
"Envelope_00000095","SITE_00339","Attic",858.0000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7900,,0.0532,,45.6843,,"N/A"
"Envelope_00000096","SITE_00340","Attic",1134.0000,,"N/A","Yes","Yes","Blown cellulose",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.6300,,0.0415,,47.1095,,"N/A"
"Envelope_00000097","SITE_00340","Sloped / Vaulted (no attic)",437.1000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",70.2581,,"Couldn't see insulation"
"Envelope_00000098","SITE_00341","Attic",2265.0000,,"N/A","Yes","Yes","Blown fiberglass",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",28.2500,,0.0394,,89.3163,,"N/A"
"Envelope_00000099","SITE_00342","Attic",961.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",70.6761,,"N/A"
"Envelope_00000100","SITE_00343","Attic",1158.0000,,"N/A","Yes","Yes","Blown fiberglass",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",15.5400,,0.0622,,72.0828,,"N/A"
"Envelope_00000101","SITE_00344","Attic",1231.0000,,"N/A","Yes","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0448,"Estimated based on homes of similar vintage",55.1245,,"N/A"
"Envelope_00000102","SITE_00344","Sloped / Vaulted (no attic)",1061.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",170.5419,,"N/A"
