"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Type of Area Above Ceiling","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value","Ceiling U-Value_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00000103","SITE_00345","Attic",640.0000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7900,,0.0532,,34.0768,,"N/A"
"Envelope_00000104","SITE_00345","Attic",448.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0475,"Estimated based on homes of similar vintage",21.2947,,"N/A"
"Envelope_00000105","SITE_00345","Sloped / Vaulted (no attic)",1012.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0412,"Estimated based on homes of similar vintage",41.7043,,"N/A"
"Envelope_00000106","SITE_00346","Attic",817.0000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7900,,0.0532,,43.5012,,"N/A"
"Envelope_00000107","SITE_00346","Attic",737.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",54.2022,,"N/A"
"Envelope_00000108","SITE_00347","Attic",986.0000,,"N/A","Yes","Yes","Fiberglass batts",5.5000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.1709,,168.5305,,"Some misalignment with insulation between attic space so they could store things and un insulated 10 x 8 over laundry"
"Envelope_00000109","SITE_00348","Attic",588.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",43.2441,,"N/A"
"Envelope_00003581","SITE_00349","Attic",1508.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0448,"Estimated based on homes of similar vintage",67.5287,,"N/A"
"Envelope_00003582","SITE_00349","Sloped / Vaulted (no attic)",572.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",91.9416,,"N/A"
"Envelope_00000110","SITE_00350","Attic",1336.5000,,"N/A","Yes","Yes","Blown fiberglass",5.5000,,0.9000,,"Blown cellulose",2.0000,,0.5000,,"N/A",,"N/A",,"N/A",22.3700,,0.0735,"Estimated based on homes of similar vintage",98.2921,,"N/A"
"Envelope_00000111","SITE_00351","Attic",1795.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,53.6259,,"N/A"
"Envelope_00000112","SITE_00351","Sloped / Vaulted (no attic)",1023.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0232,,23.6933,,"N/A"
"Envelope_00000113","SITE_00352","Attic",1288.6000,,"N/A","Yes","Yes","Blown cellulose",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",41.0000,,0.0302,,38.8716,,"From HO: insulation pretty new"
"Envelope_00000114","SITE_00353","Attic",2100.0000,,"N/A","Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1700,,0.0338,,71.0502,,"N/A"
"Envelope_00000115","SITE_00354","Attic",1013.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,30.2635,,"N/A"
"Envelope_00000116","SITE_00354","Sloped / Vaulted (no attic)",1180.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",235.4284,,"Living / entry and SW bedroom vaulted ceilings"
"Envelope_00000117","SITE_00355","Attic",805.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",59.2032,,"N/A"
"Envelope_00000118","SITE_00356","Attic",1256.0000,,"N/A","Yes","Yes","Unknown",3.0000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",9.0000,,0.2056,,258.2948,,"N/A"
"Envelope_00000119","SITE_00357","Attic",419.0000,,"N/A","Yes","Yes","Fiberglass batts",5.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.1004,,42.0542,,"Addition"
"Envelope_00000120","SITE_00357","Attic",962.0000,,"N/A","Yes","Yes","Blown mineral wool",3.0000,,0.9000,,"Fiberglass batts",3.0000,,0.5000,,"N/A",,"N/A",,"N/A",18.8800,,0.0735,"Estimated based on homes of similar vintage",70.7497,,"N/A"
"Envelope_00000121","SITE_00358","Sloped / Vaulted (no attic)",91.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",14.6271,,"N/A"
"Envelope_00000122","SITE_00358","Attic",1092.0000,,"N/A","Yes","Yes","Blown mineral wool",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",40.3700,,0.0315,,34.4153,,"N/A"
"Envelope_00000123","SITE_00359","Attic",693.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0350,,24.2755,,"N/A"
"Envelope_00000124","SITE_00359","Sloped / Vaulted (no attic)",472.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",75.8679,,"N/A"
"Envelope_00000125","SITE_00360","Attic",1178.0000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A",52.9600,,0.0735,"Estimated based on homes of similar vintage",86.6353,,"New on top of old. Total of 15.5 inches."
"Envelope_00000126","SITE_00361","Attic",1232.0000,,"N/A","Yes","Yes","Blown fiberglass",10.0000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",28.2500,,0.1603,,197.4751,,"N/A"
"Envelope_00000127","SITE_00361","Attic",220.0000,,"N/A","Yes","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0448,"Estimated based on homes of similar vintage",9.8517,,"N/A"
"Envelope_00000128","SITE_00362","Attic",2785.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,83.2023,,"Couldnt get fully into hatch,"
"Envelope_00000129","SITE_00363","Attic",804.0000,,"N/A","Yes","Yes","Fiberglass batts",7.5000,,1.0000,,"Blown mineral wool",10.0000,,1.0000,,"N/A",,"N/A",,"N/A",54.4100,,0.0735,"Estimated based on homes of similar vintage",59.1297,,"N/A"
"Envelope_00000130","SITE_00364","Attic",1349.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0811,,109.4255,,"N/A"
"Envelope_00000131","SITE_00365","Attic",492.0000,,"Unknown","Yes","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",36.1838,,"N/A"
"Envelope_00000132","SITE_00365","Attic",1070.0000,,"N/A","Yes","Yes","Blown fiberglass",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",15.5400,,0.0622,,66.6050,,"N/A"
"Envelope_00000133","SITE_00366","Attic",1971.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,63.1082,,"N/A"
"Envelope_00000134","SITE_00367","Attic",3077.0000,,"N/A","Yes","Yes","Blown fiberglass",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,87.1037,,"Poly shred fiber white"
"Envelope_00000135","SITE_00368","Sloped / Vaulted (no attic)",1200.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",239.4187,,"N/A"
"Envelope_00000136","SITE_00369","Attic",672.0000,,"N/A","Yes","Yes","Blown cellulose",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",41.0000,,0.0302,,20.2714,,"N/A"
"Envelope_00000137","SITE_00369","Sloped / Vaulted (no attic)",620.0000,,"N/A","Yes","Yes","Blown mineral wool",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.6000,,0.0297,,18.4297,,"Fiberglass batts on gabled ends"
"Envelope_00000138","SITE_00370","Attic",236.2500,,"N/A","Yes","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0735,"Estimated based on homes of similar vintage",17.3749,,"N/A"
"Envelope_00000139","SITE_00370","Attic",236.2500,,"Unknown","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0802,,18.9556,,"N/A"
"Envelope_00000140","SITE_00370","Attic",472.5000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7900,,0.0532,,25.1583,,"N/A"
"Envelope_00000141","SITE_00370","Sloped / Vaulted (no attic)",333.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",66.4387,,"N/A"
"Envelope_00000142","SITE_00370","Sloped / Vaulted (no attic)",162.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",32.3215,,"N/A"
"Envelope_00000143","SITE_00371","Attic",2199.0000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7900,,0.0532,,117.0859,,"N/A"
"Envelope_00000144","SITE_00372","Attic",1398.0000,,"N/A","Yes","Yes","Blown fiberglass",20.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",56.5000,,0.0271,,37.9449,,"N/A"
"Envelope_00000145","SITE_00373","Attic",1309.5000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,41.9280,,"N/A"
"Envelope_00000146","SITE_00374","Attic",1248.0000,,"N/A","Yes","Yes","Blown cellulose",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.6300,,0.0415,,51.8454,,"N/A"
"Envelope_00000147","SITE_00375","Attic",1925.0000,,"N/A","Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1700,,0.0338,,65.1294,,"N/A"
"Envelope_00000148","SITE_00376","Attic",605.0000,,"N/A","Yes","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0802,,48.5425,,"Small section of unfinished ceiling"
"Envelope_00000149","SITE_00377","Attic",1188.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0448,"Estimated based on homes of similar vintage",53.1990,,"N/A"
"Envelope_00000150","SITE_00378","Attic",1081.0000,,"N/A","Yes","Yes","Blown mineral wool",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.0900,,0.0909,,98.2177,,"N/A"
"Envelope_00000151","SITE_00379","Attic",1404.0000,,"N/A","Yes","Yes","Mineral wool batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",27.0000,,0.0398,,55.8697,,"N/A"
"Envelope_00000152","SITE_00380","Attic",1800.8000,,"N/A","Yes","Yes","Blown mineral wool",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",40.3700,,0.0315,,56.7537,,"N/A"
"Envelope_00000153","SITE_00381","Attic",1744.0000,,"N/A","Yes","Yes","Blown fiberglass",5.5000,,1.0000,,"Blown mineral wool",7.5000,,0.9000,,"N/A",,"N/A",,"N/A",37.1600,,0.0735,"Estimated based on homes of similar vintage",128.2614,,"N/A"
"Envelope_00000154","SITE_00382","Attic",1930.0000,,"N/A","Yes","Yes","Mineral wool batts",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",64.8000,,0.0237,,45.8174,,"N/A"
"Envelope_00000155","SITE_00383","Attic",630.0000,,"N/A","Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1700,,0.0338,,21.3151,,"Visibility into attic somewhat poor, access is over garage, cannot safely crawl into area over conditioned space"
"Envelope_00000156","SITE_00383","Sloped / Vaulted (no attic)",792.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0412,"Estimated based on homes of similar vintage",32.6381,,"N/A"
"Envelope_00000157","SITE_00384","Attic",868.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0350,,30.4056,,"Sort of accessible. I didn't go far in because the thin cardboard holding in the insulation looked like it would collapse. Insulated last year."
"Envelope_00000158","SITE_00385","Attic",720.0000,,"N/A","Yes","Yes","Mineral wool batts",5.5000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",19.8000,,0.1692,,121.8063,,"I beams"
"Envelope_00000159","SITE_00385","Sloped / Vaulted (no attic)",600.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",119.7093,,"N/A"
"Envelope_00000160","SITE_00385","Sloped / Vaulted (no attic)",150.0000,,"N/A","Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0521,,7.8156,,"N/A"
"Envelope_00000161","SITE_00386","Attic",1799.0000,,"N/A","Yes","Yes","Blown cellulose",7.5000,,0.9000,,"Fiberglass batts",5.5000,,0.7500,,"N/A",,"N/A",,"N/A",44.3800,,0.0735,"Estimated based on homes of similar vintage",132.3063,,"Some fiberglass batts were uprooted."
"Envelope_00000162","SITE_00386","Sloped / Vaulted (no attic)",842.0000,,"N/A","Yes","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,247.1292,,"N/A"
"Envelope_00000163","SITE_00387","Attic",760.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",55.8937,,"Access is in blocked closet"
"Envelope_00000164","SITE_00388","Attic",1758.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,56.2883,,"N/A"
"Envelope_00000165","SITE_00389","Attic",936.0000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7900,,0.0532,,49.8374,,"Attic hatch not insulated settled throughout"
"Envelope_00003592","SITE_00390","Attic",1262.0000,,"N/A","Yes","Yes","Blown cellulose",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",41.0000,,0.0302,,38.0692,,"N/A"
"Envelope_00003415","SITE_00390","Sloped / Vaulted (no attic)",352.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0412,"Estimated based on homes of similar vintage",14.5058,,"Vaulted ceiling above north bedroom"
"Envelope_00000603","SITE_00391","Attic",925.0000,,"N/A","No","Yes","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",68.0285,,"N/A"
"Envelope_00000561","SITE_00392","Attic",916.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0475,"Estimated based on homes of similar vintage",43.5401,,"N/A"
"Envelope_00000562","SITE_00392","Sloped / Vaulted (no attic)",336.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0412,"Estimated based on homes of similar vintage",13.8465,,"N/A"
"Envelope_00000559","SITE_00393","Attic",760.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,24.3340,,"N/A"
"Envelope_00000560","SITE_00393","Sloped / Vaulted (no attic)",699.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0262,,18.3259,,"N/A"
"Envelope_00003416","SITE_00394","Sloped / Vaulted (no attic)",888.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",142.7344,,"Could not access vaulted ceiling"
"Envelope_00003593","SITE_00394","Attic",1431.0000,,"N/A","Yes","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0448,"Estimated based on homes of similar vintage",64.0806,,"Couldn't access attic above conditioned space"
"Envelope_00000558","SITE_00395","Attic",618.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0529,"Estimated based on homes of similar vintage",32.6755,,"N/A"
"Envelope_00000541","SITE_00396","Attic",800.0000,,"N/A","Yes","Yes","Blown fiberglass",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,22.6464,,"Above lower split"
"Envelope_00000542","SITE_00396","Attic",672.0000,,"N/A","Yes","Yes","Blown fiberglass",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,19.0230,,"Above higher split. Could not access attic.  Per homeowner, attic is insulated and framed similarly to lower split"
"Envelope_00000556","SITE_00397","Attic",1948.0000,,"N/A","Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1700,,0.0338,,65.9076,,"N/A"
"Envelope_00000569","SITE_00398","Attic",1268.0000,,"N/A","Unknown","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",93.2543,,"N/A"
"Envelope_00000570","SITE_00398","Attic",400.0000,,"N/A","Yes","Yes","Blown fiberglass",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",29.4178,,"N/A"
"Envelope_00000571","SITE_00398","Sloped / Vaulted (no attic)",132.0000,,"N/A","Yes","Yes","Cellulose batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7500,,0.0504,,6.6547,,"N/A"
"Envelope_00000606","SITE_00399","Attic",1351.0000,,"N/A","Yes","Yes","Mineral wool batts",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",99.3585,,"limted access"
"Envelope_00000574","SITE_00400","Attic",536.0000,,"N/A","Yes","Yes","Blown fiberglass",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",21.1900,,0.0486,,26.0434,,"N/A"
"Envelope_00000575","SITE_00400","Attic",180.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0448,"Estimated based on homes of similar vintage",8.0605,,"Presumed over flat ceiling first floor"
"Envelope_00000572","SITE_00400","Sloped / Vaulted (no attic)",196.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",31.5044,,"N/A"
"Envelope_00000573","SITE_00400","Sloped / Vaulted (no attic)",364.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",58.5083,,"N/A"
"Envelope_00000779","SITE_00401","Attic",2246.0000,,"N/A","Yes","Yes","Blown cellulose",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7900,,0.0532,,119.5884,,"N/A"
"Envelope_00000552","SITE_00402","Sloped / Vaulted (no attic)",252.0000,,"N/A","Yes","Yes","Fiberglass batts",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",40.9200,,0.0261,,6.5754,,"N/A"
"Envelope_00000553","SITE_00402","Attic",1065.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,34.0996,,"N/A"
"Envelope_00003414","SITE_00403","Sloped / Vaulted (no attic)",831.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",133.5724,,"N/A"
"Envelope_00003591","SITE_00403","Attic",647.0000,,"N/A","Yes","Yes","Blown cellulose",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",54.6700,,0.0259,,16.7689,,"N/A"
"Envelope_00000567","SITE_00404","Attic",977.0000,,"N/A","No","Yes","Blown fiberglass",14.0000,,1.0000,,"Unknown",3.5000,,0.5000,,"N/A",,"N/A",,"N/A",50.0500,,0.0735,"Estimated based on homes of similar vintage",71.8529,,"N/A"
"Envelope_00000520","SITE_00405","Attic",1232.0000,,"N/A","Yes","Yes","Blown fiberglass",20.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",56.5000,,0.0271,,33.4393,,"N/A"
"Envelope_00000557","SITE_00406","Attic",2246.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,67.0996,,"N/A"
"Envelope_00000602","SITE_00407","Sloped / Vaulted (no attic)",571.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",91.7808,,"N/A"
"Envelope_00000600","SITE_00408","Attic",2885.0000,,"N/A","No","Yes","Unknown",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0448,"Estimated based on homes of similar vintage",129.1911,,"inaccessible"
"Envelope_00000601","SITE_00408","Sloped / Vaulted (no attic)",230.0000,,"N/A","No","Yes","Unknown",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1607,"Estimated based on homes of similar vintage",36.9695,,"N/A"
"Envelope_00000564","SITE_00409","Attic",1118.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",82.2226,,"N/A"
"Envelope_00000576","SITE_00410","Attic",496.0000,,"N/A","Yes","Yes","Blown mineral wool",2.0000,,1.0000,,"Blown cellulose",3.0000,,1.0000,,"N/A",,"N/A",,"N/A",16.0200,,0.0735,"Estimated based on homes of similar vintage",36.4780,,"N/A"
"Envelope_00000577","SITE_00410","Attic",336.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0735,"Estimated based on homes of similar vintage",24.7109,,"Presumed attic over first floor without second floor over"
"Envelope_00000580","SITE_00411","Attic",1136.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,101.9656,,"No access, presumed from roof shape"
"Envelope_00000581","SITE_00411","Sloped / Vaulted (no attic)",526.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,44.6730,,"N/A"
"Envelope_00000710","SITE_00412","Attic",801.0000,,"N/A","Yes","Yes","Fiberglass batts",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0735,"Estimated based on homes of similar vintage",58.9090,,"couldn't safely access"
"Envelope_00000711","SITE_00412","Sloped / Vaulted (no attic)",1207.0000,,"N/A","No","Yes","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1995,"Estimated based on homes of similar vintage",240.8153,,"N/A"
