"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_notes","Primary Cooling System","Control Type","Zones Served","Cooling Fuel","Cooling Capacity","Cooling Capacity_notes","Cooling Capacity Units","Cooling Capacity Type","SEER","SEER_notes","SEER Type","EER","EER_notes","EER Type","COP","COP_notes","COP Type","Frequency of Use","Distribution Type","Water or Ground Loop?","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Energy Star Label Present?","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Cooling Capacity 2","DMSHP Cooling Capacity 2_notes","DMSHP Cooling Capacity 2 Type","DMSHP EER 2","DMSHP EER 2_notes","DMSHP EER 2 Type","DMSHP SEER 2","DMSHP SEER 2_notes","DMSHP SEER 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP EER 3","DMSHP EER 3_notes","DMSHP EER 3 Type","DMSHP SEER 3","DMSHP SEER 3_notes","DMSHP SEER 3 Type","DMSHP Cooling Capacity 3","DMSHP Cooling Capacity 3_notes","DMSHP Cooling Capacity 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP EER 4","DMSHP EER 4_notes","DMSHP EER 4 Type","DMSHP SEER 4","DMSHP SEER 4_notes","DMSHP SEER 4 Type","DMSHP Cooling Capacity 4","DMSHP Cooling Capacity 4_notes","DMSHP Cooling Capacity 4 Type","Equipment Notes"
"Mechanical_00008392","SITE_01997","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","Muz-ge24na","No",2015,,"5004431T","Air Handler (Head 1)","Mitsubishi","Msz-ge24na","No",2014,,"4011670 T","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",,"Unknown","N/A",22400,,"Rated",12.5000,,"Rated",19.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008393","SITE_01610","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","Mxz3b24na","No",2013,,"3ZU03656A","Air Handler (Head 1)","Mitsubishi","Msz-ge12na-8","No",2014,,"4019509 T","Air Handler (Head 2)","Mitsubishi","Msz-Ge09Na-8","No",2014,,"4022613 T","Air Handler (Head 3)","Mitsubishi","Msz-ge06na-8","No",2014,,"4010870","N/A",3,,"Living Rm_1",12000,,"Rated",12000,,"Rated",12.5000,,"Rated",21.6000,,"Average","Bedroom_1",8000,,"Rated",13.6000,,"Rated",21.1000,,"Average",9000,,"Rated","Bedroom_2",6000,,,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A"
"Mechanical_00008394","SITE_01562","Mini-Split HP","N/A",,"N/A","No","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Friedrich","Mr09y3h","No",,"Unknown","AAEC00324","Air Handler (Head 1)","Friedrich","Mw09y3h","No",,"Unknown","AAEC00316","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Other_1",9000,,"Rated",9000,,"Rated",13.3000,,"Rated",21.5000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008395","SITE_01089","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","Mxz-2b20na","No",2014,,"4040565 T","Air Handler (Head 1)","Mitsubishi","Msz-ge15na","No",2015,,"57E079464","Air Handler (Head 2)","Mitsubishi","Msz-Ge09Na","No",2015,,"Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",2,,"Living Rm_2",,"Unknown","N/A",14000,,"Rated",13.0000,,"Rated",21.7700,,"Average","Bedroom_1",,"Unknown","N/A",13.6000,,"Rated",21.1000,,"Average",9000,,"Rated","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008396","SITE_01749","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Daikin","Rxs09jevju","Yes",2010,,"N/A","Air Handler (Head 1)","Daikin","Ftxs09jevju","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",10000,,"Rated",9000,,"Rated",15.3000,,"Rated",24.5000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Input: Heat 0.775kW, cool 0.68kWCapacity: Heat 10,000 btu/hr, cool 8,500btu/hr"
"Mechanical_00008397","SITE_01598","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Unknown",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","LG","LMU24CHV","No",2014,,"503KCVU0X503","Air Handler (Head 1)","LG","LMN157HVT","No",2015,,"503KCWC0TR29","Air Handler (Head 2)","LG","Lsn090Hsv4","No",2015,,"504KAAE0ZZ76","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",2,,"Unknown",15000,,"Unknown",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","Unknown",9000,,"Unknown",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Head #1: in kitchenHead #2: upstairs hallway"
"Mechanical_00008398","SITE_01612","Mini-Split HP","N/A",,"N/A","Yes","Remote Control","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Daikin","Rkn12kevju","No",2013,,"C007913","Air Handler (Head 1)","Daikin","Ftxn12kevju","Yes",2013,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",,"Unknown","N/A",12000,,"Rated",10.5000,,"Rated",15.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008399","SITE_01595","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","MXZ-4C36NA","No",,"Unknown","Unknown","Air Handler (Head 1)","Mitsubishi","MSZ-GE09NA-9","No",,"Unknown","Unknown","Air Handler (Head 2)","Mitsubishi","Msz-Ge12Na-9","No",,"Unknown","Unknown","Air Handler (Head 3)","Mitsubishi","MSZ-GE18NA-9","No",,"Unknown","Unknown","N/A",3,,"Bedroom_1",9000,,"Rated",9000,,"Rated",13.6000,,"Rated",21.1000,,"Average","Family Rm_1",12000,,"Rated",13.0000,,"Rated",23.1000,,"Rated",12000,,"Rated","Dining Rm_1",18000,,10.5000,,"Rated",19.2000,,"Rated",17200,,"Rated","N/A"
"Mechanical_00008400","SITE_01156","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Fujitsu","Asu12rlf","No",,"Unknown","017949","Air Handler (Head 1)","Fujitsu","Asu12rlf","No",,"Unknown","017949","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",16000,,"Rated",12000,,"Rated",12.5000,,"Rated",22.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008401","SITE_01215","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","Mia-3b30na","No",2014,,"4XU09878A","Air Handler (Head 1)","Mitsubishi","Msz-ge24na","No",2014,,"4010555","Air Handler (Head 2)","Mitsubishi","Msp-Ge09Na","No",2014,,"4011799","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",2,,"Living Rm_1",24000,,"Rated",22400,,"Rated",12.5000,,"Rated",19.0000,,"Rated","Living Rm_3 Mil",,"Unknown","N/A",13.6000,,"Rated",21.1000,,"Average",9000,,"Rated","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008402","SITE_01194","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Daikin","3mxs24jvju","Yes",2013,,"N/A","Air Handler (Head 1)","Daikin","Ftxs12lvju","Yes",2014,,"N/A","Air Handler (Head 2)","Daikin","Ftxs09Lvju","Yes",2013,,"N/A","Air Handler (Head 3)","Daikin","Ctxs07lvju","Yes",2014,,"N/A","N/A",3,,"Living Rm_1",,"Unknown","N/A",12000,,"Rated",12.8000,,"Rated",23.0000,,"Rated","Living Rm_2",,"Unknown","N/A",15.3000,,"Rated",24.5000,,"Rated",9000,,"Rated","Office_1",,"Unknown",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A"
"Mechanical_00008403","SITE_00062","Mini-Split HP","N/A",,"N/A","Yes","Remote Control","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","MXZ-2B20NA-1","No",2014,,"4014017","Air Handler (Head 1)","Mitsubishi","Msz-ge09na-9","No",2015,,"5XE32913","Air Handler (Head 2)","Mitsubishi","Msz-Ge09Na-9","No",2015,,"5YE29392","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",2,,"Kitchen_1",9000,,"Rated",9000,,"Rated",13.6000,,"Rated",21.1000,,"Average","Bedroom_3",9000,,"Rated",13.6000,,"Rated",21.1000,,"Average",9000,,"Rated","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008404","SITE_00053","Mini-Split HP","N/A",,"N/A","Yes","Remote Control","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Daikin","4MXS32GVJU","Yes",2014,,"N/A","Air Handler (Head 1)","Daikin","Fxs09lvju","Yes",2014,,"N/A","Air Handler (Head 2)","Daikin","Fxs09Lvju","Yes",2014,,"N/A","Air Handler (Head 3)","Daikin","Ftxs18lvju","Yes",2014,,"N/A","N/A",3,,"Bedroom_1",9000,,"Rated",9000,,"Rated",15.3000,,"Rated",24.5000,,"Rated","Bedroom_2",9000,,"Rated",15.3000,,"Rated",24.5000,,"Rated",9000,,"Rated","Living Rm_1",18000,,12.7000,,"Rated",20.3000,,"Rated",18000,,"Rated","N/A"
"Mechanical_00008405","SITE_01630","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Unknown",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Fujitsu","AOU12RLS2","No",,"Unknown","JRN 027514","Air Handler (Head 1)","Fujitsu","ASU12RLS2","No",,"Unknown","JRA 038594","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Family Rm_1",12000,,"Unknown",12000,,"Rated",13.8000,,"Rated",25.0000,,"Rated","N/A",,"N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008406","SITE_01576","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Unknown",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Fujitsu","AOU24RLXFZ","No",,"Unknown","LUN065525","Air Handler (Head 1)","Fujitsu","ASU12RLF1","No",,"Unknown","MYA 063540","Air Handler (Head 2)","Fujitsu","Asu12Rlf1","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",2,,"Office_1 By entry",12000,,"Unknown",12000,,"Rated",12.5000,,"Rated",22.0000,,"Rated","Family Rm_1",12000,,"Unknown",12.5000,,"Rated",22.0000,,"Rated",12000,,"Rated","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008407","SITE_01624","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","MUZ-GE15NA","No",2011,,"1002705T","Air Handler (Head 1)","Mitsubishi","MSZ-GE15NA","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Family Rm_1 Front ntry",15000,,"Rated",14000,,"Rated",13.0000,,"Rated",21.7700,,"Average","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008408","SITE_00010","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Fujitsu","AOU24rlxfw","No",,"Unknown","KTN022987","Air Handler (Head 1)","Fujitsu","Asu24rlf","No",,"Unknown","KTA0276RLF","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Family Rm_1",27600,,"Rated",22000,,"Rated",12.5000,,"Rated",18.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008409","SITE_00794","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Unknown","Unknown","No",,"Unknown","Unknown","Air Handler (Head 1)","Daikin","FTXS09JEVJU","Yes",2010,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",,"Unknown","N/A",9000,,"Rated",15.3000,,"Rated",24.5000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Couldnt access condensor, on roof"
"Mechanical_00008410","SITE_01929","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","Muz-ge24na","No",2012,,"2002693 T","Air Handler (Head 1)","Mitsubishi","Msz-ge24na","No",2012,,"2001933","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",24000,,"Rated",22400,,"Rated",12.5000,,"Rated",19.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Living room"
"Mechanical_00008411","SITE_01929","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","Muz-ge24na","No",2010,,"0001795 T","Air Handler (Head 1)","Mitsubishi","Msz-ge24na","No",2010,,"0000300 T","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Kitchen",24000,,"Rated",22400,,"Rated",12.5000,,"Rated",19.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Kitchen"
"Mechanical_00008412","SITE_01954","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Daikin","Rxs12lvju","Yes",2015,,"N/A","Air Handler (Head 1)","Daikin","Ftxs12lvju","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",12000,,"Rated",12000,,"Rated",12.8000,,"Rated",23.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008413","SITE_01696","Mini-Split AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","My-gl18na","No",2015,,"5001401","Air Handler (Head 1)","Mitsubishi","Max-gl18na","No",2015,,"JG79B433H04","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Unknown",1,,"Dining Rm_1",18000,,"Unknown",18000,,"Rated",13.4000,,"Rated",20.5000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008414","SITE_01697","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Senville","Senl/18cd","No",2015,,"Unknown","Air Handler (Head 1)","Senville","Senl/18cd","No",2015,,"D200111710515506120040","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",18000,,"Rated",18000,,"Rated",9.0000,,"Rated",15.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008415","SITE_01788","Mini-Split HP","N/A",,"N/A","Yes","Remote Control","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Unknown","Unknown","Unknown",,"Unknown","Unknown","Air Handler (Head 1)","Fujitsu","Asu12rlf1","No",2010,,"MYA002191","Air Handler (Head 2)","Fujitsu","Asu12Rlf1","No",2010,,"MYA002143","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",2,,"Living Rm_1",12000,,"Rated",12000,,"Rated",12.5000,,"Rated",22.0000,,"Rated","Bedroom_1",12000,,"Rated",12.5000,,"Rated",22.0000,,"Rated",12000,,"Rated","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008416","SITE_01793","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","MUZ-GE15NA2","No",2014,,"4004870 T","Air Handler (Head 1)","Mitsubishi","MSZ-GE15NA","No",,"Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",15000,,"Rated",14000,,"Rated",13.0000,,"Rated",21.6000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008417","SITE_01887","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","LG","LMU245HV","No",2009,,"907KAHG00193","Air Handler (Head 1)","LG","LMN095HVT","No",2009,,"907KAGS00199","Air Handler (Head 2)","LG","Lmn095Hvt","Yes",2009,,"907KAKN00061","Air Handler (Head 3)","Unknown","Unknown","No",,"Unknown","Unknown","N/A",3,,"Living Rm_1",33000,,"Rated",21000,,"Rated",12.5000,,"Rated",8.7000,,"Rated","Bedroom_1",33000,,"Rated",12.5000,,"Rated",8.7000,,"Rated",21000,,"Rated","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A"
"Mechanical_00008418","SITE_01888","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Daikin","Rxs12lvju","Yes",2015,,"N/A","Air Handler (Head 1)","Daikin","Ftxs12lvju","Yes",2016,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Living Rm_1",12000,,"Rated",12000,,"Rated",12.8000,,"Rated",23.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008419","SITE_01944","Mini-Split HP","N/A",,"N/A","Yes","Manual Thermostat - Digital","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Panasonic","CU-XE12PKUA","Yes",2014,,"N/A","Air Handler (Head 1)","Panasonic","CS-XE12PKUA","No",2014,,"393702093","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Family Rm_1",12000,,"Rated",11500,,"Rated",14.3500,,"Rated",25.5000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008420","SITE_01947","Mini-Split HP","N/A",,"N/A","Yes","Remote Control","See Units 2 Through 4","Unknown",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Fujitsu","AOU12RLQ","No",2006,,"GUN006286","Air Handler (Head 1)","Fujitsu","Asu12rlq","No",2006,,"GUA006680","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Kitchen_1",12000,,"Unknown",12000,,"Rated",10.5500,,"Rated",21.0000,,"Rated","N/A",,"N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","In large vaulted kitchen/lr/dining area"
"Mechanical_00008421","SITE_01958","Mini-Split HP","N/A",,"N/A","Yes","Remote Control","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Mitsubishi","Mxz-2b20na","No",2014,,"4006723T","Air Handler (Head 1)","Mitsubishi","MSZ GE12NA","No",2014,,"4027998T","Air Handler (Head 2)","Mitsubishi","Msz Ge09Na","No",2014,,"4021969","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",2,,"Living Rm_1",12000,,"Rated",12000,,"Rated",12.5000,,"Rated",20.5000,,"Rated","Bedroom_3",9000,,"Rated",13.6000,,"Rated",21.0000,,"Rated",9000,,"Rated","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008422","SITE_01975","Mini-Split HP","N/A",,"N/A","Yes","Programmable Thermostat","See Units 2 Through 4","Electric",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","Condenser","Daikin","RXS12LVJU","Yes",2016,,"N/A","Air Handler (Head 1)","Daikin","FTSX12LVJU","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1,,"Dining Rm_1",12000,,"Rated",12000,,"Rated",12.8000,,"Rated",23.0000,,"Rated","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
