"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_notes","Primary Cooling System","Control Type","Zones Served","Cooling Fuel","Cooling Capacity","Cooling Capacity_notes","Cooling Capacity Units","Cooling Capacity Type","SEER","SEER_notes","SEER Type","EER","EER_notes","EER Type","COP","COP_notes","COP Type","Frequency of Use","Distribution Type","Water or Ground Loop?","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Energy Star Label Present?","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Cooling Capacity 2","DMSHP Cooling Capacity 2_notes","DMSHP Cooling Capacity 2 Type","DMSHP EER 2","DMSHP EER 2_notes","DMSHP EER 2 Type","DMSHP SEER 2","DMSHP SEER 2_notes","DMSHP SEER 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP EER 3","DMSHP EER 3_notes","DMSHP EER 3 Type","DMSHP SEER 3","DMSHP SEER 3_notes","DMSHP SEER 3 Type","DMSHP Cooling Capacity 3","DMSHP Cooling Capacity 3_notes","DMSHP Cooling Capacity 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP EER 4","DMSHP EER 4_notes","DMSHP EER 4 Type","DMSHP SEER 4","DMSHP SEER 4_notes","DMSHP SEER 4 Type","DMSHP Cooling Capacity 4","DMSHP Cooling Capacity 4_notes","DMSHP Cooling Capacity 4 Type","Equipment Notes"
"Mechanical_00003440","SITE_01454","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",60000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","CE60-1FB","No",1992,,"9211080195","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003441","SITE_01457","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",23700.0000,,"Btuh","Average",14.0000,,"Rated",12.0000,,"Rated",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","13ACX-024-230-20","No",2014,,"1914C49277","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Couldn't find size"
"Mechanical_00003442","SITE_01458","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",35000.0000,,"Btuh","Average",14.5000,,"Average",12.5000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Carrier","24ACA360A30010","No",2008,,"0708E15260","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003443","SITE_01465","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",24000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Rheem","RAND-024JAZ","Yes",2008,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Rest of info from furnace"
"Mechanical_00003444","SITE_01467","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","CKL3-1L","Yes",2002,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","No btuh available that I could find."
"Mechanical_00003445","SITE_01474","Central AC","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",36200.0000,,"Btuh","Average",13.5000,,"Average",18.5000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","XC21-036-230-10","No",2013,,"5813E15598","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003446","SITE_01475","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",30000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","York","BRCS0301BD","No",,"Unknown","990684127","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Cannot open air handler."
"Mechanical_00003447","SITE_01476","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",45500.0000,,"Btuh","Average",10.2000,,"Average",9.7000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Ruud","UAKA-048JAZ","Yes",1998,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003448","SITE_01479","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",28500.0000,,"Btuh","Average",10.0000,,"Average",9.8000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Rheem","RAKA-030JAZ","Yes",1996,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003449","SITE_01480","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",42000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Ruud","UAKA-042JAS","Yes",1993,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003450","SITE_01489","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Ruud","Unknown","Yes",2008,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Could not find the Btuh"
"Mechanical_00003451","SITE_01492","Central AC","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",42000.0000,,"Btuh","Average",14.0000,,"Rated",11.0000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","13ACXN042","No",2015,,"1915J14123","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Size not labled"
"Mechanical_00003452","SITE_01494","Central AC","N/A",,"N/A","No","Programmable Thermostat","Whole Home","Electric",29500.0000,,"Btuh","Average",13.5000,,"Average",11.2000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Comfortmaker","C2H330GKA00","No",2007,,"E070408794","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003453","SITE_01501","Central AC","N/A",,"N/A","Yes","Unknown","Whole Home","Electric",28800.0000,,"Btuh","Average",10.5000,,"Average",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Carrier","38TUA030310","No",1997,,"1397E12254","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003454","SITE_01505","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003456","SITE_01522","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Ruud","Unknown","Yes",1991,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003457","SITE_01523","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",42000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Unknown","N4A342AKN300","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003458","SITE_01533","Central AC","N/A",,"N/A","Yes","Unknown","Whole Home","Electric",25000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","TTR025C100AA","Yes",1999,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003459","SITE_01533","Central AC","N/A",,"N/A","Yes","Unknown","Whole Home","Electric",23400.0000,,"Btuh","Average",13.5000,,"Average",11.8000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","GSC130241AE","No",2007,,"0707697488","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003460","SITE_01537","Central AC","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",22900.0000,,"Btuh","Average",13.5000,,"Average",11.2000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","VSX130241EB","No",2015,,"1508202406","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003461","SITE_02061","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",42000.0000,,"Btuh","Nominal",11.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Carrier","38TUA042310","No",1998,,"2498E01970","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003462","SITE_01007","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","2Nd Floor","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Located above garage on the roof"
"Mechanical_00003463","SITE_01007","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Basement And 1St Floor","Electric",30000.0000,,"Btuh","Nominal",14.0000,,"Nominal",12.0000,,"Nominal",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Carrier","24ABB330A310","No",2012,,"0912E00846","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Size in volts"
"Mechanical_00003464","SITE_01015","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",24000.0000,,"Btuh","Nominal",13.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Concord","2AC13L24P-1A","No",2006,,"4606H50648","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003465","SITE_00962","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",36000.0000,,"Btuh","Nominal",10.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Amana","RCB36B2A","No",2010,,"0010231265","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003466","SITE_01048","Central AC","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",36000.0000,,"Btuh","Nominal",11.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","TTR036D100A0","Yes",2000,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003467","SITE_01920","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",57500.0000,,"Btuh","Average",10.9000,,"Average",10.0000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Carrier","38TPA060310","No",2005,,"2305E17943","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003468","SITE_01094","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",30000.0000,,"Btuh","Nominal",11.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","10ACC-030-230-03","No",2003,,"5803E33148","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003469","SITE_01025","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",30000.0000,,"Btuh","Nominal",13.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Aire-Flo","4AC13L30P-5A","No",2012,,"1912C40229","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003470","SITE_01085","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Scary dogs in back yard"
"Mechanical_00003471","SITE_01662","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",60000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Unknown","T2A324GKA100","No",,"Unknown","E060410348","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003472","SITE_01705","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",31100.0000,,"Btuh","Average",13.0000,,"Average",12.0500,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","HP22-311-2P","Yes",1991,,"N/A","Air Handler","Lennox","CB19-31-2P","Yes",1991,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003473","SITE_01686","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",30000.0000,,"Btuh","Nominal",12.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Coleman","BRCQ0301BE","No",2004,,"040513839","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003474","SITE_01892","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",22650.0000,,"Btuh","Rated",13.2500,,"Average",11.0000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Bryant","123ANA024-C","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
