"SITEID","Building_Category","State","Site_Case_Weight","Ownership","Vintage","Conditioned_Area","COHORT","county","City","subregion","zip","utility_name","ut_class","utility_id","stratum","pop_ct","unit_multiplicity_ct","ALT_svy_wt"
SITE_00001,Multifamily (5 or more units),OR,751.56,Rent,1969,,MF,Lan,EUGENE,WO,97402,Eugene City of,BPA,6022,OR.2,30617,1,651.4255319
SITE_00002,Manufactured,WA,997.59,Own / buying,1968,1101.5,MH,Sno,MOUNTLAK,PS,98043,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00003,Manufactured,WA,997.59,Own / buying,1984,1100,MH,Sno,GOLD BAR,PS,98251,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00004,Manufactured,WA,997.59,Own / buying,1982,1269,MH,Isl,CAMANO I,PS,98282,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00005,Manufactured,WA,997.59,Own / buying,1973,1344,MH,Sno,MARYSVIL,PS,98271,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00006,Manufactured,WA,997.59,Own / buying,1992,1876,MH,Sno,TULALIP,PS,98271,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00007,Manufactured,WA,997.59,Own / buying,1971,1452,MH,Sno,SNOHOMIS,PS,98290,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00008,Single Family (4 or fewer units),WA,3801.52,Rent,1983,923,SF,Sno,SULTAN,PS,98294,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00009,Manufactured,WA,921.5,Own / buying,2007,1644,MH,Pie,EATONVIL,PS,98328,Ohop Mutual Li,BPA,14012,WA.5,10143,1,845.25
SITE_00010,Manufactured,WA,1982.27,Own / buying,1971,960,MH,Pie,PUYALLUP,PS,98372,Puget Sound En,non-BPA,15500,WA.7,21947,1,1828.916667
SITE_00011,Manufactured,WA,921.5,Own / buying,1987,1152,MH,Pie,PUYALLUP,PS,98375,Elmhurst Mutua,BPA,5832,WA.5,10143,1,845.25
SITE_00012,Manufactured,WA,1982.27,Own / buying,1970,960,MH,Pie,PUYALLUP,PS,98372,Puget Sound En,non-BPA,15500,WA.7,21947,1,1828.916667
SITE_00013,Manufactured,WA,921.5,Unknown,1972,679,MH,Pie,PUYALLUP,PS,98375,Elmhurst Mutua,BPA,5832,WA.5,10143,1,845.25
SITE_00014,Manufactured,WA,921.5,Own / buying,1995,1053,MH,Pie,GIG HARB,PS,98329,Peninsula Ligh,BPA,14668,WA.5,10143,1,845.25
SITE_00015,Manufactured,WA,921.5,Own / buying,1997,2328.6,MH,Pie,ANDERSON,PS,98303,Tanner Electri,BPA,18448,WA.5,10143,1,845.25
SITE_00016,Manufactured,WA,1313.97,Own / buying,1986,1478,MH,Mas,GRAPEVIE,WW,98546,PUD No 3 of Ma,BPA,15419,WA.4,20712,1,2301.333333
SITE_00017,Manufactured,WA,997.59,Own / buying,1968,1456,MH,Sno,EVERETT,PS,98203,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00018,Manufactured,WA,997.59,Own / buying,1978,1817.6,MH,Sno,EVERETT,PS,98208,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00019,Manufactured,WA,997.59,Occupy without rent,1990,1680,MH,Sno,MARYSVIL,PS,98270,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00020,Manufactured,WA,997.59,Own / buying,2000,1690,MH,Sno,MARYSVIL,PS,98271,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_00021,Single Family (4 or fewer units),WA,2986.36,Own / buying,2017,2313,SF,Lew,WINLOCK,WW,98596,PUD No 1 of Le,BPA,10944,WWA.,82143,1,9127
SITE_00022,Manufactured,WA,921.5,Own / buying,1971,860,MH,Pie,GIG HARB,PS,98332,Peninsula Ligh,BPA,14668,WA.5,10143,1,845.25
SITE_00023,Manufactured,WA,1313.97,Own / buying,1998,1222,MH,Cla,SEQUIM,WW,98382,PUD No 1 of Cl,BPA,3644,WA.2,10089,1,1441.285714
SITE_00024,Manufactured,WA,1313.97,Own / buying,1973,840,MH,Cla,SEQUIM,WW,98382,PUD No 1 of Cl,BPA,3644,WA.2,10089,1,1441.285714
SITE_00025,Manufactured,WA,1313.97,Own / buying,1979,1412,MH,Cla,SEQUIM,WW,98382,PUD No 1 of Cl,BPA,3644,WA.2,10089,1,1441.285714
SITE_00026,Single Family (4 or fewer units),WA,2986.36,Own / buying,2010,1485,SF,Cla,SEQUIM,WW,98382,PUD No 1 of Cl,BPA,3644,WWA.,89284,1,3434
SITE_00027,Manufactured,WA,1313.97,Own / buying,,840,MH,Gra,ELMA,WW,98541,PUD No 1 of Gr,BPA,7548,WA.3,4481,1,746.8333333
SITE_00028,Manufactured,WA,1313.97,Own / buying,1976,1156,MH,Gra,ELMA,WW,98541,PUD No 1 of Gr,BPA,7548,WA.3,4481,1,746.8333333
SITE_00029,Manufactured,WA,1313.97,Own / buying,1971,762,MH,Gra,ELMA,WW,98541,PUD No 1 of Gr,BPA,7548,WA.3,4481,1,746.8333333
SITE_00030,Manufactured,WA,1313.97,Rent,1976,1071,MH,Gra,ELMA,WW,98541,PUD No 1 of Gr,BPA,7548,WA.3,4481,1,746.8333333
SITE_00031,Manufactured,WA,1313.97,Own / buying,1974,1440,MH,Gra,ELMA,WW,98541,PUD No 1 of Gr,BPA,7548,WA.3,4481,1,746.8333333
SITE_00032,Manufactured,WA,1313.97,Own / buying,1991,1326,MH,Cla,WASHOUGA,WW,98671,PUD No 1 of Cl,BPA,3660,WA.1,8615,1,957.2222222
SITE_00033,Manufactured,WA,1313.97,Own / buying,1967,1056,MH,Cla,BATTLE G,WW,98604,PUD No 1 of Cl,BPA,3660,WA.1,8615,1,957.2222222
SITE_00034,Manufactured,WA,1313.97,Own / buying,2015,1404,MH,Cla,BATTLE G,WW,98604,PUD No 1 of Cl,BPA,3660,WA.1,8615,1,957.2222222
SITE_00035,Manufactured,WA,1313.97,Own / buying,1980,1626,MH,Gra,MONTESAN,WW,98563,PUD No 1 of Gr,BPA,7548,WA.3,4481,1,746.8333333
SITE_00036,Manufactured,WA,1313.97,Own / buying,1998,728,MH,Pac,RAYMOND,WW,98577,Public Utility,BPA,14324,WA.4,20712,1,2301.333333
SITE_00037,Manufactured,WA,1313.97,Own / buying,1979,660,MH,Mas,SHELTON,WW,98584,PUD No 3 of Ma,BPA,15419,WA.4,20712,1,2301.333333
SITE_00038,Manufactured,WA,1313.97,Own / buying,1986,924,MH,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.2,10089,1,1441.285714
SITE_00039,Manufactured,WA,1313.97,Own / buying,1982,1404,MH,Cla,VANCOUVE,WW,98682,PUD No 1 of Cl,BPA,3660,WA.1,8615,1,957.2222222
SITE_00040,Manufactured,WA,1313.97,Own / buying,1999,1400,MH,Cla,VANCOUVE,WW,98682,PUD No 1 of Cl,BPA,3660,WA.1,8615,1,957.2222222
SITE_00041,Multifamily (5 or more units),WA,2002.11,Rent,1970,,MF,Sno,EDMONDS,PS,98026,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00042,Multifamily (5 or more units),WA,2002.11,Rent,1967,,MF,Sno,LYNNWOOD,PS,98036,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00043,Multifamily (5 or more units),WA,2002.11,Own / buying,1970,,MF,Sno,LYNNWOOD,PS,98037,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00044,Multifamily (5 or more units),WA,2002.11,Rent,2001,,MF,Sno,LYNNWOOD,PS,98087,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00045,Multifamily (5 or more units),WA,2002.39,Rent,1993,,MF,Kin,SEATTLE,PS,98101,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00046,Multifamily (5 or more units),WA,2002.39,Rent,1980,,MF,Kin,SEATTLE,PS,98101,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00047,Multifamily (5 or more units),WA,2002.39,Own / buying,1970,,MF,Kin,SEATTLE,PS,98101,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00048,Multifamily (5 or more units),WA,2002.39,Rent,1924,,MF,Kin,SEATTLE,PS,98102,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00049,Single Family (4 or fewer units),WA,2292.4,Own / buying,1920,877,SF,Kin,SEATTLE,PS,98102,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00050,Multifamily (5 or more units),WA,2002.39,Rent,1928,,MF,Kin,SEATTLE,PS,98103,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00051,Single Family (4 or fewer units),WA,587.74,Own / buying,2009,1297,SF,Kin,SEATTLE,PS,98106,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_00052,Multifamily (5 or more units),WA,2002.39,Rent,2011,,MF,Kin,SEATTLE,PS,98109,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00053,Multifamily (5 or more units),WA,2002.39,Own / buying,1967,,MF,Kin,SEATTLE,PS,98112,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00054,Multifamily (5 or more units),WA,2002.39,Rent,1890,,MF,Kin,SEATTLE,PS,98115,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00055,Multifamily (5 or more units),WA,2002.39,Own / buying,1979,,MF,Kin,SEATTLE,PS,98115,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00056,Multifamily (5 or more units),WA,2002.39,Rent,2014,,MF,Kin,SEATTLE,PS,98107,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00057,Multifamily (5 or more units),WA,2000.27,Rent,2001,,MF,Kin,SEATTLE,PS,98118,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_00058,Multifamily (5 or more units),WA,2002.39,Own / buying,1996,,MF,Kin,SEATTLE,PS,98119,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00059,Single Family (4 or fewer units),WA,2292.4,Own / buying,1919,1115,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00060,Multifamily (5 or more units),WA,2002.39,Own / buying,1999,,MF,Kin,SEATTLE,PS,98121,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00061,Single Family (4 or fewer units),WA,587.74,Own / buying,1918,935,SF,Kin,SEATTLE,PS,98122,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_00062,Single Family (4 or fewer units),WA,587.74,Rent,2016,1365,SF,Kin,SEATTLE,PS,98122,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_00063,Multifamily (5 or more units),WA,2002.39,Own / buying,2004,,MF,Kin,SEATTLE,PS,98125,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00064,Multifamily (5 or more units),WA,2002.39,Rent,1965,,MF,Kin,SEATTLE,PS,98125,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00065,Multifamily (5 or more units),WA,2002.39,Rent,1972,,MF,Kin,SEATTLE,PS,98125,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00066,Multifamily (5 or more units),WA,2002.11,Own / buying,1979,,MF,Sno,LYNNWOOD,PS,98036,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00067,Single Family (4 or fewer units),WA,587.74,Rent,1987,922.1,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_00068,Multifamily (5 or more units),WA,2002.39,Rent,2007,,MF,Kin,SEATTLE,PS,98133,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00069,Multifamily (5 or more units),WA,2002.39,Rent,1998,,MF,Kin,SEATTLE,PS,98136,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00070,Single Family (4 or fewer units),WA,12576.67,Own / buying,1920,2208,SF,Kin,RENTON,PS,98057,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_00071,Multifamily (5 or more units),WA,2002.39,Rent,1970,,MF,Kin,SEATTLE,PS,98104,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_00072,Multifamily (5 or more units),WA,2002.11,Rent,1912,,MF,Sno,EVERETT,PS,98201,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00073,Single Family (4 or fewer units),WA,3801.52,Own / buying,2005,3356,SF,Sno,EVERETT,PS,98208,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00074,Multifamily (5 or more units),WA,2002.11,Rent,2001,,MF,Sno,ARLINGTO,PS,98267,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00075,Multifamily (5 or more units),WA,2002.11,Rent,1971,,MF,Kin,MONROE,PS,98272,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00076,Multifamily (5 or more units),WA,2804.94,Rent,1981,,MF,Pie,TACOMA,PS,98404,Tacoma City of,BPA,18429,WA.2,193386,1,2685.916667
SITE_00077,Multifamily (5 or more units),WA,2804.94,Rent,1967,,MF,Pie,TACOMA,PS,98407,Tacoma City of,BPA,18429,WA.2,193386,2,1342.958333
SITE_00078,Multifamily (5 or more units),WA,2804.94,Rent,1967,,MF,Pie,TACOMA,PS,98407,Tacoma City of,BPA,18429,WA.2,193386,2,1342.958333
SITE_00079,Multifamily (5 or more units),WA,2804.94,Rent,1980,,MF,Pie,TACOMA,PS,98467,Tacoma City of,BPA,18429,WA.2,193386,1,2685.916667
SITE_00080,Multifamily (5 or more units),WA,739.45,Rent,1909,,MF,Cla,FORKS,WW,98331,PUD No 1 of Cl,BPA,3644,WA.6,2776,1,308.4444444
SITE_00081,Single Family (4 or fewer units),WA,2986.36,Rent,1945,690,SF,Cla,PORT ANG,WW,98362,Port Angeles C,BPA,15231,WWA.,89284,1,3434
SITE_00082,Multifamily (5 or more units),WA,739.45,Rent,1970,,MF,Cla,PORT ANG,WW,98362,Port Angeles C,BPA,15231,WA.6,2776,1,308.4444444
SITE_00083,Multifamily (5 or more units),WA,739.45,Rent,1920,,MF,Cla,PORT ANG,WW,98362,Port Angeles C,BPA,15231,WA.6,2776,1,308.4444444
SITE_00084,Multifamily (5 or more units),WA,739.45,Rent,,,MF,Cla,PORT ANG,WW,98363,Port Angeles C,BPA,15231,WA.6,2776,1,308.4444444
SITE_00085,Multifamily (5 or more units),WA,739.45,Rent,1978,,MF,Cla,PORT ANG,WW,98363,Port Angeles C,BPA,15231,WA.6,2776,3,102.8148148
SITE_00086,Multifamily (5 or more units),WA,739.45,Unknown,1978,,MF,Cla,PORT ANG,WW,98363,Port Angeles C,BPA,15231,WA.6,2776,3,102.8148148
SITE_00087,Multifamily (5 or more units),WA,739.45,Unknown,1978,,MF,Cla,PORT ANG,WW,98363,Port Angeles C,BPA,15231,WA.6,2776,3,102.8148148
SITE_00088,Multifamily (5 or more units),WA,739.45,Rent,2008,,MF,Cla,SEQUIM,WW,98382,PUD No 1 of Cl,BPA,3644,WA.6,2776,1,308.4444444
SITE_00089,Multifamily (5 or more units),WA,739.45,Rent,1972,,MF,Cla,SEQUIM,WW,98382,PUD No 1 of Cl,BPA,3644,WA.6,2776,1,308.4444444
SITE_00090,Single Family (4 or fewer units),WA,2986.36,Rent,1898,512,SF,Gra,ABERDEEN,WW,98520,PUD No 1 of Gr,BPA,7548,WWA.,82143,1,9127
SITE_00091,Multifamily (5 or more units),WA,739.45,Rent,1908,,MF,Gra,ABERDEEN,WW,98520,PUD No 1 of Gr,BPA,7548,WA.7,8844,1,884.4
SITE_00092,Multifamily (5 or more units),WA,739.45,Rent,1994,,MF,Lew,CENTRALI,WW,98531,City of Centra,BPA,3295,WA.7,8844,1,884.4
SITE_00093,Multifamily (5 or more units),WA,739.45,Rent,1970,,MF,Lew,CENTRALI,WW,98531,City of Centra,BPA,3295,WA.7,8844,1,884.4
SITE_00094,Multifamily (5 or more units),WA,739.45,Rent,1993,,MF,Lew,CENTRALI,WW,98531,City of Centra,BPA,3295,WA.7,8844,1,884.4
SITE_00095,Multifamily (5 or more units),WA,739.45,Rent,1946,,MF,Gra,ELMA,WW,98541,PUD No 1 of Gr,BPA,7548,WA.7,8844,1,884.4
SITE_00096,Multifamily (5 or more units),WA,739.45,Rent,1975,,MF,Gra,ELMA,WW,98541,PUD No 1 of Gr,BPA,7548,WA.7,8844,1,884.4
SITE_00097,Multifamily (5 or more units),WA,739.45,Rent,1974,,MF,Gra,HOQUIAM,WW,98550,PUD No 1 of Gr,BPA,7548,WA.7,8844,1,884.4
SITE_00098,Multifamily (5 or more units),WA,739.45,Rent,1930,,MF,Mas,SHELTON,WW,98584,PUD No 3 of Ma,BPA,15419,WA.7,8844,1,884.4
SITE_00099,Multifamily (5 or more units),WA,739.45,Rent,1972,,MF,Cow,KELSO,WW,98047,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00100,Multifamily (5 or more units),WA,739.45,Rent,1970,,MF,Cow,KELSO,WW,98626,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00101,Multifamily (5 or more units),WA,739.45,Own / buying,1997,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00102,Multifamily (5 or more units),WA,739.45,Rent,1970,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,2,214.0416667
SITE_00103,Multifamily (5 or more units),WA,739.45,Rent,1900,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00104,Multifamily (5 or more units),WA,739.45,Rent,1979,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00105,Multifamily (5 or more units),WA,739.45,Unknown,1968,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00106,Multifamily (5 or more units),WA,739.45,Rent,1940,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00107,Multifamily (5 or more units),WA,739.45,Rent,1925,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00108,Single Family (4 or fewer units),WA,2986.36,Rent,1979,666,SF,Cla,VANCOUVE,WW,98660,PUD No 1 of Cl,BPA,3660,WWA.,147848,1,2346.793651
SITE_00109,Multifamily (5 or more units),WA,739.45,Rent,2004,,MF,Cla,VANCOUVE,WW,98660,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00110,Multifamily (5 or more units),WA,739.45,Rent,2005,,MF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00111,Multifamily (5 or more units),WA,739.45,Rent,,,MF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00112,Multifamily (5 or more units),WA,739.45,Rent,2016,,MF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00113,Multifamily (5 or more units),WA,739.45,Unknown,2014,,MF,Cla,VANCOUVE,WW,98660,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00114,Multifamily (5 or more units),WA,739.45,Rent,1990,,MF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00115,Multifamily (5 or more units),WA,739.45,Rent,2004,,MF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00116,Single Family (4 or fewer units),WA,2986.36,Rent,1970,1088,SF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WWA.,147848,1,2346.793651
SITE_00117,Multifamily (5 or more units),WA,739.45,Unknown,1970,,MF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00118,Multifamily (5 or more units),WA,739.45,Rent,1982,,MF,Cla,VANCOUVE,WW,98661,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00119,Multifamily (5 or more units),WA,739.45,Rent,1972,,MF,Cla,VANCOUVE,WW,98665,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00120,Multifamily (5 or more units),WA,739.45,Rent,1942,,MF,Cla,VANCOUVE,WW,98663,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00121,Multifamily (5 or more units),WA,739.45,Rent,1972,,MF,Cla,VANCOUVE,WW,98663,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00122,Multifamily (5 or more units),WA,739.45,Own / buying,2004,,MF,Cla,VANCOUVE,WW,98664,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00123,Multifamily (5 or more units),WA,739.45,Rent,1996,,MF,Cla,VANCOUVE,WW,98664,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00124,Single Family (4 or fewer units),WA,2986.36,Own / buying,2006,1454,SF,Cla,VANCOUVE,WW,98665,PUD No 1 of Cl,BPA,3660,WWA.,147848,1,2346.793651
SITE_00125,Multifamily (5 or more units),WA,739.45,Rent,1975,,MF,Cla,VANCOUVE,WW,98665,PUD No 1 of Cl,BPA,3660,WA.4,26920,2,673
SITE_00126,Multifamily (5 or more units),WA,739.45,Unknown,1975,,MF,Cla,VANCOUVE,WW,98665,PUD No 1 of Cl,BPA,3660,WA.4,26920,2,673
SITE_00127,Single Family (4 or fewer units),WA,2986.36,Rent,1972,780,SF,Cla,WASHOUGA,WW,98671,PUD No 1 of Cl,BPA,3660,WWA.,147848,1,2346.793651
SITE_00128,Multifamily (5 or more units),WA,739.45,Rent,1978,,MF,Cow,WOODLAND,WW,98674,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00129,Multifamily (5 or more units),WA,739.45,Rent,1976,,MF,Cow,LONGVIEW,WW,98632,PUD No 1 of Co,BPA,4442,WA.5,5137,1,428.0833333
SITE_00130,Multifamily (5 or more units),WA,739.45,Rent,1995,,MF,Cla,VANCOUVE,WW,98683,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00131,Multifamily (5 or more units),WA,739.45,Rent,1987,,MF,Cla,VANCOUVE,WW,98683,PUD No 1 of Cl,BPA,3660,WA.4,26920,1,1346
SITE_00133,Single Family (4 or fewer units),WA,2292.4,Own / buying,1955,1334,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00134,Single Family (4 or fewer units),WA,2292.4,Rent,2004,1867.5,SF,Kin,SEATTLE,PS,98136,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00135,Single Family (4 or fewer units),WA,587.74,Own / buying,1947,1316,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00136,Manufactured,WA,921.5,Own / buying,2007,1196,MH,Pie,ANDERSON,PS,98303,Tanner Electri,BPA,18448,WA.5,10143,1,845.25
SITE_00137,Single Family (4 or fewer units),WA,3801.52,Own / buying,1992,2629,SF,Sno,EDMONDS,PS,98026,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00138,Single Family (4 or fewer units),WA,2292.4,Own / buying,1955,1372,SF,Kin,SEATTLE,PS,98116,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00139,Single Family (4 or fewer units),WA,3801.52,Own / buying,1992,3076,SF,Sno,STANWOOD,PS,98292,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00140,Single Family (4 or fewer units),WA,2292.4,Rent,2013,2324,SF,Kin,SEATTLE,PS,98107,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00141,Single Family (4 or fewer units),WA,3801.52,Own / buying,2000,1432,SF,Sno,STANWOOD,PS,98292,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00142,Single Family (4 or fewer units),WA,2292.4,Own / buying,1906,2273,SF,Kin,SEATTLE,PS,98112,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00143,Single Family (4 or fewer units),WA,2292.4,Own / buying,2002,1762,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00144,Single Family (4 or fewer units),WA,2292.4,Own / buying,2015,2621.6,SF,Kin,SEATTLE,PS,98106,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00145,Single Family (4 or fewer units),WA,10259.39,Own / buying,1970,900,SF,Pie,GIG HARB,PS,98329,Peninsula Ligh,BPA,14668,PS.6,436013,1,10381.2619
SITE_00146,Single Family (4 or fewer units),WA,2292.4,Own / buying,2013,1632,SF,Kin,SEATTLE,PS,98109,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00147,Single Family (4 or fewer units),WA,10259.39,Own / buying,2003,2398,SF,Pie,EATONVIL,PS,98328,Ohop Mutual Li,BPA,14012,PS.6,436013,1,10381.2619
SITE_00148,Single Family (4 or fewer units),WA,587.74,Own / buying,1904,1402,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_00149,Single Family (4 or fewer units),WA,2292.4,Own / buying,1933,3800,SF,Kin,SEATTLE,PS,98199,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00150,Single Family (4 or fewer units),WA,2292.4,Own / buying,1919,1928,SF,Kin,SEATTLE,PS,98116,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00151,Single Family (4 or fewer units),WA,65.07,Rent,1951,900,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_00152,Single Family (4 or fewer units),WA,3801.52,Own / buying,1920,1474,SF,Sno,EVERETT,PS,98203,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00153,Single Family (4 or fewer units),WA,253.05,Own / buying,1971,3736,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_00154,Single Family (4 or fewer units),WA,2292.4,Own / buying,1948,1612,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00155,Single Family (4 or fewer units),WA,3801.52,Rent,1977,1587,SF,Sno,EDMONDS,PS,98026,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00156,Single Family (4 or fewer units),WA,10259.39,Own / buying,1948,1830,SF,Pie,TACOMA,PS,98465,Tacoma City of,BPA,18429,PS.6,436013,1,10381.2619
SITE_00158,Single Family (4 or fewer units),WA,10259.39,Own / buying,2004,1943,SF,Pie,TACOMA,PS,98445,Tacoma City of,BPA,18429,PS.6,436013,1,10381.2619
SITE_00159,Single Family (4 or fewer units),WA,3801.52,Own / buying,1960,2538,SF,Sno,SNOHOMIS,PS,98290,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
