NAICS,REGION,DESCRIPTION,FLOORAREA[Msf],SITES[unit],FLOORAREA_PER_SITE[sf/unit],BUILDINGS[unit],BUILDINGS_PER_SITE[unit/unit],PURCHASES[GWh],TRANSFERS[GWh],GENERATION[GWh],SALES[GWh],NET_DEMAND[GWh],REPORTED_ELECTRIC[GWh],REPORTED_ELECTRIFICATION[pu],UNREPORTED_ELECTRIC[GWh],UNREPORTED_ELECTRIFICATION[pu],A,B,C,D,E,I,Z
322121,NORTHEAST,"  Paper Mills, except Newsprint",,,677318.0,,22.0,3227.0,6.0,5708.0,1556.0,7386.0,17321.0,0.14813371052479649,505.0,8.776609900990099,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
322121,MIDWEST,"  Paper Mills, except Newsprint",,,677318.0,,22.0,5892.0,37.0,4194.0,183.0,9939.0,17321.0,0.14813371052479649,505.0,8.776609900990099,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
322121,SOUTH,"  Paper Mills, except Newsprint",,,677318.0,,22.0,8330.0,0.0,8682.0,610.0,16402.0,17321.0,0.14813371052479649,505.0,8.776609900990099,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
322121,WEST,"  Paper Mills, except Newsprint",,,677318.0,,22.0,2422.0,0.0,1340.0,1073.0,2689.0,17321.0,0.14813371052479649,505.0,8.776609900990099,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
322122,NERC,  Newsprint Mills,6.0,18.0,326384.4,179.0,9.9,8245.0,0.0,428.0,39.0,8634.0,8206.0,0.024531805995612967,239.0,0.32835146443514646,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
322122,NORTHEAST,  Newsprint Mills,,,326384.4,,9.9,0.0,0.0,0.0,0.0,0.0,8206.0,0.024531805995612967,239.0,0.32835146443514646,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
322122,MIDWEST,  Newsprint Mills,,,326384.4,,9.9,381.0,0.0,54.0,0.0,435.0,8206.0,0.024531805995612967,239.0,0.32835146443514646,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
322122,SOUTH,  Newsprint Mills,,,326384.4,,9.9,3571.0,0.0,374.0,0.0,3945.0,8206.0,0.024531805995612967,239.0,0.32835146443514646,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
322122,WEST,  Newsprint Mills,,,326384.4,,9.9,4293.0,0.0,0.0,39.0,4254.0,8206.0,0.024531805995612967,239.0,0.32835146443514646,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
322130,NERC,  Paperboard Mills,65.0,147.0,517925.8,2633.0,19.1,18928.0,15.0,18286.0,2855.0,34373.0,16108.0,0.19423913583312638,194.0,10.939505154639175,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
322130,NORTHEAST,  Paperboard Mills,,,517925.8,,19.1,1434.0,0.0,170.0,11.0,1593.0,16108.0,0.19423913583312638,194.0,10.939505154639175,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
322130,MIDWEST,  Paperboard Mills,,,517925.8,,19.1,2789.0,0.0,504.0,27.0,3266.0,16108.0,0.19423913583312638,194.0,10.939505154639175,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
322130,SOUTH,  Paperboard Mills,,,517925.8,,19.1,11243.0,15.0,15571.0,1688.0,25141.0,16108.0,0.19423913583312638,194.0,10.939505154639175,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
322130,WEST,  Paperboard Mills,,,517925.8,,19.1,3463.0,0.0,2041.0,1130.0,4373.0,16108.0,0.19423913583312638,194.0,10.939505154639175,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
324110,NERC,  Petroleum Refineries,58.0,174.0,491872.6,7987.0,47.1,47532.0,3206.0,17286.0,3866.0,64158.0,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
324110,NORTHEAST,  Petroleum Refineries,,,491872.6,,47.1,2491.0,0.0,230.0,0.0,2721.0,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
324110,MIDWEST,  Petroleum Refineries,,,491872.6,,47.1,9670.0,0.0,766.0,126.0,10310.0,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
324110,SOUTH,  Petroleum Refineries,,,491872.6,,47.1,28134.0,2545.0,11191.0,3309.0,38561.0,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
324110,WEST,  Petroleum Refineries,,,491872.6,,47.1,7237.0,660.0,5099.0,431.0,12566.0,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
324121,NERC,   Asphalt Paving Mixture and Block,9.0,1285.0,7716.9,2610.0,2.3,932.0,,2.0,0.0,935.0,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
324121,NORTHEAST,   Asphalt Paving Mixture and Block,,,7716.9,,2.3,262.0,,0.0,0.0,263.0,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
324121,MIDWEST,   Asphalt Paving Mixture and Block,,,7716.9,,2.3,147.0,0.0,1.0,0.0,148.0,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
324121,SOUTH,   Asphalt Paving Mixture and Block,,,7716.9,,2.3,337.0,0.0,0.0,0.0,337.0,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
324121,WEST,   Asphalt Paving Mixture and Block,,,7716.9,,2.3,187.0,0.0,,0.0,188.0,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
324122,NERC,   Asphalt Shingle and Coating Materials,20.0,162.0,127002.0,668.0,4.2,730.0,0.0,9.0,1.0,738.0,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
324122,NORTHEAST,   Asphalt Shingle and Coating Materials,,,127002.0,,4.2,35.0,0.0,1.0,1.0,35.0,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
324122,MIDWEST,   Asphalt Shingle and Coating Materials,,,127002.0,,4.2,232.0,0.0,9.0,0.0,241.0,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
324122,SOUTH,   Asphalt Shingle and Coating Materials,,,127002.0,,4.2,361.0,0.0,0.0,0.0,361.0,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
324122,WEST,   Asphalt Shingle and Coating Materials,,,127002.0,,4.2,101.0,0.0,0.0,0.0,101.0,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
324199,NERC,  Other Petroleum and Coal Products,3.0,86.0,41125.3,556.0,6.6,593.0,0.0,1460.0,908.0,1145.0,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
324199,NORTHEAST,  Other Petroleum and Coal Products,,,41125.3,,6.6,41.0,0.0,0.0,0.0,41.0,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
324199,MIDWEST,  Other Petroleum and Coal Products,,,41125.3,,6.6,265.0,0.0,760.0,760.0,265.0,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
324199,SOUTH,  Other Petroleum and Coal Products,,,41125.3,,6.6,257.0,0.0,551.0,10.0,798.0,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
324199,WEST,  Other Petroleum and Coal Products,,,41125.3,,6.6,30.0,0.0,149.0,138.0,40.0,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
325110,NERC,  Petrochemicals,5.0,44.0,113973.3,882.0,20.6,,566.0,3907.0,1123.0,,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
325110,NORTHEAST,  Petrochemicals,,,113973.3,,20.6,18.0,0.0,0.0,0.0,18.0,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
325110,MIDWEST,  Petrochemicals,,,113973.3,,20.6,4.0,0.0,0.0,0.0,4.0,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
325110,SOUTH,  Petrochemicals,,,113973.3,,20.6,,566.0,3907.0,1123.0,,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
325110,WEST,  Petrochemicals,,,113973.3,,20.6,0.0,0.0,0.0,0.0,0.0,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
325120,NERC,  Industrial Gases,6.0,427.0,27063.8,973.0,4.3,19969.0,0.0,10.0,0.0,19979.0,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
325120,NORTHEAST,  Industrial Gases,,,27063.8,,4.3,2868.0,0.0,0.0,0.0,2868.0,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
325120,MIDWEST,  Industrial Gases,,,27063.8,,4.3,5798.0,0.0,2.0,0.0,5800.0,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
325120,SOUTH,  Industrial Gases,,,27063.8,,4.3,9167.0,0.0,8.0,0.0,9174.0,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
325120,WEST,  Industrial Gases,,,27063.8,,4.3,2136.0,0.0,0.0,0.0,2136.0,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
325180,NERC,  Other Basic Inorganic Chemicals,50.0,511.0,108618.8,6082.0,12.8,21823.0,2030.0,4623.0,640.0,27836.0,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325180,NORTHEAST,  Other Basic Inorganic Chemicals,,,108618.8,,12.8,2539.0,0.0,0.0,0.0,2539.0,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325180,MIDWEST,  Other Basic Inorganic Chemicals,,,108618.8,,12.8,2396.0,0.0,1.0,24.0,2373.0,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325180,SOUTH,  Other Basic Inorganic Chemicals,,,108618.8,,12.8,11763.0,2011.0,3937.0,574.0,17137.0,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325180,WEST,  Other Basic Inorganic Chemicals,,,108618.8,,12.8,5125.0,19.0,685.0,42.0,5786.0,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325193,NERC,  Ethyl Alcohol ,20.0,211.0,112716.7,1740.0,8.6,11390.0,0.0,2393.0,83.0,13699.0,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325193,NORTHEAST,  Ethyl Alcohol ,,,112716.7,,8.6,221.0,0.0,0.0,0.0,221.0,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325193,MIDWEST,  Ethyl Alcohol ,,,112716.7,,8.6,10434.0,0.0,2339.0,83.0,12690.0,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325193,SOUTH,  Ethyl Alcohol ,,,112716.7,,8.6,296.0,0.0,1.0,0.0,296.0,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325193,WEST,  Ethyl Alcohol ,,,112716.7,,8.6,440.0,0.0,53.0,0.0,493.0,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
325194,NERC,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",8.0,69.0,143873.1,856.0,12.7,3017.0,0.0,127.0,20.0,3124.0,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
325194,NORTHEAST,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",,,143873.1,,12.7,205.0,0.0,1.0,0.0,206.0,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
325194,MIDWEST,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",,,143873.1,,12.7,420.0,0.0,0.0,0.0,420.0,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
325194,SOUTH,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",,,143873.1,,12.7,2387.0,0.0,15.0,0.0,2402.0,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
325194,WEST,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",,,143873.1,,12.7,5.0,0.0,110.0,20.0,95.0,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
325199,NERC,  Other Basic Organic Chemicals,76.0,518.0,165861.0,7675.0,16.3,,,10967.0,2583.0,,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325199,NORTHEAST,  Other Basic Organic Chemicals,,,165861.0,,16.3,667.0,0.0,1.0,0.0,668.0,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325199,MIDWEST,  Other Basic Organic Chemicals,,,165861.0,,16.3,4193.0,0.0,19.0,54.0,4157.0,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325199,SOUTH,  Other Basic Organic Chemicals,,,165861.0,,16.3,,,10938.0,2525.0,,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325199,WEST,  Other Basic Organic Chemicals,,,165861.0,,16.3,495.0,9.0,9.0,4.0,509.0,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325211,NERC,  Plastics Materials and Resins,118.0,844.0,148606.5,5625.0,6.9,21549.0,2355.0,22537.0,6971.0,39470.0,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325211,NORTHEAST,  Plastics Materials and Resins,,,148606.5,,6.9,1124.0,0.0,,0.0,1124.0,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325211,MIDWEST,  Plastics Materials and Resins,,,148606.5,,6.9,4475.0,0.0,0.0,0.0,4475.0,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325211,SOUTH,  Plastics Materials and Resins,,,148606.5,,6.9,15710.0,2355.0,22536.0,6971.0,33630.0,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325211,WEST,  Plastics Materials and Resins,,,148606.5,,6.9,240.0,0.0,0.0,0.0,240.0,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325212,NERC,  Synthetic Rubber,11.0,85.0,125357.3,702.0,8.3,1162.0,0.0,301.0,35.0,1428.0,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
325212,NORTHEAST,  Synthetic Rubber,,,125357.3,,8.3,10.0,0.0,0.0,0.0,10.0,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
325212,MIDWEST,  Synthetic Rubber,,,125357.3,,8.3,122.0,0.0,0.0,0.0,122.0,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
325212,SOUTH,  Synthetic Rubber,,,125357.3,,8.3,1014.0,0.0,301.0,35.0,1280.0,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
325212,WEST,  Synthetic Rubber,,,125357.3,,8.3,16.0,0.0,0.0,0.0,16.0,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
325220,NERC,  Artificial and Synthetic Fibers and Filaments,26.0,89.0,313159.4,493.0,5.5,3256.0,0.0,188.0,39.0,3405.0,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
325220,NORTHEAST,  Artificial and Synthetic Fibers and Filaments,,,313159.4,,5.5,23.0,0.0,2.0,0.0,25.0,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
325220,MIDWEST,  Artificial and Synthetic Fibers and Filaments,,,313159.4,,5.5,52.0,0.0,0.0,0.0,52.0,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
325220,SOUTH,  Artificial and Synthetic Fibers and Filaments,,,313159.4,,5.5,3174.0,0.0,186.0,39.0,3322.0,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
325220,WEST,  Artificial and Synthetic Fibers and Filaments,,,313159.4,,5.5,6.0,0.0,0.0,0.0,6.0,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
325311,NERC,  Nitrogenous Fertilizers,16.0,133.0,128985.3,1362.0,10.5,3847.0,0.0,255.0,15.0,4088.0,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325311,NORTHEAST,  Nitrogenous Fertilizers,,,128985.3,,10.5,26.0,0.0,0.0,0.0,26.0,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325311,MIDWEST,  Nitrogenous Fertilizers,,,128985.3,,10.5,1403.0,0.0,0.0,0.0,1403.0,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325311,SOUTH,  Nitrogenous Fertilizers,,,128985.3,,10.5,1941.0,0.0,174.0,8.0,2107.0,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325311,WEST,  Nitrogenous Fertilizers,,,128985.3,,10.5,477.0,0.0,81.0,7.0,551.0,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325312,NERC,  Phosphatic Fertilizers,4.0,57.0,87329.1,629.0,12.6,2125.0,0.0,1812.0,127.0,3810.0,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
325312,NORTHEAST,  Phosphatic Fertilizers,,,87329.1,,12.6,1.0,0.0,0.0,0.0,1.0,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
325312,MIDWEST,  Phosphatic Fertilizers,,,87329.1,,12.6,11.0,0.0,0.0,0.0,11.0,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
325312,SOUTH,  Phosphatic Fertilizers,,,87329.1,,12.6,1750.0,0.0,1738.0,125.0,3363.0,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
325312,WEST,  Phosphatic Fertilizers,,,87329.1,,12.6,364.0,0.0,73.0,1.0,436.0,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
325412,NERC,  Pharmaceutical Preparation,97.0,601.0,170807.3,2543.0,4.4,5604.0,5.0,146.0,1.0,5754.0,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325412,NORTHEAST,  Pharmaceutical Preparation,,,170807.3,,4.4,,5.0,63.0,0.0,,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325412,MIDWEST,  Pharmaceutical Preparation,,,170807.3,,4.4,2211.0,0.0,41.0,0.0,2251.0,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325412,SOUTH,  Pharmaceutical Preparation,,,170807.3,,4.4,,0.0,1.0,0.0,,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325412,WEST,  Pharmaceutical Preparation,,,170807.3,,4.4,824.0,0.0,41.0,1.0,864.0,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325992,NERC,"  Photographic Film, Paper, Plate, and Chemicals",28.0,121.0,233422.0,682.0,5.7,995.0,1.0,0.0,4.0,993.0,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325992,NORTHEAST,"  Photographic Film, Paper, Plate, and Chemicals",,,233422.0,,5.7,436.0,1.0,0.0,3.0,435.0,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325992,MIDWEST,"  Photographic Film, Paper, Plate, and Chemicals",,,233422.0,,5.7,88.0,0.0,0.0,1.0,87.0,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
325992,SOUTH,"  Photographic Film, Paper, Plate, and Chemicals",,,233422.0,,5.7,311.0,0.0,0.0,0.0,311.0,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
